"","id","batch","materialnumber","material","measurementdate","measurementtime","measuregroup","measure","measure_value","device","comment","origin","loggedOn"
"1",1,"6000006411",131279,"Decomet VP/13240 - GESPERRT",2020-05-25,"00:00:00","TGA-RD","Al(0) als AlN ",75.8,"Mettler TGA",NA,"measurement",NA
"2",2,"6000006411",131279,"Decomet VP/13240 - GESPERRT",2020-05-25,"00:00:00",NA,"Alman-Index",21.99,"Byk MAC i 23mm",NA,"measurement",NA
"3",3,"6000006411",131279,"Decomet VP/13240 - GESPERRT",2020-05-25,"00:00:00","Laser Nass","d10",17.09,"Sympatec Helos Quixel",NA,"measurement",NA
"4",4,"6000006411",131279,"Decomet VP/13240 - GESPERRT",2020-05-25,"00:00:00","Laser Nass","d50",36.96,"Sympatec Helos Quixel",NA,"measurement",NA
"5",5,"6000006411",131279,"Decomet VP/13240 - GESPERRT",2020-05-25,"00:00:00","Laser Nass","d90",72.27,"Sympatec Helos Quixel",NA,"measurement",NA
"6",6,"6000006411",131279,"Decomet VP/13240 - GESPERRT",2020-05-25,"00:00:00",NA,"dE* 45° ",56.68,"Byk MAC i 23mm",NA,"measurement",NA
"7",7,"6000006411",131279,"Decomet VP/13240 - GESPERRT",2020-05-25,"00:00:00","Ofenmethode","Festkörpergehalt",9.9,"",NA,"measurement",NA
"8",8,"6000006411",131279,"Decomet VP/13240 - GESPERRT",2020-05-25,"00:00:00","TGA-RD","Gehalt release coat ",8.26,"Mettler TGA",NA,"measurement",NA
"9",9,"6000006411",131279,"Decomet VP/13240 - GESPERRT",2020-05-25,"00:00:00","Rakelapplikation Papier Sonderlacksystem","Glanz 20° ",176,"Byk MAC i 23mm",NA,"measurement",NA
"10",10,"6000006411",131279,"Decomet VP/13240 - GESPERRT",2020-05-25,"00:00:00","Rakelapplikation Papier Sonderlacksystem","L* 110°",20.85,"Byk MAC i 23mm",NA,"measurement",NA
"11",11,"6000006411",131279,"Decomet VP/13240 - GESPERRT",2020-05-25,"00:00:00","Rakelapplikation Papier Sonderlacksystem","L* 15°",108.42,"Byk MAC i 23mm",NA,"measurement",NA
"12",12,"6000006411",131279,"Decomet VP/13240 - GESPERRT",2020-05-25,"00:00:00","Rakelapplikation Papier Sonderlacksystem","L* 45°",27.92,"Byk MAC i 23mm",NA,"measurement",NA
"13",13,"6000006411",131279,"Decomet VP/13240 - GESPERRT",2020-05-25,"00:00:00",NA,"Mittlere Teilchendicke",23.46,"Zeiss Auriga 40 FIB/SEM",NA,"measurement",NA
"14",14,"6000006411",131279,"Decomet VP/13240 - GESPERRT",2020-05-25,"00:00:00","Laser Nass","span",1.49,"Sympatec Helos Quixel",NA,"measurement",NA
"15",15,"6000006411",131279,"Decomet VP/13240 - GESPERRT",2020-05-25,"00:00:00",NA,"Speichermodul Fliessgrenze",64.81,"Anton Paar MCR 302",NA,"measurement",NA
"16",16,"6000006411",131279,"Decomet VP/13240 - GESPERRT",2020-05-25,"00:00:00",NA,"Speichermodul LVE",423.81,"Anton Paar MCR 302",NA,"measurement",NA
"17",17,"6000006411",131279,"Decomet VP/13240 - GESPERRT",2020-05-25,"00:00:00","REM-Messung","t50%",23.47,"Zeiss Auriga 40 FIB/SEM",NA,"measurement",NA
"18",18,"6000006411",131279,"Decomet VP/13240 - GESPERRT",2020-05-25,"00:00:00","REM-Messung","t-span",0.2,"Zeiss Auriga 40 FIB/SEM",NA,"measurement",NA
"19",19,"6000006411",131279,"Decomet VP/13240 - GESPERRT",2020-05-25,"00:00:00","REM-Messung","Verteilungsbreite",2.06,"Zeiss Auriga 40 FIB/SEM",NA,"measurement",NA
"20",20,"6000006416",131279,"Decomet VP/13240 - GESPERRT",2020-05-25,"00:00:00","TGA-RD","Al(0) als AlN ",75.6,"Mettler TGA",NA,"measurement",NA
"21",21,"6000006416",131279,"Decomet VP/13240 - GESPERRT",2020-05-25,"00:00:00",NA,"Alman-Index",24.62,"Byk MAC i 23mm",NA,"measurement",NA
"22",22,"6000006416",131279,"Decomet VP/13240 - GESPERRT",2020-05-25,"00:00:00","Laser Nass","d10",16.4,"Sympatec Helos Quixel",NA,"measurement",NA
"23",23,"6000006416",131279,"Decomet VP/13240 - GESPERRT",2020-05-25,"00:00:00","Laser Nass","d50",35.09,"Sympatec Helos Quixel",NA,"measurement",NA
"24",24,"6000006416",131279,"Decomet VP/13240 - GESPERRT",2020-05-25,"00:00:00","Laser Nass","d90",65.53,"Sympatec Helos Quixel",NA,"measurement",NA
"25",25,"6000006416",131279,"Decomet VP/13240 - GESPERRT",2020-05-25,"00:00:00",NA,"dE* 45° ",60.59,"Byk MAC i 23mm",NA,"measurement",NA
"26",26,"6000006416",131279,"Decomet VP/13240 - GESPERRT",2020-05-25,"00:00:00","Ofenmethode","Festkörpergehalt",10.2,"",NA,"measurement",NA
"27",27,"6000006416",131279,"Decomet VP/13240 - GESPERRT",2020-05-25,"00:00:00","TGA-RD","Gehalt release coat ",8.37,"Mettler TGA",NA,"measurement",NA
"28",28,"6000006416",131279,"Decomet VP/13240 - GESPERRT",2020-05-25,"00:00:00","Rakelapplikation Papier Sonderlacksystem","Glanz 20° ",173,"Byk MAC i 23mm",NA,"measurement",NA
"29",29,"6000006416",131279,"Decomet VP/13240 - GESPERRT",2020-05-25,"00:00:00","Rakelapplikation Papier Sonderlacksystem","L* 110°",18.08,"Byk MAC i 23mm",NA,"measurement",NA
"30",30,"6000006416",131279,"Decomet VP/13240 - GESPERRT",2020-05-25,"00:00:00","Rakelapplikation Papier Sonderlacksystem","L* 15°",111.48,"Byk MAC i 23mm",NA,"measurement",NA
"31",31,"6000006416",131279,"Decomet VP/13240 - GESPERRT",2020-05-25,"00:00:00","Rakelapplikation Papier Sonderlacksystem","L* 45°",26.61,"Byk MAC i 23mm",NA,"measurement",NA
"32",32,"6000006416",131279,"Decomet VP/13240 - GESPERRT",2020-05-25,"00:00:00",NA,"Mittlere Teilchendicke",23.15,"Zeiss Auriga 40 FIB/SEM",NA,"measurement",NA
"33",33,"6000006416",131279,"Decomet VP/13240 - GESPERRT",2020-05-25,"00:00:00","Laser Nass","span",1.4,"Sympatec Helos Quixel",NA,"measurement",NA
"34",34,"6000006416",131279,"Decomet VP/13240 - GESPERRT",2020-05-25,"00:00:00",NA,"Speichermodul Fliessgrenze",89.03,"Anton Paar MCR 302",NA,"measurement",NA
"35",35,"6000006416",131279,"Decomet VP/13240 - GESPERRT",2020-05-25,"00:00:00",NA,"Speichermodul LVE",806.69,"Anton Paar MCR 302",NA,"measurement",NA
"36",36,"6000006416",131279,"Decomet VP/13240 - GESPERRT",2020-05-25,"00:00:00","REM-Messung","t50%",23.53,"Zeiss Auriga 40 FIB/SEM",NA,"measurement",NA
"37",37,"6000006416",131279,"Decomet VP/13240 - GESPERRT",2020-05-25,"00:00:00","REM-Messung","t-span",0.18,"Zeiss Auriga 40 FIB/SEM",NA,"measurement",NA
"38",38,"6000006416",131279,"Decomet VP/13240 - GESPERRT",2020-05-25,"00:00:00","REM-Messung","Verteilungsbreite",2.99,"Zeiss Auriga 40 FIB/SEM",NA,"measurement",NA
"39",39,"6000006614",131279,"Decomet VP/13240 - GESPERRT",2020-06-02,"00:00:00","TGA-RD","Al(0) als AlN ",73.9,"Mettler TGA",NA,"measurement",NA
"40",40,"6000006614",131279,"Decomet VP/13240 - GESPERRT",2020-06-02,"00:00:00",NA,"Alman-Index",29.34,"Byk MAC i 23mm",NA,"measurement",NA
"41",41,"6000006614",131279,"Decomet VP/13240 - GESPERRT",2020-06-02,"00:00:00","Laser Nass","d10",11.1,"Sympatec Helos Quixel",NA,"measurement",NA
"42",42,"6000006614",131279,"Decomet VP/13240 - GESPERRT",2020-06-02,"00:00:00","Laser Nass","d50",22.1,"Sympatec Helos Quixel",NA,"measurement",NA
"43",43,"6000006614",131279,"Decomet VP/13240 - GESPERRT",2020-06-02,"00:00:00","Laser Nass","d90",36,"Sympatec Helos Quixel",NA,"measurement",NA
"44",44,"6000006614",131279,"Decomet VP/13240 - GESPERRT",2020-06-02,"00:00:00",NA,"dE* 45° ",17.71,"Byk MAC i 23mm",NA,"measurement",NA
"45",45,"6000006614",131279,"Decomet VP/13240 - GESPERRT",2020-06-02,"00:00:00","Ofenmethode","Festkörpergehalt",9.8,"",NA,"measurement",NA
"46",46,"6000006614",131279,"Decomet VP/13240 - GESPERRT",2020-06-02,"00:00:00","TGA-RD","Gehalt release coat ",6.4,"Mettler TGA",NA,"measurement",NA
"47",47,"6000006614",131279,"Decomet VP/13240 - GESPERRT",2020-06-02,"00:00:00","Rakelapplikation Papier Sonderlacksystem","Glanz 20° ",267,"Byk MAC i 23mm",NA,"measurement",NA
"48",48,"6000006614",131279,"Decomet VP/13240 - GESPERRT",2020-06-02,"00:00:00","Rakelapplikation Papier Sonderlacksystem","L* 110°",9.58,"Byk MAC i 23mm",NA,"measurement",NA
"49",49,"6000006614",131279,"Decomet VP/13240 - GESPERRT",2020-06-02,"00:00:00","Rakelapplikation Papier Sonderlacksystem","L* 15°",104.21,"Byk MAC i 23mm",NA,"measurement",NA
"50",50,"6000006614",131279,"Decomet VP/13240 - GESPERRT",2020-06-02,"00:00:00","Rakelapplikation Papier Sonderlacksystem","L* 45°",22.07,"Byk MAC i 23mm",NA,"measurement",NA
"51",51,"6000006614",131279,"Decomet VP/13240 - GESPERRT",2020-06-02,"00:00:00",NA,"Mittlere Teilchendicke",23.7,"Zeiss Auriga 40 FIB/SEM",NA,"measurement",NA
"52",52,"6000006614",131279,"Decomet VP/13240 - GESPERRT",2020-06-02,"00:00:00","Laser Nass","span",1.12,"Sympatec Helos Quixel",NA,"measurement",NA
"53",53,"6000006614",131279,"Decomet VP/13240 - GESPERRT",2020-06-02,"00:00:00",NA,"Speichermodul Fliessgrenze",3850.2,"Anton Paar MCR 302",NA,"measurement",NA
"54",54,"6000006614",131279,"Decomet VP/13240 - GESPERRT",2020-06-02,"00:00:00","REM-Messung","t50%",23.7,"Zeiss Auriga 40 FIB/SEM",NA,"measurement",NA
"55",55,"6000006614",131279,"Decomet VP/13240 - GESPERRT",2020-06-02,"00:00:00","REM-Messung","t-span",0.17,"Zeiss Auriga 40 FIB/SEM",NA,"measurement",NA
"56",56,"6000006614",131279,"Decomet VP/13240 - GESPERRT",2020-06-02,"00:00:00","REM-Messung","Verteilungsbreite",2.3,"Zeiss Auriga 40 FIB/SEM",NA,"measurement",NA
"57",57,"6000006686",131279,"Decomet VP/13240 - GESPERRT",2020-08-03,"00:00:00","TGA-RD","Al(0) als AlN ",76.7,"Mettler TGA",NA,"measurement",NA
"58",58,"6000006686",131279,"Decomet VP/13240 - GESPERRT",2020-08-03,"00:00:00",NA,"Alman-Index",28.66,"Byk MAC i 23mm",NA,"measurement",NA
"59",59,"6000006686",131279,"Decomet VP/13240 - GESPERRT",2020-08-03,"00:00:00","Laser Nass","d10",11.4,"Sympatec Helos Quixel",NA,"measurement",NA
"60",60,"6000006686",131279,"Decomet VP/13240 - GESPERRT",2020-08-03,"00:00:00","Laser Nass","d50",22.6,"Sympatec Helos Quixel",NA,"measurement",NA
"61",61,"6000006686",131279,"Decomet VP/13240 - GESPERRT",2020-08-03,"00:00:00","Laser Nass","d90",36,"Sympatec Helos Quixel",NA,"measurement",NA
"62",62,"6000006686",131279,"Decomet VP/13240 - GESPERRT",2020-08-03,"00:00:00",NA,"dE* 45° ",17.16,"Byk MAC i 23mm",NA,"measurement",NA
"63",63,"6000006686",131279,"Decomet VP/13240 - GESPERRT",2020-08-03,"00:00:00","Ofenmethode","Festkörpergehalt",9.7,"",NA,"measurement",NA
"64",64,"6000006686",131279,"Decomet VP/13240 - GESPERRT",2020-08-03,"00:00:00","TGA-RD","Gehalt release coat ",4.2,"Mettler TGA",NA,"measurement",NA
"65",65,"6000006686",131279,"Decomet VP/13240 - GESPERRT",2020-08-03,"00:00:00","Rakelapplikation Papier Sonderlacksystem","Glanz 20° ",304,"Byk MAC i 23mm",NA,"measurement",NA
"66",66,"6000006686",131279,"Decomet VP/13240 - GESPERRT",2020-08-03,"00:00:00","Rakelapplikation Papier Sonderlacksystem","L* 110°",9.92,"Byk MAC i 23mm",NA,"measurement",NA
"67",67,"6000006686",131279,"Decomet VP/13240 - GESPERRT",2020-08-03,"00:00:00","Rakelapplikation Papier Sonderlacksystem","L* 15°",105.31,"Byk MAC i 23mm",NA,"measurement",NA
"68",68,"6000006686",131279,"Decomet VP/13240 - GESPERRT",2020-08-03,"00:00:00","Rakelapplikation Papier Sonderlacksystem","L* 45°",22.92,"Byk MAC i 23mm",NA,"measurement",NA
"69",69,"6000006686",131279,"Decomet VP/13240 - GESPERRT",2020-08-03,"00:00:00",NA,"Mittlere Teilchendicke",22.73,"Zeiss Auriga 40 FIB/SEM",NA,"measurement",NA
"70",70,"6000006686",131279,"Decomet VP/13240 - GESPERRT",2020-08-03,"00:00:00","Laser Nass","span",1.09,"Sympatec Helos Quixel",NA,"measurement",NA
"71",71,"6000006686",131279,"Decomet VP/13240 - GESPERRT",2020-08-03,"00:00:00",NA,"Speichermodul Fliessgrenze",3558.5,"Anton Paar MCR 302",NA,"measurement",NA
"72",72,"6000006686",131279,"Decomet VP/13240 - GESPERRT",2020-08-03,"00:00:00","REM-Messung","t50%",22.53,"Zeiss Auriga 40 FIB/SEM",NA,"measurement",NA
"73",73,"6000006686",131279,"Decomet VP/13240 - GESPERRT",2020-08-03,"00:00:00","REM-Messung","t-span",0.17,"Zeiss Auriga 40 FIB/SEM",NA,"measurement",NA
"74",74,"6000006686",131279,"Decomet VP/13240 - GESPERRT",2020-08-03,"00:00:00","REM-Messung","Verteilungsbreite",3.07,"Zeiss Auriga 40 FIB/SEM",NA,"measurement",NA
"75",75,"6000006852",131279,"Decomet VP/13240 - GESPERRT",2020-08-26,"00:00:00","TGA-RD","Al(0) als AlN ",76.7,"Mettler TGA",NA,"measurement",NA
"76",76,"6000006852",131279,"Decomet VP/13240 - GESPERRT",2020-08-26,"00:00:00",NA,"Alman-Index",27.3,"Byk MAC i 23mm",NA,"measurement",NA
"77",77,"6000006852",131279,"Decomet VP/13240 - GESPERRT",2020-08-26,"00:00:00","Laser Nass","d10",11.1,"Sympatec Helos Quixel",NA,"measurement",NA
"78",78,"6000006852",131279,"Decomet VP/13240 - GESPERRT",2020-08-26,"00:00:00","Laser Nass","d50",22.4,"Sympatec Helos Quixel",NA,"measurement",NA
"79",79,"6000006852",131279,"Decomet VP/13240 - GESPERRT",2020-08-26,"00:00:00","Laser Nass","d90",35.9,"Sympatec Helos Quixel",NA,"measurement",NA
"80",80,"6000006852",131279,"Decomet VP/13240 - GESPERRT",2020-08-26,"00:00:00",NA,"dE* 45° ",26.37,"Byk MAC i 23mm",NA,"measurement",NA
"81",81,"6000006852",131279,"Decomet VP/13240 - GESPERRT",2020-08-26,"00:00:00","Ofenmethode","Festkörpergehalt",8.3,"",NA,"measurement",NA
"82",82,"6000006852",131279,"Decomet VP/13240 - GESPERRT",2020-08-26,"00:00:00","TGA-RD","Gehalt release coat ",5,"Mettler TGA",NA,"measurement",NA
"83",83,"6000006852",131279,"Decomet VP/13240 - GESPERRT",2020-08-26,"00:00:00","Rakelapplikation Papier Sonderlacksystem","Glanz 20° ",320,"Byk MAC i 23mm",NA,"measurement",NA
"84",84,"6000006852",131279,"Decomet VP/13240 - GESPERRT",2020-08-26,"00:00:00","Rakelapplikation Papier Sonderlacksystem","L* 110°",11.36,"Byk MAC i 23mm",NA,"measurement",NA
"85",85,"6000006852",131279,"Decomet VP/13240 - GESPERRT",2020-08-26,"00:00:00","Rakelapplikation Papier Sonderlacksystem","L* 15°",105.03,"Byk MAC i 23mm",NA,"measurement",NA
"86",86,"6000006852",131279,"Decomet VP/13240 - GESPERRT",2020-08-26,"00:00:00","Rakelapplikation Papier Sonderlacksystem","L* 45°",23.68,"Byk MAC i 23mm",NA,"measurement",NA
"87",87,"6000006852",131279,"Decomet VP/13240 - GESPERRT",2020-08-26,"00:00:00",NA,"Mittlere Teilchendicke",23.1,"Zeiss Auriga 40 FIB/SEM",NA,"measurement",NA
"88",88,"6000006852",131279,"Decomet VP/13240 - GESPERRT",2020-08-26,"00:00:00","Laser Nass","span",1.11,"Sympatec Helos Quixel",NA,"measurement",NA
"89",89,"6000006852",131279,"Decomet VP/13240 - GESPERRT",2020-08-26,"00:00:00","REM-Messung","t50%",23.1,"Zeiss Auriga 40 FIB/SEM",NA,"measurement",NA
"90",90,"6000006852",131279,"Decomet VP/13240 - GESPERRT",2020-08-26,"00:00:00","REM-Messung","t-span",0.14,"Zeiss Auriga 40 FIB/SEM",NA,"measurement",NA
"91",91,"6000006852",131279,"Decomet VP/13240 - GESPERRT",2020-08-26,"00:00:00","REM-Messung","Verteilungsbreite",1.6,"Zeiss Auriga 40 FIB/SEM",NA,"measurement",NA
"92",92,"6000006929",131279,"Decomet VP/13240 - GESPERRT",2020-07-31,"00:00:00","Rakelapplikation Papier Sonderlacksystem","a* 15°",0.41,"Byk MAC i 23mm",NA,"measurement",NA
"93",93,"6000006929",131279,"Decomet VP/13240 - GESPERRT",2020-07-31,"00:00:00","Rakelapplikation Papier Sonderlacksystem","a* -15°",0.72,"Byk MAC i 23mm",NA,"measurement",NA
"94",94,"6000006929",131279,"Decomet VP/13240 - GESPERRT",2020-07-31,"00:00:00","Rakelapplikation Papier Sonderlacksystem","a* 45°",0.57,"Byk MAC i 23mm",NA,"measurement",NA
"95",95,"6000006929",131279,"Decomet VP/13240 - GESPERRT",2020-07-31,"00:00:00","TGA-RD","Al(0) als AlN ",74.34,"Mettler TGA",NA,"measurement",NA
"96",96,"6000006929",131279,"Decomet VP/13240 - GESPERRT",2020-07-31,"00:00:00",NA,"Alman-Index",28.63,"Byk MAC i 23mm",NA,"measurement",NA
"97",97,"6000006929",131279,"Decomet VP/13240 - GESPERRT",2020-07-31,"00:00:00","REM-Messung","Anteil % > 35 nm",0.4,"Zeiss Auriga 40 FIB/SEM",NA,"measurement",NA
"98",98,"6000006929",131279,"Decomet VP/13240 - GESPERRT",2020-07-31,"00:00:00","Rakelapplikation Papier Sonderlacksystem","b* 15°",1.92,"Byk MAC i 23mm",NA,"measurement",NA
"99",99,"6000006929",131279,"Decomet VP/13240 - GESPERRT",2020-07-31,"00:00:00","Rakelapplikation Papier Sonderlacksystem","b* -15°",1.94,"Byk MAC i 23mm",NA,"measurement",NA
"100",100,"6000006929",131279,"Decomet VP/13240 - GESPERRT",2020-07-31,"00:00:00","Rakelapplikation Papier Sonderlacksystem","b* 45°",1.89,"Byk MAC i 23mm",NA,"measurement",NA
"101",101,"6000006929",131279,"Decomet VP/13240 - GESPERRT",2020-07-31,"00:00:00","Laser Nass","d10",10.8,"Sympatec Helos Quixel",NA,"measurement",NA
"102",102,"6000006929",131279,"Decomet VP/13240 - GESPERRT",2020-07-31,"00:00:00","Laser Nass","d50",22.4,"Sympatec Helos Quixel",NA,"measurement",NA
"103",103,"6000006929",131279,"Decomet VP/13240 - GESPERRT",2020-07-31,"00:00:00","Laser Nass","d90",36.8,"Sympatec Helos Quixel",NA,"measurement",NA
"104",104,"6000006929",131279,"Decomet VP/13240 - GESPERRT",2020-07-31,"00:00:00","Rakelapplikation Papier Sonderlacksystem","dE* 110° ",6.8,"Byk MAC i 23mm",NA,"measurement",NA
"105",105,"6000006929",131279,"Decomet VP/13240 - GESPERRT",2020-07-31,"00:00:00",NA,"dE* 45° ",2.66,"Byk MAC i 23mm",NA,"measurement",NA
"106",106,"6000006929",131279,"Decomet VP/13240 - GESPERRT",2020-07-31,"00:00:00","Ofenmethode","Festkörpergehalt",10.7,"",NA,"measurement",NA
"107",107,"6000006929",131279,"Decomet VP/13240 - GESPERRT",2020-07-31,"00:00:00","TGA-RD","Gehalt release coat ",3.45,"Mettler TGA",NA,"measurement",NA
"108",108,"6000006929",131279,"Decomet VP/13240 - GESPERRT",2020-07-31,"00:00:00","Rakelapplikation Papier Sonderlacksystem","Glanz 20° ",314,"Byk MAC i 23mm",NA,"measurement",NA
"109",109,"6000006929",131279,"Decomet VP/13240 - GESPERRT",2020-07-31,"00:00:00","Rakelapplikation Papier Sonderlacksystem","L* 110°",10.66,"Byk MAC i 23mm",NA,"measurement",NA
"110",110,"6000006929",131279,"Decomet VP/13240 - GESPERRT",2020-07-31,"00:00:00","Rakelapplikation Papier Sonderlacksystem","L* 15°",105.89,"Byk MAC i 23mm",NA,"measurement",NA
"111",111,"6000006929",131279,"Decomet VP/13240 - GESPERRT",2020-07-31,"00:00:00","Rakelapplikation Papier Sonderlacksystem","L* -15°",131.62,"Byk MAC i 23mm",NA,"measurement",NA
"112",112,"6000006929",131279,"Decomet VP/13240 - GESPERRT",2020-07-31,"00:00:00","Rakelapplikation Papier Sonderlacksystem","L* 45°",22.89,"Byk MAC i 23mm",NA,"measurement",NA
"113",113,"6000006929",131279,"Decomet VP/13240 - GESPERRT",2020-07-31,"00:00:00",NA,"Mittlere Teilchendicke",25.4,"Zeiss Auriga 40 FIB/SEM",NA,"measurement",NA
"114",114,"6000006929",131279,"Decomet VP/13240 - GESPERRT",2020-07-31,"00:00:00","Laser Nass","span",1.16,"Sympatec Helos Quixel",NA,"measurement",NA
"115",115,"6000006929",131279,"Decomet VP/13240 - GESPERRT",2020-07-31,"00:00:00",NA,"Speichermodul Fliessgrenze",4260.9,"Anton Paar MCR 302",NA,"measurement",NA
"116",116,"6000006929",131279,"Decomet VP/13240 - GESPERRT",2020-07-31,"00:00:00",NA,"Speichermodul LVE",1523.4,"Anton Paar MCR 302",NA,"measurement",NA
"117",117,"6000006929",131279,"Decomet VP/13240 - GESPERRT",2020-07-31,"00:00:00","REM-Messung","t50%",25.8,"Zeiss Auriga 40 FIB/SEM",NA,"measurement",NA
"118",118,"6000006929",131279,"Decomet VP/13240 - GESPERRT",2020-07-31,"00:00:00","REM-Messung","t-span",0.14,"Zeiss Auriga 40 FIB/SEM",NA,"measurement",NA
"119",119,"6000006929",131279,"Decomet VP/13240 - GESPERRT",2020-07-31,"00:00:00","REM-Messung","Verteilungsbreite",3.4,"Zeiss Auriga 40 FIB/SEM",NA,"measurement",NA
"120",120,"6000006978",131279,"Decomet VP/13240 - GESPERRT",2020-09-02,"00:00:00","Rakelapplikation Papier Sonderlacksystem","a* 15°",0.57,"Byk MAC i 23mm",NA,"measurement",NA
"121",121,"6000006978",131279,"Decomet VP/13240 - GESPERRT",2020-09-02,"00:00:00","Rakelapplikation Papier Sonderlacksystem","a* -15°",1.04,"Byk MAC i 23mm",NA,"measurement",NA
"122",122,"6000006978",131279,"Decomet VP/13240 - GESPERRT",2020-09-02,"00:00:00","Rakelapplikation Papier Sonderlacksystem","a* 45°",0.63,"Byk MAC i 23mm",NA,"measurement",NA
"123",123,"6000006978",131279,"Decomet VP/13240 - GESPERRT",2020-09-02,"00:00:00","TGA-RD","Al(0) als AlN ",74.52,"Mettler TGA",NA,"measurement",NA
"124",124,"6000006978",131279,"Decomet VP/13240 - GESPERRT",2020-09-02,"00:00:00",NA,"Alman-Index",28.85,"Byk MAC i 23mm",NA,"measurement",NA
"125",125,"6000006978",131279,"Decomet VP/13240 - GESPERRT",2020-09-02,"00:00:00","REM-Messung","Anteil % > 35 nm",1.5,"Zeiss Auriga 40 FIB/SEM",NA,"measurement",NA
"126",126,"6000006978",131279,"Decomet VP/13240 - GESPERRT",2020-09-02,"00:00:00","Rakelapplikation Papier Sonderlacksystem","b* 15°",2.08,"Byk MAC i 23mm",NA,"measurement",NA
"127",127,"6000006978",131279,"Decomet VP/13240 - GESPERRT",2020-09-02,"00:00:00","Rakelapplikation Papier Sonderlacksystem","b* -15°",2.44,"Byk MAC i 23mm",NA,"measurement",NA
"128",128,"6000006978",131279,"Decomet VP/13240 - GESPERRT",2020-09-02,"00:00:00","Rakelapplikation Papier Sonderlacksystem","b* 45°",2.05,"Byk MAC i 23mm",NA,"measurement",NA
"129",129,"6000006978",131279,"Decomet VP/13240 - GESPERRT",2020-09-02,"00:00:00","Laser Nass","d10",10.6,"Sympatec Helos Quixel",NA,"measurement",NA
"130",130,"6000006978",131279,"Decomet VP/13240 - GESPERRT",2020-09-02,"00:00:00","Laser Nass","d50",21.1,"Sympatec Helos Quixel",NA,"measurement",NA
"131",131,"6000006978",131279,"Decomet VP/13240 - GESPERRT",2020-09-02,"00:00:00","Laser Nass","d90",35.9,"Sympatec Helos Quixel",NA,"measurement",NA
"132",132,"6000006978",131279,"Decomet VP/13240 - GESPERRT",2020-09-02,"00:00:00","Rakelapplikation Papier Sonderlacksystem","dE* 110° ",8.45,"Byk MAC i 23mm",NA,"measurement",NA
"133",133,"6000006978",131279,"Decomet VP/13240 - GESPERRT",2020-09-02,"00:00:00",NA,"dE* 45° ",3.52,"Byk MAC i 23mm",NA,"measurement",NA
"134",134,"6000006978",131279,"Decomet VP/13240 - GESPERRT",2020-09-02,"00:00:00","Ofenmethode","Festkörpergehalt",10.8,"",NA,"measurement",NA
"135",135,"6000006978",131279,"Decomet VP/13240 - GESPERRT",2020-09-02,"00:00:00","TGA-RD","Gehalt release coat ",3.83,"Mettler TGA",NA,"measurement",NA
"136",136,"6000006978",131279,"Decomet VP/13240 - GESPERRT",2020-09-02,"00:00:00","Rakelapplikation Papier Sonderlacksystem","Glanz 20° ",302,"Byk MAC i 23mm",NA,"measurement",NA
"137",137,"6000006978",131279,"Decomet VP/13240 - GESPERRT",2020-09-02,"00:00:00","Rakelapplikation Papier Sonderlacksystem","L* 110°",10.48,"Byk MAC i 23mm",NA,"measurement",NA
"138",138,"6000006978",131279,"Decomet VP/13240 - GESPERRT",2020-09-02,"00:00:00","Rakelapplikation Papier Sonderlacksystem","L* 15°",106.47,"Byk MAC i 23mm",NA,"measurement",NA
"139",139,"6000006978",131279,"Decomet VP/13240 - GESPERRT",2020-09-02,"00:00:00","Rakelapplikation Papier Sonderlacksystem","L* -15°",133.09,"Byk MAC i 23mm",NA,"measurement",NA
"140",140,"6000006978",131279,"Decomet VP/13240 - GESPERRT",2020-09-02,"00:00:00","Rakelapplikation Papier Sonderlacksystem","L* 45°",22.93,"Byk MAC i 23mm",NA,"measurement",NA
"141",141,"6000006978",131279,"Decomet VP/13240 - GESPERRT",2020-09-02,"00:00:00",NA,"Mittlere Teilchendicke",24.3,"Zeiss Auriga 40 FIB/SEM",NA,"measurement",NA
"142",142,"6000006978",131279,"Decomet VP/13240 - GESPERRT",2020-09-02,"00:00:00","Laser Nass","span",1.16,"Sympatec Helos Quixel",NA,"measurement",NA
"143",143,"6000006978",131279,"Decomet VP/13240 - GESPERRT",2020-09-02,"00:00:00",NA,"Speichermodul Fliessgrenze",1310.7,"Anton Paar MCR 302",NA,"measurement",NA
"144",144,"6000006978",131279,"Decomet VP/13240 - GESPERRT",2020-09-02,"00:00:00",NA,"Speichermodul LVE",1989.2,"Anton Paar MCR 302",NA,"measurement",NA
"145",145,"6000006978",131279,"Decomet VP/13240 - GESPERRT",2020-09-02,"00:00:00","REM-Messung","t50%",24.3,"Zeiss Auriga 40 FIB/SEM",NA,"measurement",NA
"146",146,"6000006978",131279,"Decomet VP/13240 - GESPERRT",2020-09-02,"00:00:00","REM-Messung","t-span",0.15,"Zeiss Auriga 40 FIB/SEM",NA,"measurement",NA
"147",147,"6000006978",131279,"Decomet VP/13240 - GESPERRT",2020-09-02,"00:00:00","REM-Messung","Verteilungsbreite",3.8,"Zeiss Auriga 40 FIB/SEM",NA,"measurement",NA
"148",148,"6000006994",131279,"Decomet VP/13240 - GESPERRT",2020-09-02,"00:00:00","Rakelapplikation Papier Sonderlacksystem","a* 15°",0.38,"Byk MAC i 23mm",NA,"measurement",NA
