"","id","batch","materialnumber","material","measurementdate","measurementtime","measuregroup","measure","measure_value","device","comment","origin","loggedOn"
"4475",4475,"6000014689",135709,"Decomet VP/13240 HALB",2023-03-16,"14:40:42",NA,"Alman-Index",28.01,"Messtisch Roth",NA,"measurement",NA
"4476",4476,"6000014689",135709,"Decomet VP/13240 HALB",2023-03-16,"14:40:42","Rakelapplikation Papier Sonderlacksystem","b* 110°",0.41,"Messtisch Roth",NA,"measurement",NA
"4477",4477,"6000014689",135709,"Decomet VP/13240 HALB",2023-03-16,"14:40:42","Rakelapplikation Papier Sonderlacksystem","b* 15°",1,"Messtisch Roth",NA,"measurement",NA
"4478",4478,"6000014689",135709,"Decomet VP/13240 HALB",2023-03-16,"14:40:42","Rakelapplikation Papier Sonderlacksystem","b* -15°",0.55,"Messtisch Roth",NA,"measurement",NA
"4479",4479,"6000014689",135709,"Decomet VP/13240 HALB",2023-03-16,"14:40:42","Rakelapplikation Papier Sonderlacksystem","b* 45°",1.67,"Messtisch Roth",NA,"measurement",NA
"4480",4480,"6000014689",135709,"Decomet VP/13240 HALB",2023-03-16,"14:40:42","Rakelapplikation Papier Sonderlacksystem","Glanz 20°",245.81,"Messtisch Roth",NA,"measurement",NA
"4481",4481,"6000014689",135709,"Decomet VP/13240 HALB",2023-03-16,"14:40:42","Rakelapplikation Papier Sonderlacksystem","Glanz 60°",323.64,"Messtisch Roth",NA,"measurement",NA
"4482",4482,"6000014689",135709,"Decomet VP/13240 HALB",2023-03-16,"14:40:42","Rakelapplikation Papier Sonderlacksystem","Glanz 85°",98.49,"Messtisch Roth",NA,"measurement",NA
"4483",4483,"6000014689",135709,"Decomet VP/13240 HALB",2023-03-16,"14:40:42","Rakelapplikation Papier Sonderlacksystem","L* 110°",11.86,"Messtisch Roth",NA,"measurement",NA
"4484",4484,"6000014689",135709,"Decomet VP/13240 HALB",2023-03-16,"14:40:42","Rakelapplikation Papier Sonderlacksystem","L* 15°",109.61,"Messtisch Roth",NA,"measurement",NA
"4485",4485,"6000014689",135709,"Decomet VP/13240 HALB",2023-03-16,"14:40:42","Rakelapplikation Papier Sonderlacksystem","L* -15°",138.79,"Messtisch Roth",NA,"measurement",NA
"4486",4486,"6000014689",135709,"Decomet VP/13240 HALB",2023-03-16,"14:40:42",NA,"L* 25°",58.41,"Messtisch Roth",NA,"measurement",NA
"4487",4487,"6000014689",135709,"Decomet VP/13240 HALB",2023-03-16,"14:40:42","Rakelapplikation Papier Sonderlacksystem","L* 45°",24.29,"Messtisch Roth",NA,"measurement",NA
"4488",4488,"6000014689",135709,"Decomet VP/13240 HALB",2023-03-16,"14:40:42",NA,"L* 75°",14.19,"Messtisch Roth",NA,"measurement",NA
"4489",4489,"6000009289",157687,"Decomet VP/14087 HALB GEM",2022-09-23,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.4,NA,NA,"sap_qm",NA
"4490",4490,"6000009623",131279,"Decomet VP/13240 - GESPERRT",2021-06-01,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.5,NA,NA,"sap_qm",NA
"4491",4491,"6000009736",147466,"Decomet VP/14087 - GESPERRT",2021-06-15,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.4,NA,NA,"sap_qm",NA
"4492",4492,"6000009737",131279,"Decomet VP/13240 - GESPERRT",2021-06-15,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.6,NA,NA,"sap_qm",NA
"4493",4493,"6000009754",147466,"Decomet VP/14087 - GESPERRT",2021-06-16,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.4,NA,NA,"sap_qm",NA
"4494",4494,"6000009838",131279,"Decomet VP/13240 - GESPERRT",2021-06-25,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.6,NA,NA,"sap_qm",NA
"4495",4495,"6000009845",147466,"Decomet VP/14087 - GESPERRT",2021-06-28,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.5,NA,NA,"sap_qm",NA
"4496",4496,"6000009890",147466,"Decomet VP/14087 - GESPERRT",2021-07-05,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.5,NA,NA,"sap_qm",NA
"4497",4497,"6000009907",147466,"Decomet VP/14087 - GESPERRT",2021-07-06,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4498",4498,"6000009969",147466,"Decomet VP/14087 - GESPERRT",2021-07-13,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.6,NA,NA,"sap_qm",NA
"4499",4499,"6000010019",131279,"Decomet VP/13240 - GESPERRT",2021-07-15,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.4,NA,NA,"sap_qm",NA
"4500",4500,"6000010141",147466,"Decomet VP/14087 - GESPERRT",2021-08-03,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.5,NA,NA,"sap_qm",NA
"4501",4501,"6000010178",147466,"Decomet VP/14087 - GESPERRT",2021-08-05,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.5,NA,NA,"sap_qm",NA
"4502",4502,"6000010186",147466,"Decomet VP/14087 - GESPERRT",2021-08-06,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.5,NA,NA,"sap_qm",NA
"4503",4503,"6000010249",135709,"Decomet VP/13240 HALB",2021-08-16,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.4,NA,NA,"sap_qm",NA
"4504",4504,"6000010255",135709,"Decomet VP/13240 HALB",2021-08-17,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.4,NA,NA,"sap_qm",NA
"4505",4505,"6000010258",135709,"Decomet VP/13240 HALB",2021-08-17,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.5,NA,NA,"sap_qm",NA
"4506",4506,"6000010277",135709,"Decomet VP/13240 HALB",2021-08-19,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4507",4507,"6000010280",135709,"Decomet VP/13240 HALB",2021-08-19,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.5,NA,NA,"sap_qm",NA
"4508",4508,"6000010281",135709,"Decomet VP/13240 HALB",2021-08-19,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.5,NA,NA,"sap_qm",NA
"4509",4509,"6000010309",135709,"Decomet VP/13240 HALB",2021-08-24,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4510",4510,"6000010332",135709,"Decomet VP/13240 HALB",2021-08-26,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.4,NA,NA,"sap_qm",NA
"4511",4511,"6000010349",135709,"Decomet VP/13240 HALB",2021-08-30,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.4,NA,NA,"sap_qm",NA
"4512",4512,"6000010374",135709,"Decomet VP/13240 HALB",2021-09-02,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.4,NA,NA,"sap_qm",NA
"4513",4513,"6000010392",135709,"Decomet VP/13240 HALB",2021-09-02,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4514",4514,"6000010459",135709,"Decomet VP/13240 HALB",2021-09-12,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.9,NA,NA,"sap_qm",NA
"4515",4515,"6000010460",135709,"Decomet VP/13240 HALB",2021-09-12,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.4,NA,NA,"sap_qm",NA
"4516",4516,"6000010466",135709,"Decomet VP/13240 HALB",2021-09-14,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4517",4517,"6000010467",156898,"Decomet VP/14087 HALB",2021-09-14,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.4,NA,NA,"sap_qm",NA
"4518",4518,"6000010505",135709,"Decomet VP/13240 HALB",2021-09-17,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4519",4519,"6000010507",135709,"Decomet VP/13240 HALB",2021-09-17,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4520",4520,"6000010517",135709,"Decomet VP/13240 HALB",2021-09-20,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.4,NA,NA,"sap_qm",NA
"4521",4521,"6000010521",135709,"Decomet VP/13240 HALB",2021-09-21,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.4,NA,NA,"sap_qm",NA
"4522",4522,"6000010553",135709,"Decomet VP/13240 HALB",2021-09-24,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4523",4523,"6000010577",135709,"Decomet VP/13240 HALB",2021-09-29,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4524",4524,"6000010602",135709,"Decomet VP/13240 HALB",2021-09-30,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.37,NA,NA,"sap_qm",NA
"4525",4525,"6000010653",135709,"Decomet VP/13240 HALB",2021-10-08,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4526",4526,"6000010655",135709,"Decomet VP/13240 HALB",2021-10-08,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.4,NA,NA,"sap_qm",NA
"4527",4527,"6000010656",135709,"Decomet VP/13240 HALB",2021-10-08,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.31,NA,NA,"sap_qm",NA
"4528",4528,"6000010658",135709,"Decomet VP/13240 HALB",2021-10-08,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.36,NA,NA,"sap_qm",NA
"4529",4529,"6000010680",135709,"Decomet VP/13240 HALB",2021-10-12,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4530",4530,"6000010712",135709,"Decomet VP/13240 HALB",2021-10-15,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4531",4531,"6000010725",135709,"Decomet VP/13240 HALB",2021-10-18,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4532",4532,"6000010782",135709,"Decomet VP/13240 HALB",2021-10-24,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4533",4533,"6000010783",135709,"Decomet VP/13240 HALB",2021-10-24,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4534",4534,"6000010799",135709,"Decomet VP/13240 HALB",2021-10-27,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4535",4535,"6000010846",135709,"Decomet VP/13240 HALB",2021-11-03,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4536",4536,"6000010915",135709,"Decomet VP/13240 HALB",2021-11-09,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4537",4537,"6000010916",156898,"Decomet VP/14087 HALB",2021-11-09,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.5,NA,NA,"sap_qm",NA
"4538",4538,"6000010958",135709,"Decomet VP/13240 HALB",2021-11-12,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4539",4539,"6000011062",156898,"Decomet VP/14087 HALB",2021-11-24,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.4,NA,NA,"sap_qm",NA
"4540",4540,"6000011138",135709,"Decomet VP/13240 HALB",2021-12-03,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.2,NA,NA,"sap_qm",NA
"4541",4541,"6000011139",135709,"Decomet VP/13240 HALB",2021-12-03,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.2,NA,NA,"sap_qm",NA
"4542",4542,"6000011158",135709,"Decomet VP/13240 HALB",2021-12-06,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.2,NA,NA,"sap_qm",NA
"4543",4543,"6000011166",135709,"Decomet VP/13240 HALB",2021-12-06,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.27,NA,NA,"sap_qm",NA
"4544",4544,"6000011231",135709,"Decomet VP/13240 HALB",2022-01-03,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.2,NA,NA,"sap_qm",NA
"4545",4545,"6000011233",135709,"Decomet VP/13240 HALB",2022-01-03,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.2,NA,NA,"sap_qm",NA
"4546",4546,"6000011343",135709,"Decomet VP/13240 HALB",2022-01-17,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.4,NA,NA,"sap_qm",NA
"4547",4547,"6000011421",135709,"Decomet VP/13240 HALB",2022-01-24,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4548",4548,"6000011476",135709,"Decomet VP/13240 HALB",2022-01-26,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4549",4549,"6000011477",135709,"Decomet VP/13240 HALB",2022-01-26,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4550",4550,"6000011527",156898,"Decomet VP/14087 HALB",2022-01-31,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",-0.1,NA,NA,"sap_qm",NA
"4551",4551,"6000011587",135709,"Decomet VP/13240 HALB",2022-02-03,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4552",4552,"6000011665",135709,"Decomet VP/13240 HALB",2022-02-11,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4553",4553,"6000011667",135709,"Decomet VP/13240 HALB",2022-02-11,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4554",4554,"6000011703",156898,"Decomet VP/14087 HALB",2022-02-16,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.36,NA,NA,"sap_qm",NA
"4555",4555,"6000011705",135709,"Decomet VP/13240 HALB",2022-02-16,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.4,NA,NA,"sap_qm",NA
"4556",4556,"6000011738",156898,"Decomet VP/14087 HALB",2022-02-18,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",-0.1,NA,NA,"sap_qm",NA
"4557",4557,"6000011750",135709,"Decomet VP/13240 HALB",2022-02-21,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4558",4558,"6000011812",135709,"Decomet VP/13240 HALB",2022-02-25,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.4,NA,NA,"sap_qm",NA
"4559",4559,"6000011821",156898,"Decomet VP/14087 HALB",2022-02-28,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.4,NA,NA,"sap_qm",NA
"4560",4560,"6000011835",135709,"Decomet VP/13240 HALB",2022-03-01,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4561",4561,"6000011870",135709,"Decomet VP/13240 HALB",2022-03-04,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4562",4562,"6000011931",156898,"Decomet VP/14087 HALB",2022-03-08,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.4,NA,NA,"sap_qm",NA
"4563",4563,"6000011936",156898,"Decomet VP/14087 HALB",2022-03-09,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.4,NA,NA,"sap_qm",NA
"4564",4564,"6000011989",135709,"Decomet VP/13240 HALB",2022-03-13,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4565",4565,"6000011991",135709,"Decomet VP/13240 HALB",2022-03-14,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4566",4566,"6000012091",156898,"Decomet VP/14087 HALB",2022-03-22,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.5,NA,NA,"sap_qm",NA
"4567",4567,"6000012126",135709,"Decomet VP/13240 HALB",2022-03-23,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4568",4568,"6000012183",135709,"Decomet VP/13240 HALB",2022-03-30,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.4,NA,NA,"sap_qm",NA
"4569",4569,"6000012184",135709,"Decomet VP/13240 HALB",2022-03-30,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4570",4570,"6000012185",157687,"Decomet VP/14087 HALB GEM",2022-03-30,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4571",4571,"6000012191",135709,"Decomet VP/13240 HALB",2022-03-30,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.2,NA,NA,"sap_qm",NA
"4572",4572,"6000012192",135709,"Decomet VP/13240 HALB",2022-03-30,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4573",4573,"6000012236",135709,"Decomet VP/13240 HALB",2022-04-04,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4574",4574,"6000012237",156898,"Decomet VP/14087 HALB",2022-04-04,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.4,NA,NA,"sap_qm",NA
"4575",4575,"6000012300",135709,"Decomet VP/13240 HALB",2022-04-08,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4576",4576,"6000012310",156898,"Decomet VP/14087 HALB",2022-04-11,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.4,NA,NA,"sap_qm",NA
"4577",4577,"6000012348",157687,"Decomet VP/14087 HALB GEM",2022-04-19,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4578",4578,"6000012359",135709,"Decomet VP/13240 HALB",2022-04-20,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.2,NA,NA,"sap_qm",NA
"4579",4579,"6000012388",135709,"Decomet VP/13240 HALB",2022-04-22,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.5,NA,NA,"sap_qm",NA
"4580",4580,"6000012404",156898,"Decomet VP/14087 HALB",2022-04-25,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.4,NA,NA,"sap_qm",NA
"4581",4581,"6000012414",135709,"Decomet VP/13240 HALB",2022-04-27,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.4,NA,NA,"sap_qm",NA
"4582",4582,"6000012419",135709,"Decomet VP/13240 HALB",2022-04-27,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.4,NA,NA,"sap_qm",NA
"4583",4583,"6000012491",157687,"Decomet VP/14087 HALB GEM",2022-05-03,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.4,NA,NA,"sap_qm",NA
"4584",4584,"6000012493",157687,"Decomet VP/14087 HALB GEM",2022-05-03,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.4,NA,NA,"sap_qm",NA
"4585",4585,"6000012494",157687,"Decomet VP/14087 HALB GEM",2022-05-03,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.4,NA,NA,"sap_qm",NA
"4586",4586,"6000012537",156898,"Decomet VP/14087 HALB",2022-05-09,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.5,NA,NA,"sap_qm",NA
"4587",4587,"6000012538",135709,"Decomet VP/13240 HALB",2022-05-09,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4588",4588,"6000012539",135709,"Decomet VP/13240 HALB",2022-05-09,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4589",4589,"6000012547",135709,"Decomet VP/13240 HALB",2022-05-09,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4590",4590,"6000012587",135709,"Decomet VP/13240 HALB",2022-05-13,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4591",4591,"6000012598",156898,"Decomet VP/14087 HALB",2022-05-16,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.5,NA,NA,"sap_qm",NA
"4592",4592,"6000012640",135709,"Decomet VP/13240 HALB",2022-05-19,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4593",4593,"6000012651",135709,"Decomet VP/13240 HALB",2022-05-20,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",-0.1,NA,NA,"sap_qm",NA
"4594",4594,"6000012718",156898,"Decomet VP/14087 HALB",2022-05-31,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.4,NA,NA,"sap_qm",NA
"4595",4595,"6000012747",135709,"Decomet VP/13240 HALB",2022-06-02,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4596",4596,"6000012749",157687,"Decomet VP/14087 HALB GEM",2022-06-02,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.4,NA,NA,"sap_qm",NA
"4597",4597,"6000012791",135709,"Decomet VP/13240 HALB",2022-06-08,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.2,NA,NA,"sap_qm",NA
"4598",4598,"6000012792",135709,"Decomet VP/13240 HALB",2022-06-08,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4599",4599,"6000012861",156898,"Decomet VP/14087 HALB",2022-06-21,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.4,NA,NA,"sap_qm",NA
"4600",4600,"6000012862",135709,"Decomet VP/13240 HALB",2022-06-21,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4601",4601,"6000012969",135709,"Decomet VP/13240 HALB",2022-07-05,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.4,NA,NA,"sap_qm",NA
"4602",4602,"6000012970",135709,"Decomet VP/13240 HALB",2022-07-05,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.4,NA,NA,"sap_qm",NA
"4603",4603,"6000013082",135709,"Decomet VP/13240 HALB",2022-07-20,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4604",4604,"6000013109",135709,"Decomet VP/13240 HALB",2022-07-22,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4605",4605,"6000013184",135709,"Decomet VP/13240 HALB",2022-08-01,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4606",4606,"6000013214",135709,"Decomet VP/13240 HALB",2022-08-03,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.4,NA,NA,"sap_qm",NA
"4607",4607,"6000013228",135709,"Decomet VP/13240 HALB",2022-08-05,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.4,NA,NA,"sap_qm",NA
"4608",4608,"6000013229",135709,"Decomet VP/13240 HALB",2022-08-05,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.5,NA,NA,"sap_qm",NA
"4609",4609,"6000013260",135709,"Decomet VP/13240 HALB",2022-08-10,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.4,NA,NA,"sap_qm",NA
"4610",4610,"6000013290",135709,"Decomet VP/13240 HALB",2022-08-12,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.4,NA,NA,"sap_qm",NA
"4611",4611,"6000013291",135709,"Decomet VP/13240 HALB",2022-08-12,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.5,NA,NA,"sap_qm",NA
"4612",4612,"6000013309",135709,"Decomet VP/13240 HALB",2022-08-15,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.5,NA,NA,"sap_qm",NA
"4613",4613,"6000013341",135709,"Decomet VP/13240 HALB",2022-08-23,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4614",4614,"6000013375",135709,"Decomet VP/13240 HALB",2022-08-29,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.4,NA,NA,"sap_qm",NA
"4615",4615,"6000013376",135709,"Decomet VP/13240 HALB",2022-08-29,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.4,NA,NA,"sap_qm",NA
"4616",4616,"6000013417",135709,"Decomet VP/13240 HALB",2022-09-04,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.4,NA,NA,"sap_qm",NA
"4617",4617,"6000013476",135709,"Decomet VP/13240 HALB",2022-09-15,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4618",4618,"6000013495",135709,"Decomet VP/13240 HALB",2022-09-19,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.4,NA,NA,"sap_qm",NA
"4619",4619,"6000013607",135709,"Decomet VP/13240 HALB",2022-10-06,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.4,NA,NA,"sap_qm",NA
"4620",4620,"6000013623",135709,"Decomet VP/13240 HALB",2022-10-07,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.3,NA,NA,"sap_qm",NA
"4621",4621,"6000013727",135709,"Decomet VP/13240 HALB",2022-10-23,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.4,NA,NA,"sap_qm",NA
"4622",4622,"6000013824",156898,"Decomet VP/14087 HALB",2022-11-07,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.4,NA,NA,"sap_qm",NA
"4623",4623,"6000013893",156898,"Decomet VP/14087 HALB",2022-11-16,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","a* 110°",0.2,NA,NA,"sap_qm",NA
