"","id","batch","vmp_batch","predecessor","material_SAP","measure","measuredvalue","process","application","logged"
"1",1,"SLY 1709 ",NA,"6000011139",NA,"Malvern d10 Ausgangsprodukt",10.8,"Standard",NA,2022-02-15 15:09:00
"2",2,"SLY 1709 ",NA,"6000011139",NA,"Malvern d50 Ausgangsprodukt",22,"Standard",NA,2022-02-15 15:09:00
"3",3,"SLY 1709",NA,"6000011139",NA,"Malvern d90 Ausgangsprodukt",38.4,"Standard",NA,2022-02-15 15:09:00
"4",4,"SLY 1709",NA,"6000011139",NA,"Malvern span Ausgangsprodukt",1.25,"Standard",NA,2022-02-15 15:09:00
"5",5,"SLY 1709  ",NA,"6000011139",NA,"Malvern d10 nach Belegung",10.6,"Standard",NA,2022-02-15 15:09:00
"6",6,"SLY 1709 ",NA,"6000011139",NA,"Malvern d50 nach Belegung",20.9,"Standard",NA,2022-02-15 15:09:00
"7",7,"SLY 1709                      ",NA,"6000011139",NA,"Malvern d90 nach Belegung",36.7,"Standard",NA,2022-02-15 15:09:00
"8",8,"SLY 1709                      ",NA,"6000011139",NA,"Malvern span nach Belegung",1.25,"Standard",NA,2022-02-15 15:09:00
"9",9,"SLY 1709                      ",NA,"6000011139",NA,"Malvern dd10 nach Belegung",-0.2,"Standard",NA,2022-02-15 15:09:00
"10",10,"SLY 1709                      ",NA,"6000011139",NA,"Malvern dd50 nach Belegung",-1.1,"Standard",NA,2022-02-15 15:09:00
"11",11,"SLY 1709                      ",NA,"6000011139",NA,"Malvern dd90 nach Belegung",-1.7,"Standard",NA,2022-02-15 15:09:00
"12",12,"SLY 1709                      ",NA,"6000011139",NA,"Malvern d10 nach Sedimentation",10.7,"Standard",NA,2022-02-15 15:09:00
"13",13,"SLY 1709                      ",NA,"6000011139",NA,"Malvern d50 nach Sedimentation",21.1,"Standard",NA,2022-02-15 15:09:00
"14",14,"SLY 1709                      ",NA,"6000011139",NA,"Malvern d90 nach Sedimentation",37.2,"Standard",NA,2022-02-15 15:09:00
"15",15,"SLY 1709                      ",NA,"6000011139",NA,"Malvern span nach Sedimentation",1.26,"Standard",NA,2022-02-15 15:09:00
"16",16,"SLY 1709                      ",NA,"6000011139",NA,"Malvern dd10 nach Sedimentation",-0.1,"Standard",NA,2022-02-15 15:09:00
"17",17,"SLY 1709                      ",NA,"6000011139",NA,"Malvern dd50 nach Sedimentation",-0.9,"Standard",NA,2022-02-15 15:09:00
"18",18,"SLY 1709                      ",NA,"6000011139",NA,"Malvern dd90 nach Sedimentation",-1.2,"Standard",NA,2022-02-15 15:09:00
"19",19,"SLY 1709                      ",NA,NA,NA,NA,0,NA,NA,2022-02-15 15:11:00
"20",20,"SLY 1711                      ",NA,"6000011166",NA,"Malvern d10 Ausgangsprodukt",11.4,"Standard",NA,2022-02-15 15:17:00
"21",21,"SLY 1711                      ",NA,"6000011166",NA,"Malvern d50 Ausgangsprodukt",22.9,"Standard",NA,2022-02-15 15:17:00
"22",22,"SLY 1711                      ",NA,"6000011166",NA,"Malvern d90 Ausgangsprodukt",39.8,"Standard",NA,2022-02-15 15:17:00
"23",23,"SLY 1711                      ",NA,"6000011166",NA,"Malvern span Ausgangsprodukt",1.24,"Standard",NA,2022-02-15 15:17:00
"24",24,"SLY 1711                      ",NA,"6000011166",NA,"Malvern d10 nach Belegung",10.6,"Standard",NA,2022-02-15 15:17:00
"25",25,"SLY 1711                      ",NA,"6000011166",NA,"Malvern d50 nach Belegung",20.9,"Standard",NA,2022-02-15 15:17:00
"26",26,"SLY 1711                      ",NA,"6000011166",NA,"Malvern d90 nach Belegung",36.9,"Standard",NA,2022-02-15 15:17:00
"27",27,"SLY 1711                      ",NA,"6000011166",NA,"Malvern dd10 nach Belegung",-0.8,"Standard",NA,2022-02-15 15:17:00
"28",28,"SLY 1711                      ",NA,"6000011166",NA,"Malvern dd50 nach Belegung",-2,"Standard",NA,2022-02-15 15:17:00
"29",29,"SLY 1711                      ",NA,"6000011166",NA,"Malvern dd90 nach Belegung",-2.9,"Standard",NA,2022-02-15 15:17:00
"30",30,"SLY 1711                      ",NA,"6000011166",NA,"Malvern span nach Belegung",1.26,"Standard",NA,2022-02-15 15:17:00
"31",31,"SLY 1711                      ",NA,"6000011166",NA,"Malvern d10 nach Sedimentation",10.5,"Standard",NA,2022-02-15 15:17:00
"32",32,"SLY 1711                      ",NA,"6000011166",NA,"Malvern d50 nach Sedimentation",20.8,"Standard",NA,2022-02-15 15:17:00
"33",33,"SLY 1711                      ",NA,"6000011166",NA,"Malvern d90 nach Sedimentation",36.8,"Standard",NA,2022-02-15 15:17:00
"34",34,"SLY 1711                      ",NA,"6000011166",NA,"Malvern dd10 nach Sedimentation",-0.9,"Standard",NA,2022-02-15 15:17:00
"35",35,"SLY 1711                      ",NA,"6000011166",NA,"Malvern dd50 nach Sedimentation",-2.1,"Standard",NA,2022-02-15 15:17:00
"36",36,"SLY 1711                      ",NA,"6000011166",NA,"Malvern dd90 nach Sedimentation",-3,"Standard",NA,2022-02-15 15:17:00
"37",37,"SLY 1711                      ",NA,"6000011166",NA,"Malvern span nach Sedimentation",1.26,"Standard",NA,2022-02-15 15:17:00
"38",38,"SLY 1715                      ",NA,"6000011186",NA,"Malvern d10 Ausgangsprodukt",11.8,"Standard",NA,2022-02-15 15:19:00
"39",39,"SLY 1715                      ",NA,"6000011186",NA,"Malvern d50 Ausgangsprodukt",23.4,"Standard",NA,2022-02-15 15:19:00
"40",40,"SLY 1715                      ",NA,"6000011186",NA,"Malvern d90 Ausgangsprodukt",40.6,"Standard",NA,2022-02-15 15:19:00
"41",41,"SLY 1715                      ",NA,"6000011186",NA,"Malvern span Ausgangsprodukt",1.23,"Standard",NA,2022-02-15 15:19:00
"42",42,"SLY 1715                      ",NA,"6000011186",NA,"Malvern d10 nach Belegung",11,"Standard",NA,2022-02-15 15:19:00
"43",43,"SLY 1715                      ",NA,"6000011186",NA,"Malvern d50 nach Belegung",21.1,"Standard",NA,2022-02-15 15:19:00
"44",44,"SLY 1715                      ",NA,"6000011186",NA,"Malvern d90 nach Belegung",36.6,"Standard",NA,2022-02-15 15:19:00
"45",45,"SLY 1715                      ",NA,"6000011186",NA,"Malvern dd10 nach Belegung",-0.8,"Standard",NA,2022-02-15 15:19:00
"46",46,"SLY 1715                      ",NA,"6000011186",NA,"Malvern dd50 nach Belegung",-2.3,"Standard",NA,2022-02-15 15:19:00
"47",47,"SLY 1715                      ",NA,"6000011186",NA,"Malvern dd90 nach Belegung",-4,"Standard",NA,2022-02-15 15:19:00
"48",48,"SLY 1715                      ",NA,"6000011186",NA,"Malvern span nach Belegung",1.2,"Standard",NA,2022-02-15 15:19:00
"49",49,"SLY 1715                      ",NA,"6000011186",NA,"Malvern d10 nach Sedimentation",10.8,"Standard",NA,2022-02-15 15:19:00
"50",50,"SLY 1715                      ",NA,"6000011186",NA,"Malvern d50 nach Sedimentation",20.8,"Standard",NA,2022-02-15 15:19:00
"51",51,"SLY 1715                      ",NA,"6000011186",NA,"Malvern d90 nach Sedimentation",35.9,"Standard",NA,2022-02-15 15:19:00
"52",52,"SLY 1715                      ",NA,"6000011186",NA,"Malvern dd10 nach Sedimentation",-1,"Standard",NA,2022-02-15 15:19:00
"53",53,"SLY 1715                      ",NA,"6000011186",NA,"Malvern dd50 nach Sedimentation",-2.6,"Standard",NA,2022-02-15 15:19:00
"54",54,"SLY 1715                      ",NA,"6000011186",NA,"Malvern dd90 nach Sedimentation",-4.7,"Standard",NA,2022-02-15 15:19:00
"55",55,"SLY 1715                      ",NA,"6000011186",NA,"Malvern span nach Sedimentation",1.21,"Standard",NA,2022-02-15 15:19:00
"56",56,"SLY 1717                      ",NA,"6000011205",NA,"Malvern d10 Ausgangsprodukt",10.8,"Standard",NA,2022-02-15 15:22:00
"57",57,"SLY 1717                      ",NA,"6000011205",NA,"Malvern d50 Ausgangsprodukt",21.8,"Standard",NA,2022-02-15 15:22:00
"58",58,"SLY 1717                      ",NA,"6000011205",NA,"Malvern d90 Ausgangsprodukt",38.2,"Standard",NA,2022-02-15 15:22:00
"59",59,"SLY 1717                      ",NA,"6000011205",NA,"Malvern span Ausgangsprodukt",1.26,"Standard",NA,2022-02-15 15:22:00
"60",60,"SLY 1717                      ",NA,"6000011205",NA,"Malvern d10 nach Belegung",10.1,"Standard",NA,2022-02-15 15:22:00
"61",61,"SLY 1717                      ",NA,"6000011205",NA,"Malvern d50 nach Belegung",19.6,"Standard",NA,2022-02-15 15:22:00
"62",62,"SLY 1717                      ",NA,"6000011205",NA,"Malvern d90 nach Belegung",34.3,"Standard",NA,2022-02-15 15:22:00
"63",63,"SLY 1717                      ",NA,"6000011205",NA,"Malvern dd10 nach Belegung",-0.7,"Standard",NA,2022-02-15 15:22:00
"64",64,"SLY 1717                      ",NA,"6000011205",NA,"Malvern dd50 nach Belegung",-2.2,"Standard",NA,2022-02-15 15:22:00
"65",65,"SLY 1717                      ",NA,"6000011205",NA,"Malvern dd90 nach Belegung",-3.9,"Standard",NA,2022-02-15 15:22:00
"66",66,"SLY 1717                      ",NA,"6000011205",NA,"Malvern span nach Belegung",1.2,"Standard",NA,2022-02-15 15:22:00
"67",67,"SLY 1717                      ",NA,"6000011205",NA,"Malvern d10 nach Sedimentation",10.2,"Standard",NA,2022-02-15 15:22:00
"68",68,"SLY 1717                      ",NA,"6000011205",NA,"Malvern d50 nach Sedimentation",19.6,"Standard",NA,2022-02-15 15:22:00
"69",69,"SLY 1717                      ",NA,"6000011205",NA,"Malvern d90 nach Sedimentation",34.2,"Standard",NA,2022-02-15 15:22:00
"70",70,"SLY 1717                      ",NA,"6000011205",NA,"Malvern dd10 nach Sedimentation",-0.6,"Standard",NA,2022-02-15 15:22:00
"71",71,"SLY 1717                      ",NA,"6000011205",NA,"Malvern dd50 nach Sedimentation",-2,"Standard",NA,2022-02-15 15:22:00
"72",72,"SLY 1717                      ",NA,"6000011205",NA,"Malvern dd90 nach Sedimentation",-4,"Standard",NA,2022-02-15 15:22:00
"73",73,"SLY 1717                      ",NA,"6000011205",NA,"Malvern span nach Sedimentation",1.22,"Standard",NA,2022-02-15 15:22:00
"74",74,"SLY 1713                      ",NA,"6000011023",NA,"Malvern d10 Ausgangsprodukt",10.6,"Standard",NA,2022-02-15 15:24:00
"75",75,"SLY 1713                      ",NA,"6000011023",NA,"Malvern d50 Ausgangsprodukt",21.8,"Standard",NA,2022-02-15 15:24:00
"76",76,"SLY 1713                      ",NA,"6000011023",NA,"Malvern d90 Ausgangsprodukt",38.5,"Standard",NA,2022-02-15 15:24:00
"77",77,"SLY 1713                      ",NA,"6000011023",NA,"Malvern span Ausgangsprodukt",1.28,"Standard",NA,2022-02-15 15:24:00
"78",78,"SLY 1713                      ",NA,"6000011023",NA,"Malvern d10 nach Belegung",10.4,"Standard",NA,2022-02-15 15:24:00
"79",79,"SLY 1713                      ",NA,"6000011023",NA,"Malvern d50 nach Belegung",20.5,"Standard",NA,2022-02-15 15:24:00
"80",80,"SLY 1713                      ",NA,"6000011023",NA,"Malvern d90 nach Belegung",36.1,"Standard",NA,2022-02-15 15:24:00
"81",81,"SLY 1713                      ",NA,"6000011023",NA,"Malvern dd10 nach Belegung",-0.2,"Standard",NA,2022-02-15 15:24:00
"82",82,"SLY 1713                      ",NA,"6000011023",NA,"Malvern dd50 nach Belegung",-1.3,"Standard",NA,2022-02-15 15:24:00
"83",83,"SLY 1713                      ",NA,"6000011023",NA,"Malvern dd90 nach Belegung",-2.7,"Standard",NA,2022-02-15 15:24:00
"84",84,"SLY 1713                      ",NA,"6000011023",NA,"Malvern span nach Belegung",1.25,"Standard",NA,2022-02-15 15:24:00
"85",85,"SLY 1713                      ",NA,"6000011023",NA,"Malvern d10 nach Sedimentation",10.4,"Standard",NA,2022-02-15 15:24:00
"86",86,"SLY 1713                      ",NA,"6000011023",NA,"Malvern d50 nach Sedimentation",20.5,"Standard",NA,2022-02-15 15:24:00
"87",87,"SLY 1713                      ",NA,"6000011023",NA,"Malvern d90 nach Sedimentation",20.5,"Standard",NA,2022-02-15 15:24:00
"88",88,"SLY 1713                      ",NA,"6000011023",NA,"Malvern dd10 nach Sedimentation",35.8,"Standard",NA,2022-02-15 15:24:00
"89",89,"SLY 1713                      ",NA,"6000011023",NA,"Malvern dd50 nach Sedimentation",-0.2,"Standard",NA,2022-02-15 15:24:00
"90",90,"SLY 1713                      ",NA,"6000011023",NA,"Malvern dd90 nach Sedimentation",-1.3,"Standard",NA,2022-02-15 15:24:00
"91",91,"SLY 1713                      ",NA,"6000011023",NA,"Malvern span nach Sedimentation",1.24,"Standard",NA,2022-02-15 15:24:00
"92",92,"SLY 1727",NA,"6000011043",NA,"Malvern d10 Ausgangsprodukt",10.7,"Standard",NA,2022-02-24 16:22:00
"93",93,"SLY 1727 ",NA,"6000011043",NA,"Malvern d50 Ausgangsprodukt",22,"Standard",NA,2022-02-24 16:22:00
"94",94,"SLY 1727",NA,"6000011043",NA,"Malvern d90 Ausgangsprodukt",39.5,"Standard",NA,2022-02-24 16:22:00
"95",95,"SLY 1727",NA,"6000011043",NA,"Malvern span Ausgangsprodukt",1.31,"Standard",NA,2022-02-24 16:22:00
"96",96,"SLY 1727",NA,"6000011043",NA,"Malvern d10 nach Belegung",10.5,"Standard",NA,2022-02-24 16:22:00
"97",97,"SLY 1727",NA,"6000011043",NA,"Malvern d50 nach Belegung",20.8,"Standard",NA,2022-02-24 16:22:00
"98",98,"SLY 1727",NA,"6000011043",NA,"Malvern d90 nach Belegung",37,"Standard",NA,2022-02-24 16:22:00
"99",99,"SLY 1727",NA,"6000011043",NA,"Malvern dd10 nach Belegung",-0.2,"Standard",NA,2022-02-24 16:22:00
"100",100,"SLY 1727",NA,"6000011043",NA,"Malvern dd50 nach Belegung",-1.2,"Standard",NA,2022-02-24 16:22:00
"101",101,"SLY 1727",NA,"6000011043",NA,"Malvern dd90 nach Belegung",-2.5,"Standard",NA,2022-02-24 16:22:00
"102",102,"SLY 1727 ",NA,"6000011043",NA,"Malvern span nach Belegung",1.3,"Standard",NA,2022-02-24 16:22:00
"103",103,"SLY 1727",NA,"6000011043",NA,"Malvern d10 nach Sedimentation",10.5,"Standard",NA,2022-02-24 16:22:00
"104",104,"SLY 1727",NA,"6000011043",NA,"Malvern d50 nach Sedimentation",21,"Standard",NA,2022-02-24 16:22:00
"105",105,"SLY 1727",NA,"6000011043",NA,"Malvern d90 nach Sedimentation",36.7,"Standard",NA,2022-02-24 16:22:00
"106",106,"SLY 1727 ",NA,"6000011043",NA,"Malvern dd10 nach Sedimentation",-0.2,"Standard",NA,2022-02-24 16:22:00
"107",107,"SLY 1727",NA,"6000011043",NA,"Malvern dd50 nach Sedimentation",-1.3,"Standard",NA,2022-02-24 16:22:00
"108",108,"SLY 1727",NA,"6000011043",NA,"Malvern dd90 nach Sedimentation",-2.8,"Standard",NA,2022-02-24 16:22:00
"109",109,"SLY 1727 ",NA,"6000011043",NA,"Malvern span nach Sedimentation",1.27,"Standard",NA,2022-02-24 16:22:00
"110",853,"SLY 1209",NA,"6000006686",NA,"Malvern d10 Ausgangsprodukt",10.4,"Standard",NA,2022-03-02 17:59:00
"111",854,"SLY 1209",NA,"6000006686",NA,"Malvern d50 Ausgangsprodukt",20.4,"Standard",NA,2022-03-02 17:59:00
"112",855,"SLY 1209",NA,"6000006686",NA,"Malvern d90 Ausgangsprodukt",34.8,"Standard",NA,2022-03-02 17:59:00
"113",856,"SLY 1209",NA,"6000006686",NA,"Malvern span Ausgangsprodukt",1.2,"Standard",NA,2022-03-02 17:59:00
"114",857,"SLY 1209",NA,"6000006686",NA,"Malvern d10 nach Belegung",11,"Standard",NA,2022-03-02 17:59:00
"115",858,"SLY 1209",NA,"6000006686",NA,"Malvern d50 nach Belegung",20.53,"Standard",NA,2022-03-02 17:59:00
"116",859,"SLY 1209",NA,"6000006686",NA,"Malvern d90 nach Belegung",35.5,"Standard",NA,2022-03-02 17:59:00
"117",860,"SLY 1209",NA,"6000006686",NA,"Malvern dd10 nach Belegung",0.6,"Standard",NA,2022-03-02 17:59:00
"118",861,"SLY 1209",NA,"6000006686",NA,"Malvern dd50 nach Belegung",0.13,"Standard",NA,2022-03-02 17:59:00
"119",862,"SLY 1209",NA,"6000006686",NA,"Malvern dd90 nach Belegung",0.7,"Standard",NA,2022-03-02 17:59:00
"120",863,"SLY 1209",NA,"6000006686",NA,"Malvern span nach Belegung",1.19,"Standard",NA,2022-03-02 17:59:00
"121",864,"SLY 1209",NA,"6000006686",NA,"Malvern d10 nach Sedimentation",11,"Standard",NA,2022-03-02 17:59:00
"122",865,"SLY 1209",NA,"6000006686",NA,"Malvern d50 nach Sedimentation",20.43,"Standard",NA,2022-03-02 17:59:00
"123",866,"SLY 1209",NA,"6000006686",NA,"Malvern d90 nach Sedimentation",35.03,"Standard",NA,2022-03-02 17:59:00
"124",867,"SLY 1209",NA,"6000006686",NA,"Malvern dd10 nach Sedimentation",0.6,"Standard",NA,2022-03-02 17:59:00
"125",868,"SLY 1209",NA,"6000006686",NA,"Malvern dd50 nach Sedimentation",0.03,"Standard",NA,2022-03-02 17:59:00
"126",869,"SLY 1209",NA,"6000006686",NA,"Malvern dd90 nach Sedimentation",0.23,"Standard",NA,2022-03-02 17:59:00
"127",870,"SLY 1209",NA,"6000006686",NA,"Malvern span nach Sedimentation",1.18,"Standard",NA,2022-03-02 17:59:00
"128",871,"SLY 1211",NA,"6000006909",NA,"Malvern d10 Ausgangsprodukt",10.9,"Standard",NA,2022-03-02 18:02:00
"129",872,"SLY 1211",NA,"6000006909",NA,"Malvern d50 Ausgangsprodukt",21.33,"Standard",NA,2022-03-02 18:02:00
"130",873,"SLY 1211",NA,"6000006909",NA,"Malvern d90 Ausgangsprodukt",37.37,"Standard",NA,2022-03-02 18:02:00
"131",874,"SLY 1211",NA,"6000006909",NA,"Malvern span Ausgangsprodukt",1.24,"Standard",NA,2022-03-02 18:02:00
"132",875,"SLY 1211",NA,"6000006909",NA,"Malvern d10 nach Belegung",11.1,"Standard",NA,2022-03-02 18:02:00
"133",876,"SLY 1211",NA,"6000006909",NA,"Malvern d50 nach Belegung",20.95,"Standard",NA,2022-03-02 18:02:00
"134",877,"SLY 1211",NA,"6000006909",NA,"Malvern d90 nach Belegung",36.93,"Standard",NA,2022-03-02 18:02:00
"135",878,"SLY 1211",NA,"6000006909",NA,"Malvern dd10 nach Belegung",0.2,"Standard",NA,2022-03-02 18:02:00
"136",879,"SLY 1211",NA,"6000006909",NA,"Malvern dd50 nach Belegung",0.38,"Standard",NA,2022-03-02 18:02:00
"137",880,"SLY 1211",NA,"6000006909",NA,"Malvern dd90 nach Belegung",0.44,"Standard",NA,2022-03-02 18:02:00
"138",881,"SLY 1211",NA,"6000006909",NA,"Malvern span nach Belegung",1.23,"Standard",NA,2022-03-02 18:02:00
"139",882,"SLY 1211",NA,"6000006909",NA,"Malvern d10 nach Sedimentation",11.1,"Standard",NA,2022-03-02 18:02:00
"140",883,"SLY 1211",NA,"6000006909",NA,"Malvern d50 nach Sedimentation",21,"Standard",NA,2022-03-02 18:02:00
"141",884,"SLY 1211",NA,"6000006909",NA,"Malvern d90 nach Sedimentation",37.33,"Standard",NA,2022-03-02 18:02:00
"142",885,"SLY 1211",NA,"6000006909",NA,"Malvern dd10 nach Sedimentation",0.2,"Standard",NA,2022-03-02 18:02:00
"143",886,"SLY 1211",NA,"6000006909",NA,"Malvern dd50 nach Sedimentation",-0.33,"Standard",NA,2022-03-02 18:02:00
"144",887,"SLY 1211",NA,"6000006909",NA,"Malvern dd90 nach Sedimentation",-0.04,"Standard",NA,2022-03-02 18:02:00
"145",888,"SLY 1211",NA,"6000006909",NA,"Malvern span nach Sedimentation",1.25,"Standard",NA,2022-03-02 18:02:00
"146",889,"SLY 1213",NA,"6000006929",NA,"Malvern d10 Ausgangsprodukt",10.8,"Standard",NA,2022-03-02 18:03:00
"147",890,"SLY 1213",NA,"6000006929",NA,"Malvern d50 Ausgangsprodukt",21.3,"Standard",NA,2022-03-02 18:03:00
"148",891,"SLY 1213",NA,"6000006929",NA,"Malvern d90 Ausgangsprodukt",37.9,"Standard",NA,2022-03-02 18:03:00
"149",892,"SLY 1213",NA,"6000006929",NA,"Malvern span Ausgangsprodukt",1.27,"Standard",NA,2022-03-02 18:03:00
"150",893,"SLY 1213",NA,"6000006929",NA,"Malvern d10 nach Belegung",11.29,"Standard",NA,2022-03-02 18:03:00
"151",894,"SLY 1213",NA,"6000006929",NA,"Malvern d50 nach Belegung",21.2,"Standard",NA,2022-03-02 18:03:00
"152",895,"SLY 1213",NA,"6000006929",NA,"Malvern d90 nach Belegung",37.04,"Standard",NA,2022-03-02 18:03:00
"153",896,"SLY 1213",NA,"6000006929",NA,"Malvern dd10 nach Belegung",0.49,"Standard",NA,2022-03-02 18:03:00
"154",897,"SLY 1213",NA,"6000006929",NA,"Malvern dd50 nach Belegung",0.1,"Standard",NA,2022-03-02 18:03:00
"155",898,"SLY 1213",NA,"6000006929",NA,"Malvern dd90 nach Belegung",0.86,"Standard",NA,2022-03-02 18:03:00
"156",899,"SLY 1213",NA,"6000006929",NA,"Malvern span nach Belegung",1.22,"Standard",NA,2022-03-02 18:03:00
"157",900,"SLY 1213",NA,"6000006929",NA,"Malvern d10 nach Sedimentation",11.1,"Standard",NA,2022-03-02 18:03:00
"158",901,"SLY 1213",NA,"6000006929",NA,"Malvern d50 nach Sedimentation",20.97,"Standard",NA,2022-03-02 18:03:00
"159",902,"SLY 1213",NA,"6000006929",NA,"Malvern d90 nach Sedimentation",36.73,"Standard",NA,2022-03-02 18:03:00
"160",903,"SLY 1213",NA,"6000006929",NA,"Malvern dd10 nach Sedimentation",0.3,"Standard",NA,2022-03-02 18:03:00
"161",904,"SLY 1213",NA,"6000006929",NA,"Malvern dd50 nach Sedimentation",-0.33,"Standard",NA,2022-03-02 18:03:00
"162",905,"SLY 1213",NA,"6000006929",NA,"Malvern dd90 nach Sedimentation",-1.17,"Standard",NA,2022-03-02 18:03:00
"163",906,"SLY 1213",NA,"6000006929",NA,"Malvern span nach Sedimentation",1.22,"Standard",NA,2022-03-02 18:03:00
"164",907,"SLY 1237",NA,"6000006996",NA,"Malvern d10 Ausgangsprodukt",10.6,"Standard",NA,2022-03-02 18:05:00
"165",908,"SLY 1237",NA,"6000006996",NA,"Malvern d50 Ausgangsprodukt",21.1,"Standard",NA,2022-03-02 18:05:00
"166",909,"SLY 1237",NA,"6000006996",NA,"Malvern d90 Ausgangsprodukt",37.1,"Standard",NA,2022-03-02 18:05:00
"167",910,"SLY 1237",NA,"6000006996",NA,"Malvern span Ausgangsprodukt",1.26,"Standard",NA,2022-03-02 18:05:00
"168",911,"SLY 1237",NA,"6000006996",NA,"Malvern d10 nach Belegung",11.15,"Standard",NA,2022-03-02 18:05:00
"169",912,"SLY 1237",NA,"6000006996",NA,"Malvern d50 nach Belegung",21.1,"Standard",NA,2022-03-02 18:05:00
"170",913,"SLY 1237",NA,"6000006996",NA,"Malvern d90 nach Belegung",37,"Standard",NA,2022-03-02 18:05:00
"171",914,"SLY 1237",NA,"6000006996",NA,"Malvern dd10 nach Belegung",0.55,"Standard",NA,2022-03-02 18:05:00
"172",915,"SLY 1237",NA,"6000006996",NA,"Malvern dd50 nach Belegung",0,"Standard",NA,2022-03-02 18:05:00
"173",916,"SLY 1237",NA,"6000006996",NA,"Malvern dd90 nach Belegung",0.1,"Standard",NA,2022-03-02 18:05:00
"174",917,"SLY 1237",NA,"6000006996",NA,"Malvern span nach Belegung",1.23,"Standard",NA,2022-03-02 18:05:00
"175",918,"SLY 1237",NA,"6000006996",NA,"Malvern d10 nach Sedimentation",10.9,"Standard",NA,2022-03-02 18:05:00
"176",919,"SLY 1237",NA,"6000006996",NA,"Malvern d50 nach Sedimentation",20.4,"Standard",NA,2022-03-02 18:05:00
"177",920,"SLY 1237",NA,"6000006996",NA,"Malvern d90 nach Sedimentation",34.7,"Standard",NA,2022-03-02 18:05:00
"178",921,"SLY 1237",NA,"6000006996",NA,"Malvern dd10 nach Sedimentation",0.3,"Standard",NA,2022-03-02 18:05:00
"179",922,"SLY 1237",NA,"6000006996",NA,"Malvern dd50 nach Sedimentation",-0.7,"Standard",NA,2022-03-02 18:05:00
"180",923,"SLY 1237",NA,"6000006996",NA,"Malvern dd90 nach Sedimentation",-2.4,"Standard",NA,2022-03-02 18:05:00
"181",924,"SLY 1237",NA,"6000006996",NA,"Malvern span nach Sedimentation",1.17,"Standard",NA,2022-03-02 18:05:00
"182",925,"SLY 1315",NA,"6000007601",NA,"Malvern d10 Ausgangsprodukt",10.6,"Standard",NA,2022-03-02 18:05:00
"183",926,"SLY 1315",NA,"6000007601",NA,"Malvern d50 Ausgangsprodukt",21.3,"Standard",NA,2022-03-02 18:05:00
"184",927,"SLY 1315",NA,"6000007601",NA,"Malvern d90 Ausgangsprodukt",37.9,"Standard",NA,2022-03-02 18:05:00
"185",928,"SLY 1315",NA,"6000007601",NA,"Malvern span Ausgangsprodukt",1.28,"Standard",NA,2022-03-02 18:05:00
"186",929,"SLY 1315",NA,"6000007601",NA,"Malvern d10 nach Belegung",10.2,"Standard",NA,2022-03-02 18:05:00
"187",930,"SLY 1315",NA,"6000007601",NA,"Malvern d50 nach Belegung",19.9,"Standard",NA,2022-03-02 18:05:00
"188",931,"SLY 1315",NA,"6000007601",NA,"Malvern d90 nach Belegung",35.4,"Standard",NA,2022-03-02 18:05:00
"189",932,"SLY 1315",NA,"6000007601",NA,"Malvern dd10 nach Belegung",-0.4,"Standard",NA,2022-03-02 18:05:00
"190",933,"SLY 1315",NA,"6000007601",NA,"Malvern dd50 nach Belegung",1.4,"Standard",NA,2022-03-02 18:05:00
"191",934,"SLY 1315",NA,"6000007601",NA,"Malvern dd90 nach Belegung",2.5,"Standard",NA,2022-03-02 18:05:00
"192",935,"SLY 1315",NA,"6000007601",NA,"Malvern span nach Belegung",1.27,"Standard",NA,2022-03-02 18:05:00
"193",936,"SLY 1315",NA,"6000007601",NA,"Malvern d10 nach Sedimentation",10,"Standard",NA,2022-03-02 18:05:00
"194",937,"SLY 1315",NA,"6000007601",NA,"Malvern d50 nach Sedimentation",19.7,"Standard",NA,2022-03-02 18:05:00
"195",938,"SLY 1315",NA,"6000007601",NA,"Malvern d90 nach Sedimentation",35.3,"Standard",NA,2022-03-02 18:05:00
"196",939,"SLY 1315",NA,"6000007601",NA,"Malvern dd10 nach Sedimentation",-0.6,"Standard",NA,2022-03-02 18:05:00
"197",940,"SLY 1315",NA,"6000007601",NA,"Malvern dd50 nach Sedimentation",-1.6,"Standard",NA,2022-03-02 18:05:00
"198",941,"SLY 1315",NA,"6000007601",NA,"Malvern dd90 nach Sedimentation",-2.6,"Standard",NA,2022-03-02 18:05:00
"199",942,"SLY 1315",NA,"6000007601",NA,"Malvern span nach Sedimentation",1.28,"Standard",NA,2022-03-02 18:05:00
"200",943,"SLY 1320",NA,"6000007601",NA,"Malvern d10 Ausgangsprodukt",10.6,"Standard",NA,2022-03-02 18:05:00
"201",944,"SLY 1320",NA,"6000007601",NA,"Malvern d50 Ausgangsprodukt",21.3,"Standard",NA,2022-03-02 18:05:00
"202",945,"SLY 1320",NA,"6000007601",NA,"Malvern d90 Ausgangsprodukt",37.9,"Standard",NA,2022-03-02 18:05:00
"203",946,"SLY 1320",NA,"6000007601",NA,"Malvern span Ausgangsprodukt",1.28,"Standard",NA,2022-03-02 18:05:00
"204",947,"SLY 1320",NA,"6000007601",NA,"Malvern d10 nach Belegung",10.75,"Standard",NA,2022-03-02 18:05:00
"205",948,"SLY 1320",NA,"6000007601",NA,"Malvern d50 nach Belegung",20.8,"Standard",NA,2022-03-02 18:05:00
