"","id","batch","vmp_batch","predecessor","material_SAP","measure","measuredvalue","process","application","logged"
"4698",25661,"Fe 300 370 2","6000010332","SLY 1649",138122,"korr. SUV15@62°",0.02,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4699",25662,"Fe 300 370 2","6000010332","SLY 1649",138122,"korr. H45",0,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4700",25663,"Fe 300 370 2","6000010332","SLY 1649",138122,"korr. H75 @",0,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4701",25664,"Fe 300 370 3","6000010332","SLY 1649",138122,"d50",22.84,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4702",25666,"Fe 300 370 2","6000010332","SLY 1649",138122,"m(FeCl3)",528,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4703",25667,"Fe 300 370 3","6000010332","SLY 1649",138122,"L*-15°",158.68,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4704",25668,"Fe 300 370 3","6000010332","SLY 1649",138122,"L*15°",137.84,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4705",25669,"Fe 300 370 3","6000010332","SLY 1649",138122,"L*45°",32.71,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4706",25670,"Fe 300 370 3","6000010332","SLY 1649",138122,"L*110°",12.51,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4707",25671,"Fe 300 370 3","6000010332","SLY 1649",138122,"c45°",31.98,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4708",25672,"Fe 300 370 3","6000010332","SLY 1649",138122,"c75°",20.68,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4709",25673,"Fe 300 370 3","6000010332","SLY 1649",138122,"h45°",80.08,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4710",25674,"Fe 300 370 3","6000010332","SLY 1649",138122,"Suv15°",0.98,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4711",25675,"Fe 300 370 3","6000010332","SLY 1649",138122,"huv15°",60.4,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4712",25676,"Fe 300 370 3","6000010332","SLY 1649",138122,"huv-15°",61.22,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4713",25677,"Fe 300 370 3","6000010332","SLY 1649",138122,"Si15°",8.34,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4714",25678,"Fe 300 370 3","6000010332","SLY 1649",138122,"Sa15°",21.61,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4715",25679,"Fe 300 370 3","6000010332","SLY 1649",138122,"CuV15°",135.5,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4716",25680,"Fe 300 370 3","6000010332","SLY 1649",138122,"dE*15°",0.38,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4717",25681,"Fe 300 370 3","6000010332","SLY 1649",138122,"dE*45°",2.42,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4718",25682,"Fe 300 370 3","6000010332","SLY 1649",138122,"dE*110°",5.37,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4719",25683,"Fe 300 370 3","6000010332","SLY 1649",138122,"Alman",28.57,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4720",25684,"Fe 300 370 3","6000010332","SLY 1649",138122,"Glanz",54.25,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4721",25685,"Fe 300 370 3","6000010332","SLY 1649",138122,"Gdiff",5.31,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4722",25686,"Fe 300 370 3","6000010332","SLY 1649",138122,"korr. SUV15@62°",0.04,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4723",25687,"Fe 300 370 3","6000010332","SLY 1649",138122,"korr. H45",10.46,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4724",25688,"Fe 300 370 3","6000010332","SLY 1649",138122,"korr. H75 @",22.84,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4725",25689,"Fe 300 370 3","6000010332","SLY 1649",138122,"d90",40.37,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4726",25690,"Fe 300 370 3","6000010332","SLY 1649",138122,"span",1.31,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4727",25691,"Fe 300 370 3","6000010332","SLY 1649",138122,"m(FeCl3)",563.1,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4728",25692,"Fe 300 10% 370 1","6000010332","SLY 1649",138122,"L*-15°",170.21,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4729",25693,"Fe 300 10% 370 1","6000010332","SLY 1649",138122,"L*15°",149.97,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4730",25694,"Fe 300 10% 370 1","6000010332","SLY 1649",138122,"L*45°",35.43,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4731",25695,"Fe 300 10% 370 1","6000010332","SLY 1649",138122,"L*110°",14.74,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4732",25696,"Fe 300 10% 370 1","6000010332","SLY 1649",138122,"c45°",25.69,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4733",25697,"Fe 300 10% 370 1","6000010332","SLY 1649",138122,"c75°",17.75,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4734",25698,"Fe 300 10% 370 1","6000010332","SLY 1649",138122,"h45°",84.19,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4735",25699,"Fe 300 10% 370 1","6000010332","SLY 1649",138122,"Suv15°",0.71,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4736",25700,"Fe 300 10% 370 1","6000010332","SLY 1649",138122,"huv15°",65.52,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4737",25701,"Fe 300 10% 370 1","6000010332","SLY 1649",138122,"huv-15°",64.98,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4738",25702,"Fe 300 10% 370 1","6000010332","SLY 1649",138122,"Si15°",7.35,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4739",25703,"Fe 300 10% 370 1","6000010332","SLY 1649",138122,"Sa15°",17.55,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4740",25704,"Fe 300 10% 370 1","6000010332","SLY 1649",138122,"CuV15°",107.14,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4741",25705,"Fe 300 10% 370 1","6000010332","SLY 1649",138122,"dE*15°",0.28,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4742",25706,"Fe 300 10% 370 1","6000010332","SLY 1649",138122,"dE*45°",0.07,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4743",25707,"Fe 300 10% 370 1","6000010332","SLY 1649",138122,"dE*110°",0.26,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4744",25708,"Fe 300 10% 370 1","6000010332","SLY 1649",138122,"Alman",29.03,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4745",25709,"Fe 300 10% 370 1","6000010332","SLY 1649",138122,"Glanz",54.44,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4746",25710,"Fe 300 10% 370 1","6000010332","SLY 1649",138122,"Gdiff",4.59,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4747",25711,"Fe 300 10% 370 1","6000010332","SLY 1649",138122,"korr. SUV15@62°",-0.04,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4748",25712,"Fe 300 10% 370 1","6000010332","SLY 1649",138122,"korr. H45",0,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4749",25713,"Fe 300 10% 370 1","6000010332","SLY 1649",138122,"korr. H75 @",0,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4750",25714,"Fe 300 10% 370 3","6000010332","SLY 1649",138122,"d10",10.46,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4751",25716,"Fe 300 10% 370 1","6000010332","SLY 1649",138122,"m(FeCl3)",491.7,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4752",25717,"Fe 300 10% 370 2","6000010332","SLY 1649",138122,"L*-15°",167.82,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4753",25718,"Fe 300 10% 370 2","6000010332","SLY 1649",138122,"L*15°",147.55,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4754",25719,"Fe 300 10% 370 2","6000010332","SLY 1649",138122,"L*45°",35.1,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4755",25720,"Fe 300 10% 370 2","6000010332","SLY 1649",138122,"L*110°",14.56,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4756",25721,"Fe 300 10% 370 2","6000010332","SLY 1649",138122,"c45°",29.81,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4757",25722,"Fe 300 10% 370 2","6000010332","SLY 1649",138122,"c75°",20.36,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4758",25723,"Fe 300 10% 370 2","6000010332","SLY 1649",138122,"h45°",82.37,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4759",25724,"Fe 300 10% 370 2","6000010332","SLY 1649",138122,"Suv15°",0.85,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4760",25725,"Fe 300 10% 370 2","6000010332","SLY 1649",138122,"huv15°",63.62,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4761",25726,"Fe 300 10% 370 2","6000010332","SLY 1649",138122,"huv-15°",63.7,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4762",25727,"Fe 300 10% 370 2","6000010332","SLY 1649",138122,"Si15°",7.43,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4763",25728,"Fe 300 10% 370 2","6000010332","SLY 1649",138122,"Sa15°",18.19,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4764",25729,"Fe 300 10% 370 2","6000010332","SLY 1649",138122,"CuV15°",125.45,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4765",25730,"Fe 300 10% 370 2","6000010332","SLY 1649",138122,"dE*15°",0.53,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4766",25731,"Fe 300 10% 370 2","6000010332","SLY 1649",138122,"dE*45°",0.12,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4767",25732,"Fe 300 10% 370 2","6000010332","SLY 1649",138122,"dE*110°",0.3,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4768",25733,"Fe 300 10% 370 2","6000010332","SLY 1649",138122,"Alman",28.73,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4769",25734,"Fe 300 10% 370 2","6000010332","SLY 1649",138122,"Glanz",49.98,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4770",25735,"Fe 300 10% 370 2","6000010332","SLY 1649",138122,"Gdiff",4.59,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4771",25736,"Fe 300 10% 370 2","6000010332","SLY 1649",138122,"korr. SUV15@62°",0.01,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4772",25737,"Fe 300 10% 370 2","6000010332","SLY 1649",138122,"korr. H45",0,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4773",25738,"Fe 300 10% 370 2","6000010332","SLY 1649",138122,"korr. H75 @",0,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4774",25739,"Fe 300 10% 370 3","6000010332","SLY 1649",138122,"d50",22.84,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4775",25741,"Fe 300 10% 370 2","6000010332","SLY 1649",138122,"m(FeCl3)",528,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4776",25742,"Fe 300 10% 370 3","6000010332","SLY 1649",138122,"L*-15°",164.47,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4777",25743,"Fe 300 10% 370 3","6000010332","SLY 1649",138122,"L*15°",143.64,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4778",25744,"Fe 300 10% 370 3","6000010332","SLY 1649",138122,"L*45°",34.43,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4779",25745,"Fe 300 10% 370 3","6000010332","SLY 1649",138122,"L*110°",14.34,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4780",25746,"Fe 300 10% 370 3","6000010332","SLY 1649",138122,"c45°",32.4,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4781",25747,"Fe 300 10% 370 3","6000010332","SLY 1649",138122,"c75°",22.18,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4782",25748,"Fe 300 10% 370 3","6000010332","SLY 1649",138122,"h45°",79.86,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4783",25749,"Fe 300 10% 370 3","6000010332","SLY 1649",138122,"Suv15°",0.97,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4784",25750,"Fe 300 10% 370 3","6000010332","SLY 1649",138122,"huv15°",60.64,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4785",25751,"Fe 300 10% 370 3","6000010332","SLY 1649",138122,"huv-15°",61.48,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4786",25752,"Fe 300 10% 370 3","6000010332","SLY 1649",138122,"Si15°",7.52,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4787",25753,"Fe 300 10% 370 3","6000010332","SLY 1649",138122,"Sa15°",18.65,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4788",25754,"Fe 300 10% 370 3","6000010332","SLY 1649",138122,"CuV15°",139.24,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4789",25755,"Fe 300 10% 370 3","6000010332","SLY 1649",138122,"dE*15°",0.09,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4790",25756,"Fe 300 10% 370 3","6000010332","SLY 1649",138122,"dE*45°",0.16,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4791",25757,"Fe 300 10% 370 3","6000010332","SLY 1649",138122,"dE*110°",0.45,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4792",25758,"Fe 300 10% 370 3","6000010332","SLY 1649",138122,"Alman",28.3,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4793",25759,"Fe 300 10% 370 3","6000010332","SLY 1649",138122,"Glanz",47.54,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4794",25760,"Fe 300 10% 370 3","6000010332","SLY 1649",138122,"Gdiff",4.58,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4795",25761,"Fe 300 10% 370 3","6000010332","SLY 1649",138122,"korr. SUV15@62°",0.03,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4796",25762,"Fe 300 10% 370 3","6000010332","SLY 1649",138122,"korr. H45",10.46,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4797",25763,"Fe 300 10% 370 3","6000010332","SLY 1649",138122,"korr. H75 @",22.84,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4798",25764,"Fe 300 10% 370 3","6000010332","SLY 1649",138122,"d90",40.37,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4799",25765,"Fe 300 10% 370 3","6000010332","SLY 1649",138122,"span",1.31,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4800",25766,"Fe 300 10% 370 3","6000010332","SLY 1649",138122,"m(FeCl3)",563.1,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4801",25767,"Fe 301 KM 370 1","6000010553","SLY 1651",138122,"L*-15°",166.79,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4802",25768,"Fe 301 KM 370 1","6000010553","SLY 1651",138122,"L*15°",146.12,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4803",25769,"Fe 301 KM 370 1","6000010553","SLY 1651",138122,"L*45°",33.21,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4804",25770,"Fe 301 KM 370 1","6000010553","SLY 1651",138122,"L*110°",12.93,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4805",25771,"Fe 301 KM 370 1","6000010553","SLY 1651",138122,"c45°",22.68,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4806",25772,"Fe 301 KM 370 1","6000010553","SLY 1651",138122,"c75°",15.61,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4807",25773,"Fe 301 KM 370 1","6000010553","SLY 1651",138122,"h45°",84.93,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4808",25774,"Fe 301 KM 370 1","6000010553","SLY 1651",138122,"Suv15°",0.68,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4809",25775,"Fe 301 KM 370 1","6000010553","SLY 1651",138122,"huv15°",65.97,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4810",25776,"Fe 301 KM 370 1","6000010553","SLY 1651",138122,"huv-15°",65.27,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4811",25777,"Fe 301 KM 370 1","6000010553","SLY 1651",138122,"Si15°",7.7,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4812",25778,"Fe 301 KM 370 1","6000010553","SLY 1651",138122,"Sa15°",19.05,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4813",25779,"Fe 301 KM 370 1","6000010553","SLY 1651",138122,"CuV15°",99.9,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4814",25780,"Fe 301 KM 370 1","6000010553","SLY 1651",138122,"dE*15°",0.29,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4815",25781,"Fe 301 KM 370 1","6000010553","SLY 1651",138122,"dE*45°",0.99,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4816",25782,"Fe 301 KM 370 1","6000010553","SLY 1651",138122,"dE*110°",3.36,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4817",25783,"Fe 301 KM 370 1","6000010553","SLY 1651",138122,"Alman",30.18,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4818",25784,"Fe 301 KM 370 1","6000010553","SLY 1651",138122,"Glanz",57.57,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4819",25785,"Fe 301 KM 370 1","6000010553","SLY 1651",138122,"Gdiff",4.86,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4820",25786,"Fe 301 KM 370 1","6000010553","SLY 1651",138122,"korr. SUV15@62°",-0.05,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4821",25787,"Fe 301 KM 370 1","6000010553","SLY 1651",138122,"korr. H45",0,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4822",25788,"Fe 301 KM 370 1","6000010553","SLY 1651",138122,"korr. H75 @",0,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4823",25789,"Fe 301 KM 370 3","6000010553","SLY 1651",138122,"d10",10.56,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4824",25791,"Fe 301 KM 370 1","6000010553","SLY 1651",138122,"m(FeCl3)",495.5,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4825",25792,"Fe 301 KM 370 2","6000010553","SLY 1651",138122,"L*-15°",164.41,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4826",25793,"Fe 301 KM 370 2","6000010553","SLY 1651",138122,"L*15°",143.27,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4827",25794,"Fe 301 KM 370 2","6000010553","SLY 1651",138122,"L*45°",32.26,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4828",25795,"Fe 301 KM 370 2","6000010553","SLY 1651",138122,"L*110°",12.46,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4829",25796,"Fe 301 KM 370 2","6000010553","SLY 1651",138122,"c45°",26.5,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4830",25797,"Fe 301 KM 370 2","6000010553","SLY 1651",138122,"c75°",17.78,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4831",25798,"Fe 301 KM 370 2","6000010553","SLY 1651",138122,"h45°",83.13,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4832",25799,"Fe 301 KM 370 2","6000010553","SLY 1651",138122,"Suv15°",0.82,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4833",25800,"Fe 301 KM 370 2","6000010553","SLY 1651",138122,"huv15°",64.14,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4834",25801,"Fe 301 KM 370 2","6000010553","SLY 1651",138122,"huv-15°",64.11,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4835",25802,"Fe 301 KM 370 2","6000010553","SLY 1651",138122,"Si15°",7.85,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4836",25803,"Fe 301 KM 370 2","6000010553","SLY 1651",138122,"Sa15°",18.96,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4837",25804,"Fe 301 KM 370 2","6000010553","SLY 1651",138122,"CuV15°",117.99,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4838",25805,"Fe 301 KM 370 2","6000010553","SLY 1651",138122,"dE*15°",0.24,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4839",25806,"Fe 301 KM 370 2","6000010553","SLY 1651",138122,"dE*45°",1.51,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4840",25807,"Fe 301 KM 370 2","6000010553","SLY 1651",138122,"dE*110°",3.82,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4841",25808,"Fe 301 KM 370 2","6000010553","SLY 1651",138122,"Alman",30.33,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4842",25809,"Fe 301 KM 370 2","6000010553","SLY 1651",138122,"Glanz",56.74,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4843",25810,"Fe 301 KM 370 2","6000010553","SLY 1651",138122,"Gdiff",4.92,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4844",25811,"Fe 301 KM 370 2","6000010553","SLY 1651",138122,"korr. SUV15@62°",0.01,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4845",25812,"Fe 301 KM 370 2","6000010553","SLY 1651",138122,"korr. H45",0,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4846",25813,"Fe 301 KM 370 2","6000010553","SLY 1651",138122,"korr. H75 @",0,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4847",25814,"Fe 301 KM 370 3","6000010553","SLY 1651",138122,"d50",22.12,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4848",25816,"Fe 301 KM 370 2","6000010553","SLY 1651",138122,"m(FeCl3)",531.8,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4849",25817,"Fe 301 KM 370 3","6000010553","SLY 1651",138122,"L*-15°",160.76,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4850",25818,"Fe 301 KM 370 3","6000010553","SLY 1651",138122,"L*15°",139.57,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4851",25819,"Fe 301 KM 370 3","6000010553","SLY 1651",138122,"L*45°",31.96,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4852",25820,"Fe 301 KM 370 3","6000010553","SLY 1651",138122,"L*110°",12.47,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4853",25821,"Fe 301 KM 370 3","6000010553","SLY 1651",138122,"c45°",29.55,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4854",25822,"Fe 301 KM 370 3","6000010553","SLY 1651",138122,"c75°",19.74,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4855",25823,"Fe 301 KM 370 3","6000010553","SLY 1651",138122,"h45°",81.23,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4856",25824,"Fe 301 KM 370 3","6000010553","SLY 1651",138122,"Suv15°",0.94,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4857",25825,"Fe 301 KM 370 3","6000010553","SLY 1651",138122,"huv15°",61.7,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4858",25826,"Fe 301 KM 370 3","6000010553","SLY 1651",138122,"huv-15°",62.29,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4859",25827,"Fe 301 KM 370 3","6000010553","SLY 1651",138122,"Si15°",7.8,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4860",25828,"Fe 301 KM 370 3","6000010553","SLY 1651",138122,"Sa15°",19.86,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4861",25829,"Fe 301 KM 370 3","6000010553","SLY 1651",138122,"CuV15°",131.45,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4862",25830,"Fe 301 KM 370 3","6000010553","SLY 1651",138122,"dE*15°",0.78,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4863",25831,"Fe 301 KM 370 3","6000010553","SLY 1651",138122,"dE*45°",2.09,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4864",25832,"Fe 301 KM 370 3","6000010553","SLY 1651",138122,"dE*110°",4.8,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4865",25833,"Fe 301 KM 370 3","6000010553","SLY 1651",138122,"Alman",29.61,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4866",25834,"Fe 301 KM 370 3","6000010553","SLY 1651",138122,"Glanz",53.29,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4867",25835,"Fe 301 KM 370 3","6000010553","SLY 1651",138122,"Gdiff",4.97,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4868",25836,"Fe 301 KM 370 3","6000010553","SLY 1651",138122,"korr. SUV15@62°",0.04,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4869",25837,"Fe 301 KM 370 3","6000010553","SLY 1651",138122,"korr. H45",10.56,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4870",25838,"Fe 301 KM 370 3","6000010553","SLY 1651",138122,"korr. H75 @",22.12,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4871",25839,"Fe 301 KM 370 3","6000010553","SLY 1651",138122,"d90",38.5,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4872",25840,"Fe 301 KM 370 3","6000010553","SLY 1651",138122,"span",1.26,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4873",25841,"Fe 301 KM 370 3","6000010553","SLY 1651",138122,"m(FeCl3)",566.8,"Standard","Koloristik 7%",2022-06-27 15:43:00
"4874",25842,"Fe 301 KM 10% 370 1","6000010553","SLY 1651",138122,"L*-15°",170.94,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4875",25843,"Fe 301 KM 10% 370 1","6000010553","SLY 1651",138122,"L*15°",150.61,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4876",25844,"Fe 301 KM 10% 370 1","6000010553","SLY 1651",138122,"L*45°",33.99,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4877",25845,"Fe 301 KM 10% 370 1","6000010553","SLY 1651",138122,"L*110°",14.44,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4878",25846,"Fe 301 KM 10% 370 1","6000010553","SLY 1651",138122,"c45°",22.92,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4879",25847,"Fe 301 KM 10% 370 1","6000010553","SLY 1651",138122,"c75°",16.28,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4880",25848,"Fe 301 KM 10% 370 1","6000010553","SLY 1651",138122,"h45°",84.26,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4881",25849,"Fe 301 KM 10% 370 1","6000010553","SLY 1651",138122,"Suv15°",0.68,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4882",25850,"Fe 301 KM 10% 370 1","6000010553","SLY 1651",138122,"huv15°",65.91,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4883",25851,"Fe 301 KM 10% 370 1","6000010553","SLY 1651",138122,"huv-15°",65.35,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4884",25852,"Fe 301 KM 10% 370 1","6000010553","SLY 1651",138122,"Si15°",6.71,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4885",25853,"Fe 301 KM 10% 370 1","6000010553","SLY 1651",138122,"Sa15°",14.74,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4886",25854,"Fe 301 KM 10% 370 1","6000010553","SLY 1651",138122,"CuV15°",102.13,"Standard","Koloristik 10%",2022-06-27 15:43:00
"4887",25855,"Fe 301 KM 10% 370 1","6000010553","SLY 1651",138122,"dE*15°",0.16,"Standard","Koloristik 10%",2022-06-27 15:43:00
