"","id","batch","batch_material","batch_materialnumber","batch_manufacturingdate","batch_process","batch_type","predecessor","predecessor_material","predecessor_materialnumber","predecessor_manufacturingdate","predecessor_process","predecessor_type","tree","comments"
"702",709,"F1/SLY151","SICA_6_21_SLY",137942,2020-04-21,"Standard",NA,"F1/145","SICA_6_21_FKU",135230,2019-07-22,"Standard",NA,NA,NA
"703",710,"F12/HOM103","MOCA_6_21_YY_HOM",138122,2019-07-22,"Standard",NA,"F1/145","SICA_6_21_FKU",135230,2019-07-22,"Standard",NA,NA,NA
"704",711,"F12/HOM119","MOCA_6_21_YY_HOM",138122,2019-10-17,NA,NA,"F1/SLY126","SICA_6_21_SLY",137942,2019-10-17,"Standard",NA,NA,NA
"705",712,"F12/HOM130","MOCA_6_21_YY_HOM",138122,2020-01-14,NA,NA,"F1/SLY136","SICA_6_21_SLY",137942,2020-01-14,"Standard",NA,NA,NA
"706",713,"F12/HOM135","MOCA_6_21_YS_HOM",140489,2020-03-02,NA,NA,"F1/SLY137","SICA_6_21_SLY",137942,2020-03-02,"Standard",NA,NA,NA
"707",714,"F12/HOM143","MOCA_6_21_YY_HOM",138122,2020-04-07,NA,NA,"F1/SLY147","SICA_6_21_SLY",137942,2021-04-29,"Standard",NA,NA,NA
"708",715,"1000057077","SICA_6_21_FKU",135230,2021-04-29,"Standard",NA,"F1/SLY147","SICA_6_21_SLY",137942,2021-04-29,"Standard",NA,NA,NA
"709",716,"1000057077","SICA_6_21_FKU",135230,2021-04-29,"Standard",NA,"F1/SLY147","SICA_6_21_SLY",137942,2021-04-29,"Standard",NA,NA,NA
"710",717,"1000060658","MOCA_6_21_YY_HOM",138122,2021-06-10,NA,NA,"1000059680","SICA_6_21_SLY_MIX",147493,2021-06-17,"Standard",NA,NA,NA
"711",718,"1000061764","SICA_6_21_FKU",135230,2021-06-17,"Standard",NA,"1000059680","SICA_6_21_SLY_MIX",147493,2021-06-17,"Standard",NA,NA,NA
"712",719,"1000061764","SICA_6_21_FKU",135230,2021-06-17,"Standard",NA,"1000059680","SICA_6_21_SLY_MIX",147493,2021-06-17,"Standard",NA,NA,NA
"713",720,"1000061839","SICA_6_21_SLY",137942,2021-07-02,NA,NA,"1000061764","SICA_6_21_FKU",135230,2021-07-06,"Standard",NA,NA,NA
"714",721,"1000062699","SICA_6_21_FKU",135230,2021-06-30,"Standard",NA,"1000061764","SICA_6_21_FKU",135230,2021-07-06,"Standard",NA,NA,NA
"715",722,"1000062699","SICA_6_21_FKU",135230,2021-06-30,"Standard",NA,"1000061764","SICA_6_21_FKU",135230,2021-07-06,"Standard",NA,NA,NA
"716",723,"1000062708","SICA_6_21_FKU",135230,2021-06-30,"Standard",NA,"1000061764","SICA_6_21_FKU",135230,2021-07-06,"Standard",NA,NA,NA
"717",724,"1000062708","SICA_6_21_FKU",135230,2021-06-30,"Standard",NA,"1000061764","SICA_6_21_FKU",135230,2021-07-06,"Standard",NA,NA,NA
"718",725,"1000062842","SICA_6_21_SLY",137942,2021-07-05,"Standard",NA,"1000061764","SICA_6_21_FKU",135230,2021-07-06,"Standard",NA,NA,NA
"719",726,"1000062842","SICA_6_21_SLY",137942,2021-07-05,"Standard",NA,"1000061764","SICA_6_21_FKU",135230,2021-07-06,"Standard",NA,NA,NA
"720",727,"1000063443","SICA_6_21_FKU",135230,2021-07-06,"Standard",NA,"1000061764","SICA_6_21_FKU",135230,2021-07-06,"Standard",NA,NA,NA
"721",728,"1000063443","SICA_6_21_FKU",135230,2021-07-06,"Standard",NA,"1000061764","SICA_6_21_FKU",135230,2021-07-06,"Standard",NA,NA,NA
"722",729,"1000063792","MOCA_6_21_YY_HOM",138122,2021-07-15,NA,NA,"1000061839","SICA_6_21_SLY",137942,2021-07-28,NA,NA,NA,NA
"723",730,"1000064044","MOCA_6_21_YY_HOM",138122,2021-07-14,NA,NA,"1000063149","MOCA_6_21_YY_HOM",138122,2021-07-14,NA,NA,NA,NA
"724",731,"1000065385","SICA_6_21_SLY",137942,2021-08-03,NA,NA,"1000065347","SICA_6_21_FKU",135230,2021-08-13,NA,NA,NA,NA
"725",732,"1000066975","SICA_6_21_FKU",135230,2021-08-13,"Standard",NA,"1000065347","SICA_6_21_FKU",135230,2021-08-13,NA,NA,NA,NA
"726",733,"1000066975","SICA_6_21_FKU",135230,2021-08-13,"Standard",NA,"1000065347","SICA_6_21_FKU",135230,2021-08-13,NA,NA,NA,NA
"727",734,"1000067174","MOCA_6_21_YY_HOM",138122,2021-08-17,NA,NA,"1000065849","MOCA_6_21_YY_HOM",138122,2021-08-30,NA,NA,NA,NA
"728",735,"1000068157","SICA_6_21_FKU",135230,2021-08-30,"Standard",NA,"1000065849","MOCA_6_21_YY_HOM",138122,2021-08-30,NA,NA,NA,NA
"729",736,"1000068157","SICA_6_21_FKU",135230,2021-08-30,"Standard",NA,"1000065849","MOCA_6_21_YY_HOM",138122,2021-08-30,NA,NA,NA,NA
"730",737,"1000069821","MOCA_6_21_YS_HOM",140489,2021-10-01,NA,NA,"1000068158","SICA_6_21_SLY",137942,2021-10-01,NA,NA,NA,NA
"731",738,"1000070666","MOCA_6_21_YS_HOM",140489,2021-10-12,"Umgearbeitete Ausgangscharge",NA,"1000069111","SICA_6_21_FKU",135230,2021-10-15,"Standard",NA,NA,NA
"732",739,"1000072404","SICA_6_21_FKU",135230,2021-10-15,"Standard",NA,"1000069111","SICA_6_21_FKU",135230,2021-10-15,"Standard",NA,NA,NA
"733",740,"1000072404","SICA_6_21_FKU",135230,2021-10-15,"Standard",NA,"1000069111","SICA_6_21_FKU",135230,2021-10-15,"Standard",NA,NA,NA
"734",741,"1000079039","MOCA_6_21_YY_HOM",138122,2022-01-24,NA,NA,"1000078341","SICA_6_21_SLY_MIX",147493,2022-01-24,"Standard",NA,NA,NA
"735",742,"1000079904","MOCA_6_21_YY_HOM",138122,2022-01-31,NA,NA,"1000078375","SICA_6_21_SLY",137942,2022-01-31,"Standard",NA,NA,NA
"736",743,"1000083997","SICA_3_21_FKU",149140,2022-03-11,NA,NA,"6000010712","Decomet VP/13240 HALB",135709,2022-03-11,"Standard",NA,NA,NA
"737",744,"1000085086","MOCA_3_21_OO_HOM",149149,2022-03-23,NA,NA,"1000084012","SICA_3_21_SLY",149141,2022-03-23,"Standard",NA,NA,NA
"738",745,"1000085252","MOCA_3_21_OO_HOM",149149,2022-03-28,"Umgearbeitete Ausgangscharge",NA,"1000083997","SICA_3_21_FKU",149140,2022-03-17,NA,NA,NA,NA
"739",746,"1000086522","MOCA_3_21_OO_HOM",149149,2022-04-11,NA,NA,"1000085859","SICA_3_21_SLY",149141,2022-04-11,NA,NA,NA,NA
"740",747,"1000086631","SICA_3_21_FKU",149140,2022-04-08,NA,NA,"6000011421","Decomet VP/13240 HALB",135709,2022-04-08,NA,NA,NA,NA
"741",748,"1000086636","SICA_3_21_SLY",149141,2022-04-13,NA,NA,"1000086631","SICA_3_21_FKU",149140,2022-05-04,NA,"gamma",NA,NA
"742",749,"1000088604","MOCA_3_21_OO_HOM",149149,2022-05-04,"Standard",NA,"1000086631","SICA_3_21_FKU",149140,2022-05-04,NA,"gamma",NA,NA
"743",750,"1000088604","MOCA_3_21_OO_HOM",149149,2022-05-04,"Standard",NA,"1000086631","SICA_3_21_FKU",149140,2022-05-04,NA,"gamma",NA,NA
"744",751,"1000089400","SICA_6_21_SLY_MIX",147493,2022-05-11,NA,NA,"1000082965","SICA_6_21_SLY",137942,2022-08-29,NA,NA,NA,NA
"745",752,"1000090857","SICA_6_21_FKU",135230,2022-05-31,"Standard",NA,"1000082965","SICA_6_21_SLY",137942,2022-08-29,NA,NA,NA,NA
"746",753,"1000090857","SICA_6_21_FKU",135230,2022-05-31,"Standard",NA,"1000082965","SICA_6_21_SLY",137942,2022-08-29,NA,NA,NA,NA
"747",754,"1000093988","SICA_3_21_FKU",149140,2022-07-21,NA,NA,"6000012414","Decomet VP/13240 HALB",135709,2022-07-21,"C1",NA,NA,NA
"748",755,"1000093989","SICA_3_21_SLY",149141,2022-07-20,NA,NA,"1000093988","SICA_3_21_FKU",149140,2022-07-20,NA,"gamma",NA,NA
"749",756,"1000094565","SICA_3_21_FKU",149140,2022-07-27,NA,NA,"6000011870","Decomet VP/13240 HALB",135709,2022-11-22,"C1",NA,NA,NA
"750",757,"1000095396","MOCA_3_21_OO_HOM",149149,2022-08-16,"Standard",NA,"6000011870","Decomet VP/13240 HALB",135709,2022-11-22,"C1",NA,NA,NA
"751",758,"1000095396","MOCA_3_21_OO_HOM",149149,2022-08-16,"Standard",NA,"6000011870","Decomet VP/13240 HALB",135709,2022-11-22,"C1",NA,NA,NA
"752",759,"1000100448","SICA_6_21_FKU",135230,2022-11-22,"Standard",NA,"6000011870","Decomet VP/13240 HALB",135709,2022-11-22,"C1",NA,NA,NA
"753",760,"1000100448","SICA_6_21_FKU",135230,2022-11-22,"Standard",NA,"6000011870","Decomet VP/13240 HALB",135709,2022-11-22,"C1",NA,NA,NA
"754",761,"6000002299","Decomet VP/13240 - GESPERRT",131279,2019-04-24,"C1",NA,"6000002122","MetPETFoil-Al-AC0, bds4f14",109797,2019-06-05,"C1",NA,NA,NA
"755",762,"6000002589","Decomet VP/13240 - GESPERRT",131279,2019-05-17,"C1",NA,"6000002122","MetPETFoil-Al-AC0, bds4f14",109797,2019-06-05,"C1",NA,NA,NA
"756",763,"6000002749","Decomet VP/13240 - GESPERRT",131279,2019-06-07,"C1",NA,"6000002122","MetPETFoil-Al-AC0, bds4f14",109797,2019-06-05,"C1",NA,NA,NA
"757",764,"6000003152","Decomet VP/13240 - GESPERRT",131279,2019-07-12,"C1",NA,"6000002967","MetPETFoil-Al-AC0, bds4f14",109797,2019-04-17,"C1",NA,NA,NA
"758",765,"6000003652","Decomet VP/13240 - GESPERRT",131279,2019-08-22,"C1",NA,"6000003527","MetPETFoil-Al-AC0, bds4f14",109797,2019-04-17,"C1",NA,NA,NA
"759",766,"6000004469","Decomet VP/13240 - GESPERRT",131279,2019-10-31,"C1",NA,"6000004112","MetPETFoil-Al-AC0, bds4f14",109797,2019-04-17,"C1",NA,NA,NA
"760",767,"6000004589","Decomet VP/13240 - GESPERRT",131279,2019-11-14,"C1",NA,"6000004112","MetPETFoil-Al-AC0, bds4f14",109797,2019-04-17,"C1",NA,NA,NA
"761",768,"6000004827","Decomet VP/13240 - GESPERRT",131279,2019-12-09,"C1",NA,"6000004112","MetPETFoil-Al-AC0, bds4f14",109797,2019-04-17,"C1",NA,NA,NA
"762",769,"6000005522","Decomet VP/13240 - GESPERRT",131279,2020-03-10,"C1",NA,"6000004712","MetPETFoil-Al-AC0, bds4f14",109797,2019-12-04,"C1","gamma",NA,NA
"763",770,"6000006398","Decomet VP/14087 - GESPERRT",147466,2020-06-23,"C1",NA,"6000002870","Decomet VP/13240 - GESPERRT",131279,2020-06-23,"C1","gamma",NA,NA
"764",771,"6000006511","Decomet VP/14087 - GESPERRT",147466,2020-06-22,"C1",NA,"6000004984","MetPETFoil-Al-AC0, bds4f14",109797,2019-12-04,"C1","gamma",NA,NA
"765",772,"6000006852","Decomet VP/13240 - GESPERRT",131279,2020-08-06,"C1",NA,"6000006392","MetPETFoil-Al-AC0, bds4f14",109797,2022-07-13,NA,NA,NA,NA
"766",773,"6000006978","Decomet VP/13240 - GESPERRT",131279,2020-08-31,"C1",NA,"7000000012","MetPETFoil-Al-AC0, bds4f14",109797,2020-06-03,NA,NA,NA,NA
"767",774,"6000007460","Decomet VP/14087 - GESPERRT",147466,2020-10-21,"C1",NA,"7000000026","MetPETFoil-Al-AC0, bds4f14",109797,2020-08-10,NA,"gamma",NA,NA
"768",775,"6000007782","Decomet VP/13240 - GESPERRT",131279,2020-12-17,"Standard",NA,"7000000026","MetPETFoil-Al-AC0, bds4f14",109797,2020-08-10,NA,"gamma",NA,NA
"769",776,"6000007801","Decomet VP/13240 - GESPERRT",131279,2020-11-19,"C1",NA,"7000000040","MetPETFoil-Al-AC0, bds4f14",109797,2020-09-03,NA,"gamma",NA,NA
"770",777,"6000007863","Decomet VP/13240 - GESPERRT",131279,2020-11-26,"Standard",NA,"7000000040","MetPETFoil-Al-AC0, bds4f14",109797,2020-09-03,NA,"gamma",NA,NA
"771",778,"6000007863","Decomet VP/13240 - GESPERRT",131279,2020-11-26,"Standard",NA,"7000000040","MetPETFoil-Al-AC0, bds4f14",109797,2020-09-03,NA,"gamma",NA,NA
"772",779,"6000008063","Decomet VP/14087 - GESPERRT",147466,2020-12-11,"C1",NA,"7000000067","MetPETFoil-Al-AC0, bds4f14",109797,2020-09-15,NA,"gamma",NA,NA
"773",780,"6000008093","Decomet VP/13240 - GESPERRT",131279,2020-12-14,"C1",NA,"7000000039","MetPETFoil-Al-AC0, bds4f14",109797,2020-09-01,NA,"gamma",NA,NA
"774",781,"6000008502","Decomet VP/13240 - GESPERRT",131279,2021-02-08,"C1",NA,"7000000142","MetPETFoil-Al-AC0, bds4f14",109797,2020-09-01,NA,"gamma",NA,NA
"775",782,"6000008650","Decomet VP/13240 - GESPERRT",131279,2021-02-18,"Standard",NA,"7000000142","MetPETFoil-Al-AC0, bds4f14",109797,2020-09-01,NA,"gamma",NA,NA
"776",783,"6000008650","Decomet VP/13240 - GESPERRT",131279,2021-02-18,"Standard",NA,"7000000142","MetPETFoil-Al-AC0, bds4f14",109797,2020-09-01,NA,"gamma",NA,NA
"777",784,"6000008801","Decomet VP/13240 - GESPERRT",131279,2021-03-08,"C1",NA,"7000000117","MetPETFoil-Al-AC0, bds4f14",109797,2020-10-28,NA,"gamma",NA,NA
"778",785,"6000008998","Decomet VP/14087 - GESPERRT",147466,2021-03-25,"C1",NA,"7000000069","MetPETFoil-Al-AC0, bds4f14",109797,2020-09-16,NA,"gamma",NA,NA
"779",786,"6000009319","Decomet VP/13240 - GESPERRT",131279,2021-04-24,"C1",NA,"7000000121","MetPETFoil-Al-AC0, bds4f14",109797,2020-11-03,NA,"gamma",NA,NA
"780",787,"6000009430","Decomet VP/13240 - GESPERRT",131279,2021-05-07,"C1",NA,"7000000116","MetPETFoil-Al-AC0, bds4f14",109797,2020-10-27,NA,"gamma",NA,NA
"781",788,"6000009456","Decomet VP/13240 - GESPERRT",131279,2021-05-08,"C1",NA,"7000000119","MetPETFoil-Al-AC0, bds4f14",109797,2020-11-02,NA,"gamma",NA,NA
"782",789,"6000009838","Decomet VP/13240 - GESPERRT",131279,2021-06-29,"C1",NA,"7000000221","MetPETFoil-Al-AC0, bds4f14",109797,2021-01-29,NA,"gamma",NA,NA
"783",790,"6000010349","Decomet VP/13240 HALB",135709,2021-09-13,"C1",NA,"6000010249","Decomet VP/13240 HALB",135709,2021-09-13,"C1","gamma",NA,NA
"784",791,"6000010447","Decomet VP/13240 HALB",135709,2021-09-13,"C1",NA,"7000000452","MetPETFoil-Al-AC0, bds4f14",109797,2021-07-07,NA,"gamma",NA,NA
"785",792,"6000010653","Decomet VP/13240 HALB",135709,2021-10-11,"C1",NA,"6000005006","MetPETFoil-Al-AC0, bds4f14",109797,2021-10-23,NA,"gamma",NA,NA
"786",793,"6000010725","Decomet VP/13240 HALB",135709,2021-10-22,"C1",NA,"6000005006","MetPETFoil-Al-AC0, bds4f14",109797,2021-10-23,NA,"gamma",NA,NA
"787",794,"6000010958","Decomet VP/13240 HALB",135709,2021-11-16,"C1",NA,"6000010521","Decomet VP/13240 HALB",135709,2021-11-16,NA,"gamma",NA,NA
"788",795,"6000011705","Decomet VP/13240 HALB",135709,2022-02-19,"Umgearbeitete Ausgangscharge",NA,"7000000509","MetPETFoil-Al-AC0, bds4f14",109797,2021-09-07,NA,"gamma",NA,NA
"789",796,"6000011931","Decomet VP/14087 HALB",156898,2022-03-19,"C1",NA,"6000011062","Decomet VP/14087 HALB",156898,2022-03-19,NA,"gamma",NA,NA
"790",797,"6000011936","Decomet VP/14087 HALB",156898,2022-03-11,"C1",NA,"6000005006","MetPETFoil-Al-AC0, bds4f14",109797,2021-10-23,NA,"gamma",NA,NA
"791",798,"6000012300","Decomet VP/13240 HALB",135709,2022-04-10,"C1",NA,"7000000581","MetPETFoil-Al-AC0, bds4f14",109797,2021-10-29,NA,"gamma",NA,NA
"792",799,"6000012537","Decomet VP/14087 HALB",156898,2022-05-10,"C1",NA,"93503","MetPETFoil-Al-AC0, bds4f14",109797,2022-03-22,NA,"gamma",NA,NA
"793",800,"6000012587","Decomet VP/13240 HALB",135709,2022-05-15,"C1",NA,"7000000580","MetPETFoil-Al-AC0, bds4f14",109797,2021-10-29,NA,"gamma",NA,NA
"794",801,"6000013290","Decomet VP/13240 HALB",135709,2022-08-14,"C1",NA,"7000000733","MetPETFoil-Al-AC0, bds4f14",109797,2022-03-22,NA,"gamma",NA,NA
"795",802,"6000013495","Decomet VP/13240 HALB",135709,2022-09-20,"C1",NA,"7000000732","MetPETFoil-Al-AC0, bds4f14",109797,2022-03-22,NA,"gamma",NA,NA
"796",803,"F1/106","SICA_6_21_FKU",135230,2019-04-02,NA,NA,"6000001661","Decomet VP/13240 - GESPERRT",131279,2019-04-02,"C1","gamma",NA,NA
"797",804,"F1/107","SICA_6_21_FKU",135230,2019-04-12,"Umgearbeitete Ausgangscharge",NA,"6000000557","MetPETFoil-Al-AC0, bds4f14",109797,2022-07-13,NA,NA,NA,NA
"798",805,"F1/117","SICA_6_21_FKU",135230,2019-06-27,NA,NA,"6000002662","Decomet VP/13240 - GESPERRT",131279,2019-07-09,"C1",NA,NA,NA
"799",806,"F1/125","SICA_6_21_FKU",135230,2019-08-30,"Umgearbeitete Ausgangscharge",NA,"6000002967","MetPETFoil-Al-AC0, bds4f14",109797,2019-04-17,"C1",NA,NA,NA
"800",807,"F1/146","SICA_6_21_FKU",135230,2020-03-14,"Standard",NA,"6000002967","MetPETFoil-Al-AC0, bds4f14",109797,2019-04-17,"C1",NA,NA,NA
"801",808,"F1/146","SICA_6_21_FKU",135230,2020-03-14,"Standard",NA,"6000002967","MetPETFoil-Al-AC0, bds4f14",109797,2019-04-17,"C1",NA,NA,NA
"802",809,"F1/147","SICA_6_21_FKU",135230,2020-03-17,"Standard",NA,"6000002967","MetPETFoil-Al-AC0, bds4f14",109797,2019-04-17,"C1",NA,NA,NA
"803",810,"F1/147","SICA_6_21_FKU",135230,2020-03-17,"Standard",NA,"6000002967","MetPETFoil-Al-AC0, bds4f14",109797,2019-04-17,"C1",NA,NA,NA
"804",811,"F1/150","SICA_6_21_FKU",135230,2020-03-26,"Standard",NA,"6000002967","MetPETFoil-Al-AC0, bds4f14",109797,2019-04-17,"C1",NA,NA,NA
"805",812,"F1/150","SICA_6_21_FKU",135230,2020-03-26,"Standard",NA,"6000002967","MetPETFoil-Al-AC0, bds4f14",109797,2019-04-17,"C1",NA,NA,NA
"806",813,"F1/155","SICA_6_21_FKU",135230,2020-06-25,"Standard",NA,"6000002967","MetPETFoil-Al-AC0, bds4f14",109797,2019-04-17,"C1",NA,NA,NA
"807",814,"F1/155","SICA_6_21_FKU",135230,2020-06-25,"Standard",NA,"6000002967","MetPETFoil-Al-AC0, bds4f14",109797,2019-04-17,"C1",NA,NA,NA
"808",815,"F1/98","SICA_6_21_FKU",135230,2019-01-23,"Standard",NA,"6000002967","MetPETFoil-Al-AC0, bds4f14",109797,2019-04-17,"C1",NA,NA,NA
"809",816,"F1/SLY118","SICA_6_21_SLY",137942,2019-07-29,NA,NA,"F1/118","SICA_6_21_FKU",135230,2019-07-29,"C1","gamma",NA,NA
"810",817,"F1/SLY123","SICA_6_21_SLY",137942,2019-08-19,"Umgearbeitete Ausgangscharge",NA,"6000002747","Decomet VP/13240 - GESPERRT",131279,2019-08-19,"C1","gamma",NA,NA
"811",818,"F1/SLY131","SICA_6_21_SLY",137942,2019-10-16,NA,NA,"F1/131","SICA_6_21_FKU",135230,2020-06-26,"C1","gamma",NA,NA
"812",819,"F1/SLY150","SICA_6_21_SLY",137942,2020-03-30,"Standard",NA,"F1/131","SICA_6_21_FKU",135230,2020-06-26,"C1","gamma",NA,NA
"813",820,"F1/SLY150","SICA_6_21_SLY",137942,2020-03-30,"Standard",NA,"F1/131","SICA_6_21_FKU",135230,2020-06-26,"C1","gamma",NA,NA
"814",821,"F1/SLY155","SICA_6_21_SLY",137942,2020-06-26,"Standard",NA,"F1/131","SICA_6_21_FKU",135230,2020-06-26,"C1","gamma",NA,NA
"815",822,"F1/SLY155","SICA_6_21_SLY",137942,2020-06-26,"Standard",NA,"F1/131","SICA_6_21_FKU",135230,2020-06-26,"C1","gamma",NA,NA
"816",823,"F1/SLY157","SICA_3_21_SLY",149141,2020-09-29,NA,NA,"F1/157","SICA_3_21_FKU",149140,2020-09-29,"C1","gamma",NA,NA
"817",824,"F1/SLY159","SICA_3_21_SLY",149141,2020-10-20,"Umgearbeitete Ausgangscharge",NA,"6000006909","Decomet VP/13240 - GESPERRT",131279,2020-10-20,"C1","gamma",NA,NA
"818",825,"F1/SLY160","SICA_6_21_SLY",137942,2020-11-16,NA,NA,"F1/160","SICA_6_21_FKU",135230,2019-08-01,"C1","gamma",NA,NA
"819",826,"F12/HOM107","MOCA_6_21_YY_HOM",138122,2019-08-02,"Standard",NA,"F1/160","SICA_6_21_FKU",135230,2019-08-01,"C1","gamma",NA,NA
"820",827,"F12/HOM108","MOCA_6_21_YY_HOM",138122,2019-08-01,"Standard",NA,"F1/160","SICA_6_21_FKU",135230,2019-08-01,"C1","gamma",NA,NA
"821",828,"F12/HOM112","MOCA_6_21_YY_HOM",138122,2019-09-30,NA,NA,"F1/SLY118","SICA_6_21_SLY",137942,2019-09-30,NA,NA,NA,NA
"822",829,"F12/HOM127","MOCA_6_21_YY_HOM",138122,2019-11-26,NA,NA,"F1/SLY134","SICA_6_21_SLY",137942,2019-11-26,NA,NA,NA,NA
"823",830,"F12/HOM148","MOCA_6_21_YY_HOM",138122,2020-05-20,NA,NA,"F1/SLY151","SICA_6_21_SLY",137942,2020-05-20,"Standard",NA,NA,NA
"824",831,"F12/HOM149","MOCA_6_21_YY_HOM",138122,2020-06-04,NA,NA,"F1/SLY152","SICA_6_21_SLY",137942,2019-04-26,"Standard",NA,NA,NA
"825",832,"F12/HOM52","MOCA_6_21_YS_HOM",140489,2020-05-28,"Standard",NA,"F1/SLY152","SICA_6_21_SLY",137942,2019-04-26,"Standard",NA,NA,NA
"826",833,"F12/HOM74","MOCA_6_21_YY_HOM",138122,2019-07-02,"Standard",NA,"F1/SLY152","SICA_6_21_SLY",137942,2019-04-26,"Standard",NA,NA,NA
"827",834,"F12/HOM81","MOCA_6_21_YY_HOM",138122,2019-03-28,"Standard",NA,"F1/SLY152","SICA_6_21_SLY",137942,2019-04-26,"Standard",NA,NA,NA
"828",835,"F12/HOM81","MOCA_6_21_YY_HOM",138122,2019-03-28,"Standard",NA,"F1/SLY152","SICA_6_21_SLY",137942,2019-04-26,"Standard",NA,NA,NA
"829",836,"F12/HOM93","MOCA_6_21_YY_HOM",138122,2019-04-26,"Standard",NA,"F1/SLY152","SICA_6_21_SLY",137942,2019-04-26,"Standard",NA,NA,NA
"830",837,"F12/HOM93","MOCA_6_21_YY_HOM",138122,2019-04-26,"Standard",NA,"F1/SLY152","SICA_6_21_SLY",137942,2019-04-26,"Standard",NA,NA,NA
"831",838,"SLY/MIX3","SICA_6_21_SLY_MIX",147493,2019-11-15,"Umgearbeitete Ausgangscharge",NA,"F1/SLY131","SICA_6_21_SLY",137942,2019-11-15,NA,NA,NA,NA
"832",839,"1000053902","SICA_3_21_SLY",149141,2021-04-07,NA,NA,"1000053898","SICA_3_21_FKU",149140,2021-04-07,NA,NA,NA,NA
"833",840,"1000058540","SICA_6_21_SLY",137942,2021-05-25,NA,NA,"1000058529","SICA_6_21_FKU",135230,2021-06-15,NA,NA,NA,NA
"834",841,"1000058994","MOCA_6_21_YY_HOM",138122,2021-05-21,NA,NA,"1000057617","SICA_6_21_SLY",137942,2021-05-26,NA,"gamma",NA,NA
"835",842,"1000061313","MOCA_6_21_YY_HOM",138122,2021-06-15,"Umgearbeitete Ausgangscharge",NA,"1000058529","SICA_6_21_FKU",135230,2021-06-15,NA,NA,NA,NA
"836",843,"1000061437","SICA_6_21_FKU",135230,2021-06-15,"Standard",NA,"1000058529","SICA_6_21_FKU",135230,2021-06-15,NA,NA,NA,NA
"837",844,"1000061437","SICA_6_21_FKU",135230,2021-06-15,"Standard",NA,"1000058529","SICA_6_21_FKU",135230,2021-06-15,NA,NA,NA,NA
"838",845,"1000064201","SICA_6_21_SLY_MIX",147493,2021-07-16,NA,NA,"1000061839","SICA_6_21_SLY",137942,2021-07-28,NA,NA,NA,NA
"839",846,"1000065347","SICA_6_21_FKU",135230,2021-07-28,"Standard",NA,"1000061839","SICA_6_21_SLY",137942,2021-07-28,NA,NA,NA,NA
"840",847,"1000065347","SICA_6_21_FKU",135230,2021-07-28,"Standard",NA,"1000061839","SICA_6_21_SLY",137942,2021-07-28,NA,NA,NA,NA
"841",848,"1000066708","MOCA_6_21_YY_HOM",138122,2021-08-18,"Umgearbeitete Ausgangscharge",NA,"1000064234","SICA_6_21_FKU",135230,2021-09-16,NA,NA,NA,NA
"842",849,"1000069482","SICA_6_21_SLY",137942,2021-09-16,"Standard",NA,"1000064234","SICA_6_21_FKU",135230,2021-09-16,NA,NA,NA,NA
"843",850,"1000069482","SICA_6_21_SLY",137942,2021-09-16,"Standard",NA,"1000064234","SICA_6_21_FKU",135230,2021-09-16,NA,NA,NA,NA
"844",851,"1000071617","MOCA_6_21_YS_HOM",140489,2021-10-18,NA,NA,"1000069482","SICA_6_21_SLY",137942,2021-10-18,"Standard","gamma",NA,NA
"845",852,"1000072405","SICA_6_21_SLY",137942,2021-10-19,NA,NA,"1000072404","SICA_6_21_FKU",135230,2021-11-19,"Standard",NA,NA,NA
"846",853,"1000072990","MOCA_6_21_YS_HOM",140489,2021-10-23,"Standard",NA,"1000072404","SICA_6_21_FKU",135230,2021-11-19,"Standard",NA,NA,NA
"847",854,"1000072996","SICA_6_21_SLY",137942,2021-10-26,"Standard",NA,"1000072404","SICA_6_21_FKU",135230,2021-11-19,"Standard",NA,NA,NA
"848",855,"1000072996","SICA_6_21_SLY",137942,2021-10-26,"Standard",NA,"1000072404","SICA_6_21_FKU",135230,2021-11-19,"Standard",NA,NA,NA
"849",856,"1000074281","SICA_6_21_SLY",137942,2021-11-08,"Standard",NA,"1000072404","SICA_6_21_FKU",135230,2021-11-19,"Standard",NA,NA,NA
"850",857,"1000074281","SICA_6_21_SLY",137942,2021-11-08,"Standard",NA,"1000072404","SICA_6_21_FKU",135230,2021-11-19,"Standard",NA,NA,NA
"851",858,"1000075371","SICA_6_21_FKU",135230,2021-11-19,"Standard",NA,"1000072404","SICA_6_21_FKU",135230,2021-11-19,"Standard",NA,NA,NA
"852",859,"1000075371","SICA_6_21_FKU",135230,2021-11-19,"Standard",NA,"1000072404","SICA_6_21_FKU",135230,2021-11-19,"Standard",NA,NA,NA
"853",860,"1000078341","SICA_6_21_SLY_MIX",147493,2022-01-11,NA,NA,"1000074281","SICA_6_21_SLY",137942,2022-01-11,"Standard",NA,NA,NA
"854",861,"1000078506","MOCA_6_21_YY_HOM",138122,2022-01-10,NA,NA,"1000074643","MOCA_6_21_YY_HOM",138122,2022-01-10,"Standard",NA,NA,NA
"855",862,"1000079025","MOCA_6_21_YY_HOM",138122,2022-01-18,"Umgearbeitete Ausgangscharge",NA,"1000072996","SICA_6_21_SLY",137942,2022-07-21,"Standard",NA,NA,NA
"856",863,"1000091403","SICA_6_21_FKU",135230,2022-06-10,"Standard",NA,"1000072996","SICA_6_21_SLY",137942,2022-07-21,"Standard",NA,NA,NA
