"","id","batch","batch_material","batch_materialnumber","batch_manufacturingdate","batch_process","batch_type","predecessor","predecessor_material","predecessor_materialnumber","predecessor_manufacturingdate","predecessor_process","predecessor_type","tree","comments"
"1009",1016,"6000012191","Decomet VP/13240 HALB",135709,2022-04-01,"C1",NA,"6000011231","Decomet VP/13240 HALB",135709,2022-04-01,"C1","gamma",NA,NA
"1010",1017,"6000012236","Decomet VP/13240 HALB",135709,2022-04-07,"C1",NA,"7000000581","MetPETFoil-Al-AC0, bds4f14",109797,2021-10-29,NA,"gamma",NA,NA
"1011",1018,"6000012419","Decomet VP/13240 HALB",135709,2022-04-29,"C1",NA,"7000000728","MetPETFoil-Al-AC0, bds4f14",109797,2022-03-23,NA,"gamma",NA,NA
"1012",1019,"6000012494","Decomet VP/14087 HALB GEM",157687,2022-05-04,"C1",NA,"6000009288","Decomet VP/14087 - GESPERRT",147466,2022-05-04,NA,"gamma",NA,NA
"1013",1020,"6000012718","Decomet VP/14087 HALB",156898,2022-06-02,"C1",NA,"6000005692","MetPETFoil-Al-AC0, bds4f14",109797,2022-03-23,NA,"gamma",NA,NA
"1014",1021,"6000013309","Decomet VP/13240 HALB",135709,2022-08-16,"C1",NA,"7000000727","MetPETFoil-Al-AC0, bds4f14",109797,2022-03-19,NA,"gamma",NA,NA
"1015",1022,"6000013341","Decomet VP/13240 HALB",135709,2022-08-25,"C1",NA,"7000000734","MetPETFoil-Al-AC0, bds4f14",109797,2022-03-23,NA,"gamma",NA,NA
"1016",1023,"6000013824","Decomet VP/14087 HALB",156898,2022-11-08,"C1",NA,"6000005692","MetPETFoil-Al-AC0, bds4f14",109797,2022-03-23,NA,"gamma",NA,NA
"1017",1024,"6000013963","Decomet VP/13240 HALB",135709,2022-11-23,"C1",NA,"6000013290","Decomet VP/13240 HALB",135709,2019-02-14,"C1","gamma",NA,NA
"1018",1025,"F1/102","SICA_6_21_FKU",135230,2019-02-14,"Standard",NA,"6000013290","Decomet VP/13240 HALB",135709,2019-02-14,"C1","gamma",NA,NA
"1019",1026,"F1/109","SICA_6_21_FKU",135230,2019-04-30,NA,NA,"6000002299","Decomet VP/13240 - GESPERRT",131279,2019-04-30,"C1",NA,NA,NA
"1020",1027,"F1/112","SICA_6_21_FKU",135230,2019-05-28,"Umgearbeitete Ausgangscharge",NA,"6000002122","MetPETFoil-Al-AC0, bds4f14",109797,2019-06-05,"C1",NA,NA,NA
"1021",1028,"F1/118","SICA_6_21_FKU",135230,2019-07-24,NA,NA,"6000002567","Decomet VP/13240 - GESPERRT",131279,2019-07-24,"C1",NA,NA,NA
"1022",1029,"F1/126","SICA_6_21_FKU",135230,2019-08-30,"Umgearbeitete Ausgangscharge",NA,"6000002967","MetPETFoil-Al-AC0, bds4f14",109797,2019-04-17,"C1",NA,NA,NA
"1023",1030,"F1/127","SICA_6_21_FKU",135230,2019-09-06,NA,NA,"6000003668","Decomet VP/13240 - GESPERRT",131279,2019-09-06,"C1",NA,NA,NA
"1024",1031,"F1/133","SICA_6_21_FKU",135230,2019-10-22,"Umgearbeitete Ausgangscharge",NA,"6000000557","MetPETFoil-Al-AC0, bds4f14",109797,2022-07-13,NA,NA,NA,NA
"1025",1032,"F1/149","SICA_6_21_FKU",135230,2020-03-24,"Standard",NA,"6000000557","MetPETFoil-Al-AC0, bds4f14",109797,2022-07-13,NA,NA,NA,NA
"1026",1033,"F1/149","SICA_6_21_FKU",135230,2020-03-24,"Standard",NA,"6000000557","MetPETFoil-Al-AC0, bds4f14",109797,2022-07-13,NA,NA,NA,NA
"1027",1034,"F1/160","SICA_6_21_FKU",135230,2020-11-12,"Standard",NA,"6000000557","MetPETFoil-Al-AC0, bds4f14",109797,2022-07-13,NA,NA,NA,NA
"1028",1035,"F1/160","SICA_6_21_FKU",135230,2020-11-12,"Standard",NA,"6000000557","MetPETFoil-Al-AC0, bds4f14",109797,2022-07-13,NA,NA,NA,NA
"1029",1036,"F1/164","SICA_3_21_FKU",149140,2021-01-19,NA,NA,"6000006994","Decomet VP/13240 - GESPERRT",131279,2021-01-19,"C1",NA,NA,NA
"1030",1037,"F1/SLY112","SICA_6_21_SLY",137942,2019-06-11,NA,NA,"F1/112","SICA_6_21_FKU",135230,2019-06-11,"Umgearbeitete Ausgangscharge","gamma",NA,NA
"1031",1038,"F1/SLY114","SICA_6_21_SLY",137942,2019-06-19,"Umgearbeitete Ausgangscharge",NA,"6000002507","Decomet VP/13240 - GESPERRT",131279,2019-06-19,"C1",NA,NA,NA
"1032",1039,"F1/SLY125","SICA_6_21_SLY",137942,2019-09-09,NA,NA,"F1/125","SICA_6_21_FKU",135230,2019-09-09,"Umgearbeitete Ausgangscharge",NA,NA,NA
"1033",1040,"F1/SLY137","SICA_6_21_SLY",137942,2020-01-14,"Umgearbeitete Ausgangscharge",NA,"6000004469","Decomet VP/13240 - GESPERRT",131279,2020-01-14,"C1",NA,NA,NA
"1034",1041,"F1/SLY139","SICA_6_21_SLY",137942,2020-01-21,NA,NA,"F1/139","SICA_6_21_FKU",135230,2020-03-27,"C1",NA,NA,NA
"1035",1042,"F1/SLY147","SICA_6_21_SLY",137942,2020-03-23,"Standard",NA,"F1/139","SICA_6_21_FKU",135230,2020-03-27,"C1",NA,NA,NA
"1036",1043,"F1/SLY147","SICA_6_21_SLY",137942,2020-03-23,"Standard",NA,"F1/139","SICA_6_21_FKU",135230,2020-03-27,"C1",NA,NA,NA
"1037",1044,"F1/SLY149","SICA_6_21_SLY",137942,2020-03-27,"Standard",NA,"F1/139","SICA_6_21_FKU",135230,2020-03-27,"C1",NA,NA,NA
"1038",1045,"F1/SLY149","SICA_6_21_SLY",137942,2020-03-27,"Standard",NA,"F1/139","SICA_6_21_FKU",135230,2020-03-27,"C1",NA,NA,NA
"1039",1046,"F1/SLY158","SICA_3_21_SLY",149141,2020-10-12,NA,NA,"F1/158","SICA_3_21_FKU",149140,2019-07-22,"C1",NA,NA,NA
"1040",1047,"F12/HOM104","MOCA_6_21_YY_HOM",138122,2019-07-22,"Standard",NA,"F1/158","SICA_3_21_FKU",149140,2019-07-22,"C1",NA,NA,NA
"1041",1048,"F12/HOM106","MOCA_6_21_YY_HOM",138122,2019-07-29,NA,NA,"F1/SLY114","SICA_6_21_SLY",137942,2019-09-02,"Umgearbeitete Ausgangscharge",NA,NA,NA
"1042",1049,"F12/HOM110","MOCA_6_21_YY_HOM",138122,2019-08-30,"Standard",NA,"F1/SLY114","SICA_6_21_SLY",137942,2019-09-02,"Umgearbeitete Ausgangscharge",NA,NA,NA
"1043",1050,"F12/HOM111","MOCA_6_21_YY_HOM",138122,2019-09-02,"Standard",NA,"F1/SLY114","SICA_6_21_SLY",137942,2019-09-02,"Umgearbeitete Ausgangscharge",NA,NA,NA
"1044",1051,"F12/HOM115","MOCA_6_21_YY_HOM",138122,2019-10-10,NA,NA,"F1/SLY111","SICA_6_21_SLY",137942,2019-10-10,"Umgearbeitete Ausgangscharge",NA,NA,NA
"1045",1052,"F12/HOM126","MOCA_6_21_YY_HOM",138122,2019-11-19,NA,NA,"F1/SLY133","SICA_6_21_SLY",137942,2019-11-19,"Umgearbeitete Ausgangscharge",NA,NA,NA
"1046",1053,"F12/HOM144","MOCA_6_21_YY_HOM",138122,2020-04-21,NA,NA,"F1/SLY148","SICA_6_21_SLY",137942,2022-11-13,"Standard",NA,NA,NA
"1047",1054,"F12/HOM73","MOCA_6_21_YY_HOM",138122,2022-11-13,"Standard",NA,"F1/SLY148","SICA_6_21_SLY",137942,2022-11-13,"Standard",NA,NA,NA
"1048",1055,"SLY/MIX8","SICA_6_21_SLY_MIX",147493,2020-09-09,"Umgearbeitete Ausgangscharge",NA,"F1/SLY149","SICA_6_21_SLY",137942,2020-04-23,"Standard",NA,NA,NA
"1049",1056,"1000053660","MOCA_3_21_OO_HOM",149149,2021-03-23,NA,NA,"F1/SLY167","SICA_3_21_SLY",149141,2021-05-18,"Standard",NA,NA,NA
"1050",1057,"1000058529","SICA_6_21_FKU",135230,2021-05-18,"Standard",NA,"F1/SLY167","SICA_3_21_SLY",149141,2021-05-18,"Standard",NA,NA,NA
"1051",1058,"1000058529","SICA_6_21_FKU",135230,2021-05-18,"Standard",NA,"F1/SLY167","SICA_3_21_SLY",149141,2021-05-18,"Standard",NA,NA,NA
"1052",1059,"1000061836","SICA_6_21_SLY_MIX",147493,2021-06-17,NA,NA,"1000057647","SICA_6_21_SLY",137942,2021-06-17,NA,NA,NA,NA
"1053",1060,"1000064446","MOCA_6_21_YY_HOM",138122,2021-07-27,NA,NA,"1000063363","SICA_6_21_SLY_MIX",147493,2021-07-27,NA,NA,NA,NA
"1054",1061,"1000067057","SICA_6_21_SLY",137942,2021-08-19,NA,NA,"1000066975","SICA_6_21_FKU",135230,2021-08-19,"Standard",NA,NA,NA
"1055",1062,"1000067496","MOCA_6_21_YY_HOM",138122,2021-09-08,NA,NA,"1000066737","SICA_6_21_SLY_MIX",147493,2021-09-29,"Standard",NA,NA,NA
"1056",1063,"1000070802","SICA_6_21_FKU",135230,2021-09-29,"Standard",NA,"1000066737","SICA_6_21_SLY_MIX",147493,2021-09-29,"Standard",NA,NA,NA
"1057",1064,"1000070802","SICA_6_21_FKU",135230,2021-09-29,"Standard",NA,"1000066737","SICA_6_21_SLY_MIX",147493,2021-09-29,"Standard",NA,NA,NA
"1058",1065,"1000070803","SICA_6_21_SLY",137942,2021-10-04,NA,NA,"1000070802","SICA_6_21_FKU",135230,2021-10-04,"Standard","gamma",NA,NA
"1059",1066,"1000071625","MOCA_6_21_YY_HOM",138122,2021-10-21,NA,NA,"1000070803","SICA_6_21_SLY",137942,2021-10-21,NA,NA,NA,NA
"1060",1067,"1000074643","MOCA_6_21_YY_HOM",138122,2021-11-17,NA,NA,"1000074124","SICA_6_21_SLY_MIX",147493,2021-11-17,"Umgearbeitete Ausgangscharge",NA,NA,NA
"1061",1068,"1000075329","SICA_6_21_FKU",135230,2021-11-16,NA,NA,"6000010460","Decomet VP/13240 HALB",135709,2021-11-24,"C1",NA,NA,NA
"1062",1069,"1000075514","MOCA_3_21_OO_HOM",149149,2021-11-24,"Standard",NA,"6000010460","Decomet VP/13240 HALB",135709,2021-11-24,"C1",NA,NA,NA
"1063",1070,"1000075514","MOCA_3_21_OO_HOM",149149,2021-11-24,"Standard",NA,"6000010460","Decomet VP/13240 HALB",135709,2021-11-24,"C1",NA,NA,NA
"1064",1071,"1000078375","SICA_6_21_SLY",137942,2022-01-10,NA,NA,"1000078328","SICA_6_21_FKU",135230,2022-01-10,"Standard",NA,NA,NA
"1065",1072,"1000084012","SICA_3_21_SLY",149141,2022-03-15,NA,NA,"1000083993","SICA_3_21_FKU",149140,2022-03-15,NA,NA,NA,NA
"1066",1073,"1000084455","SICA_3_21_FKU",149140,2022-03-14,NA,NA,"6000011166","Decomet VP/13240 HALB",135709,2022-03-14,"C1","gamma",NA,NA
"1067",1074,"1000085645","MOCA_3_21_OO_HOM",149149,2022-04-07,NA,NA,"1000084462","SICA_3_21_SLY",149141,2022-04-07,NA,"gamma",NA,NA
"1068",1075,"1000085744","SICA_3_21_FKU",149140,2022-03-29,NA,NA,"6000011138","Decomet VP/13240 HALB",135709,2022-03-29,"C1",NA,NA,NA
"1069",1076,"1000086826","MOCA_3_21_OO_HOM",149149,2022-04-23,NA,NA,"1000085896","SICA_3_21_SLY",149141,2022-04-26,"Umgearbeitete Ausgangscharge",NA,NA,NA
"1070",1077,"1000087554","MOCA_3_21_OO_HOM",149149,2022-04-26,"Standard",NA,"1000085896","SICA_3_21_SLY",149141,2022-04-26,"Umgearbeitete Ausgangscharge",NA,NA,NA
"1071",1078,"1000087554","MOCA_3_21_OO_HOM",149149,2022-04-26,"Standard",NA,"1000085896","SICA_3_21_SLY",149141,2022-04-26,"Umgearbeitete Ausgangscharge",NA,NA,NA
"1072",1079,"1000087916","SICA_6_21_SLY",137942,2022-05-05,NA,NA,"1000087913","SICA_6_21_FKU",135230,2022-11-28,"Standard",NA,NA,NA
"1073",1080,"1000100449","SICA_6_21_SLY",137942,2022-11-28,"Standard",NA,"1000087913","SICA_6_21_FKU",135230,2022-11-28,"Standard",NA,NA,NA
"1074",1081,"1000100449","SICA_6_21_SLY",137942,2022-11-28,"Standard",NA,"1000087913","SICA_6_21_FKU",135230,2022-11-28,"Standard",NA,NA,NA
"1075",1082,"6000002567","Decomet VP/13240 - GESPERRT",131279,2019-05-20,"C1",NA,"6000002122","MetPETFoil-Al-AC0, bds4f14",109797,2019-06-05,"C1",NA,NA,NA
"1076",1083,"6000003686","Decomet VP/13240 - GESPERRT",131279,2019-08-25,"C1",NA,"6000003527","MetPETFoil-Al-AC0, bds4f14",109797,2019-04-17,"C1",NA,NA,NA
"1077",1084,"6000004087","Decomet VP/14087 - GESPERRT",147466,2019-09-23,"C1",NA,"6000003844","Decomet VP/14087 - GESPERRT",147466,2019-09-23,"Standard",NA,NA,NA
"1078",1085,"6000004640","Decomet VP/13240 - GESPERRT",131279,2019-11-20,"C1",NA,"6000004112","MetPETFoil-Al-AC0, bds4f14",109797,2019-04-17,"C1",NA,NA,NA
"1079",1086,"6000005733","Decomet VP/14087 - GESPERRT",147466,2020-03-18,"Standard",NA,"6000004112","MetPETFoil-Al-AC0, bds4f14",109797,2019-04-17,"C1",NA,NA,NA
"1080",1087,"6000005733","Decomet VP/14087 - GESPERRT",147466,2020-03-18,"Standard",NA,"6000004112","MetPETFoil-Al-AC0, bds4f14",109797,2019-04-17,"C1",NA,NA,NA
"1081",1088,"6000006614","Decomet VP/13240 - GESPERRT",131279,2020-07-02,"C1",NA,"6000006392","MetPETFoil-Al-AC0, bds4f14",109797,2022-07-13,NA,NA,NA,NA
"1082",1089,"6000006792","Decomet VP/13240 - GESPERRT",131279,2020-07-21,"C1",NA,"6000004984","MetPETFoil-Al-AC0, bds4f14",109797,2019-12-04,"C1","gamma",NA,NA
"1083",1090,"6000007889","Decomet VP/13240 - GESPERRT",131279,2020-11-27,"C1",NA,"7000000066","MetPETFoil-Al-AC0, bds4f14",109797,2020-09-15,NA,"gamma",NA,NA
"1084",1091,"6000008337","Decomet VP/13240 - GESPERRT",131279,2021-01-25,"C1",NA,"7000000068","MetPETFoil-Al-AC0, bds4f14",109797,2020-09-16,NA,"gamma",NA,NA
"1085",1092,"6000008471","Decomet VP/13240 - GESPERRT",131279,2021-02-08,"C1",NA,"7000000115","MetPETFoil-Al-AC0, bds4f14",109797,2020-10-27,NA,"gamma",NA,NA
"1086",1093,"6000008621","Decomet VP/13240 - GESPERRT",131279,2021-02-18,"Standard",NA,"7000000115","MetPETFoil-Al-AC0, bds4f14",109797,2020-10-27,NA,"gamma",NA,NA
"1087",1094,"6000008621","Decomet VP/13240 - GESPERRT",131279,2021-02-18,"Standard",NA,"7000000115","MetPETFoil-Al-AC0, bds4f14",109797,2020-10-27,NA,"gamma",NA,NA
"1088",1095,"6000009058","Decomet VP/13240 - GESPERRT",131279,2021-03-28,"Standard",NA,"7000000115","MetPETFoil-Al-AC0, bds4f14",109797,2020-10-27,NA,"gamma",NA,NA
"1089",1096,"6000009058","Decomet VP/13240 - GESPERRT",131279,2021-03-28,"Standard",NA,"7000000115","MetPETFoil-Al-AC0, bds4f14",109797,2020-10-27,NA,"gamma",NA,NA
"1090",1097,"6000009288","Decomet VP/14087 - GESPERRT",147466,2021-04-21,"C1",NA,"6000008998","Decomet VP/14087 - GESPERRT",147466,2021-04-21,"C1","gamma",NA,NA
"1091",1098,"6000009330","Decomet VP/13240 - GESPERRT",131279,2021-04-26,"C1",NA,"7000000122","MetPETFoil-Al-AC0, bds4f14",109797,2020-11-03,NA,"gamma",NA,NA
"1092",1099,"6000009754","Decomet VP/14087 - GESPERRT",147466,2021-06-17,"C1",NA,"7000000220","MetPETFoil-Al-AC0, bds4f14",109797,2021-01-28,NA,"gamma",NA,NA
"1093",1100,"6000010141","Decomet VP/14087 - GESPERRT",147466,2021-08-03,"C1",NA,"6000009608","Decomet VP/14087 - GESPERRT",147466,2021-08-03,"C1","gamma",NA,NA
"1094",1101,"6000010258","Decomet VP/13240 HALB",135709,2021-08-18,"C1",NA,"6000009290","Decomet VP/13240 - GESPERRT",131279,2021-08-18,"Standard","gamma",NA,NA
"1095",1102,"6000010392","Decomet VP/13240 HALB",135709,2021-09-06,"C1",NA,"7000000342","MetPETFoil-Al-AC0, bds4f14",109797,2021-05-10,NA,"gamma",NA,NA
"1096",1103,"6000010655","Decomet VP/13240 HALB",135709,2021-10-11,"C1",NA,"6000010374","Decomet VP/13240 HALB",135709,2021-10-11,"C1","gamma",NA,NA
"1097",1104,"6000010915","Decomet VP/13240 HALB",135709,2021-11-11,"Umgearbeitete Ausgangscharge",NA,"6000010653","Decomet VP/13240 HALB",135709,2021-11-11,"C1","gamma",NA,NA
"1098",1105,"6000011139","Decomet VP/13240 HALB",135709,2021-12-06,"C1",NA,"7000000508","MetPETFoil-Al-AC0, bds4f14",109797,2021-09-02,NA,"gamma",NA,NA
"1099",1106,"6000011421","Decomet VP/13240 HALB",135709,2022-01-25,"C1",NA,"6000011343","Decomet VP/13240 HALB",135709,2022-01-25,"C1","gamma",NA,NA
"1100",1107,"6000011989","Decomet VP/13240 HALB",135709,2022-03-16,"C1",NA,"7000000576","MetPETFoil-Al-AC0, bds4f14",109797,2021-10-25,NA,"gamma",NA,NA
"1101",1108,"6000011991","Decomet VP/13240 HALB",135709,2022-03-17,"C1",NA,"7000000575","MetPETFoil-Al-AC0, bds4f14",109797,2021-10-25,NA,"gamma",NA,NA
"1102",1109,"6000012038","Decomet VP/13240 HALB",135709,2022-03-23,"Standard",NA,"7000000575","MetPETFoil-Al-AC0, bds4f14",109797,2021-10-25,NA,"gamma",NA,NA
"1103",1110,"6000012038","Decomet VP/13240 HALB",135709,2022-03-23,"Standard",NA,"7000000575","MetPETFoil-Al-AC0, bds4f14",109797,2021-10-25,NA,"gamma",NA,NA
"1104",1111,"6000012547","Decomet VP/13240 HALB",135709,2022-05-12,"C1",NA,"7000000578","MetPETFoil-Al-AC0, bds4f14",109797,2021-10-27,NA,"gamma",NA,NA
"1105",1112,"6000013229","Decomet VP/13240 HALB",135709,2022-08-08,"C1",NA,"7000000727","MetPETFoil-Al-AC0, bds4f14",109797,2022-03-19,NA,"gamma",NA,NA
"1106",1113,"6000013260","Decomet VP/13240 HALB",135709,2022-08-11,"C1",NA,"7000000725","MetPETFoil-Al-AC0, bds4f14",109797,2022-03-18,NA,"gamma",NA,NA
"1107",1114,"6000013291","Decomet VP/13240 HALB",135709,2022-08-14,"C1",NA,"7000000726","MetPETFoil-Al-AC0, bds4f14",109797,2022-03-19,NA,"gamma",NA,NA
"1108",1115,"6000013623","Decomet VP/13240 HALB",135709,2022-10-09,"C1",NA,"7000000731","MetPETFoil-Al-AC0, bds4f14",109797,2022-03-24,NA,"gamma",NA,NA
"1109",1116,"6000013958","Decomet VP/13240 HALB",135709,2022-11-24,"Standard",NA,"7000000731","MetPETFoil-Al-AC0, bds4f14",109797,2022-03-24,NA,"gamma",NA,NA
"1110",1117,"6000013958","Decomet VP/13240 HALB",135709,2022-11-24,"Standard",NA,"7000000731","MetPETFoil-Al-AC0, bds4f14",109797,2022-03-24,NA,"gamma",NA,NA
"1111",1118,"AA9","MOCA_6_21_YY_HOM",138122,2019-07-03,"Standard",NA,"7000000731","MetPETFoil-Al-AC0, bds4f14",109797,2022-03-24,NA,"gamma",NA,NA
"1112",1119,"F1/116","SICA_6_21_FKU",135230,2019-06-26,NA,NA,"6000002679","Decomet VP/13240 - GESPERRT",131279,2019-06-26,"C1",NA,NA,NA
"1113",1120,"F1/120","SICA_6_21_FKU",135230,2019-07-30,"Umgearbeitete Ausgangscharge",NA,"6000000557","MetPETFoil-Al-AC0, bds4f14",109797,2022-07-13,NA,NA,NA,NA
"1114",1121,"F1/124","SICA_6_21_FKU",135230,2019-08-22,NA,NA,"6000003152","Decomet VP/13240 - GESPERRT",131279,2019-08-22,"C1",NA,NA,NA
"1115",1122,"F1/131","SICA_6_21_FKU",135230,2019-10-11,"Umgearbeitete Ausgangscharge",NA,"6000000557","MetPETFoil-Al-AC0, bds4f14",109797,2022-07-13,NA,NA,NA,NA
"1116",1123,"F1/132","SICA_6_21_FKU",135230,2019-10-16,NA,NA,"6000003686","Decomet VP/13240 - GESPERRT",131279,2019-10-29,"C1",NA,NA,NA
"1117",1124,"F1/138","SICA_6_21_FKU",135230,2020-01-14,"Standard",NA,"6000003686","Decomet VP/13240 - GESPERRT",131279,2019-10-29,"C1",NA,NA,NA
"1118",1125,"F1/138","SICA_6_21_FKU",135230,2020-01-14,"Standard",NA,"6000003686","Decomet VP/13240 - GESPERRT",131279,2019-10-29,"C1",NA,NA,NA
"1119",1126,"F1/154","SICA_6_21_FKU",135230,2020-05-04,"Standard",NA,"6000003686","Decomet VP/13240 - GESPERRT",131279,2019-10-29,"C1",NA,NA,NA
"1120",1127,"F1/154","SICA_6_21_FKU",135230,2020-05-04,"Standard",NA,"6000003686","Decomet VP/13240 - GESPERRT",131279,2019-10-29,"C1",NA,NA,NA
"1121",1128,"F1/163","SICA_3_21_FKU",149140,2021-01-13,"Umgearbeitete Ausgangscharge",NA,"7000000013","MetPETFoil-Al-AC0, bds4f14",109797,2020-06-04,NA,"gamma",NA,NA
"1122",1129,"F1/SLY108","SICA_6_21_SLY",137942,2019-05-03,NA,NA,"F1/108","SICA_6_21_FKU",135230,2019-05-03,NA,NA,NA,NA
"1123",1130,"F1/SLY111","SICA_6_21_SLY",137942,2019-05-27,"Umgearbeitete Ausgangscharge",NA,"6000002404","Decomet VP/13240 - GESPERRT",131279,2019-05-27,"C1",NA,NA,NA
"1124",1131,"F1/SLY119","SICA_6_21_SLY",137942,2019-07-30,NA,NA,"F1/119","SICA_6_21_FKU",135230,2019-07-30,"C1",NA,NA,NA
"1125",1132,"F1/SLY120","SICA_6_21_SLY",137942,2019-08-13,"Umgearbeitete Ausgangscharge",NA,"6000002290","Decomet VP/13240 - GESPERRT",131279,2019-08-13,"C1",NA,NA,NA
"1126",1133,"F1/SLY124","SICA_6_21_SLY",137942,2019-09-02,NA,NA,"F1/124","SICA_6_21_FKU",135230,2019-09-02,NA,NA,NA,NA
"1127",1134,"F1/SLY132","SICA_6_21_SLY",137942,2019-10-29,"Umgearbeitete Ausgangscharge",NA,"6000003686","Decomet VP/13240 - GESPERRT",131279,2019-10-29,"C1",NA,NA,NA
"1128",1135,"F1/SLY153","SICA_6_21_SLY",137942,2020-05-20,NA,NA,"F1/153","SICA_6_21_FKU",135230,2020-05-20,"Standard",NA,NA,NA
"1129",1136,"F1/SLY163","SICA_3_21_SLY",149141,2021-01-18,NA,NA,"F1/163","SICA_3_21_FKU",149140,2021-01-18,"Umgearbeitete Ausgangscharge",NA,NA,NA
"1130",1137,"F1/SLY165","SICA_6_21_SLY",137942,2021-02-04,NA,NA,"F1/165","SICA_6_21_FKU",135230,2021-02-04,"Umgearbeitete Ausgangscharge",NA,NA,NA
"1131",1138,"F1/SLY167","SICA_3_21_SLY",149141,2021-03-03,NA,NA,"F1/167","SICA_3_21_FKU",149140,2019-08-16,NA,"gamma",NA,NA
"1132",1139,"F12/HOM109","MOCA_6_21_YY_HOM",138122,2019-08-16,"Standard",NA,"F1/167","SICA_3_21_FKU",149140,2019-08-16,NA,"gamma",NA,NA
"1133",1140,"F12/HOM114","MOCA_6_21_YY_HOM",138122,2019-10-01,NA,NA,"F1/SLY120","SICA_6_21_SLY",137942,2019-10-01,"Umgearbeitete Ausgangscharge",NA,NA,NA
"1134",1141,"F12/HOM116","MOCA_6_21_YY_HOM",138122,2019-10-10,NA,NA,"F1/SLY123","SICA_6_21_SLY",137942,2019-10-10,"Umgearbeitete Ausgangscharge",NA,NA,NA
"1135",1142,"F12/HOM128","MOCA_6_21_YY_HOM",138122,2019-12-03,NA,NA,"SLY/MIX3","SICA_6_21_SLY_MIX",147493,2019-12-03,"Umgearbeitete Ausgangscharge",NA,NA,NA
"1136",1143,"F12/HOM129","MOCA_6_21_YY_HOM",138122,2019-12-11,NA,NA,"F1/SLY135","SICA_6_21_SLY",137942,2020-01-07,"Umgearbeitete Ausgangscharge",NA,NA,NA
"1137",1144,"F12/HOM150","MOCA_6_21_YY_HOM",138122,2020-06-16,"Standard",NA,"F1/SLY135","SICA_6_21_SLY",137942,2020-01-07,"Umgearbeitete Ausgangscharge",NA,NA,NA
"1138",1145,"F12/HOM51","MOCA_6_21_YS_HOM",140489,2020-06-02,"Standard",NA,"F1/SLY135","SICA_6_21_SLY",137942,2020-01-07,"Umgearbeitete Ausgangscharge",NA,NA,NA
"1139",1146,"F12/HOM75","MOCA_6_21_YS_HOM",140489,2019-03-08,"Standard",NA,"F1/SLY135","SICA_6_21_SLY",137942,2020-01-07,"Umgearbeitete Ausgangscharge",NA,NA,NA
"1140",1147,"F12/HOM75","MOCA_6_21_YS_HOM",140489,2019-03-08,"Standard",NA,"F1/SLY135","SICA_6_21_SLY",137942,2020-01-07,"Umgearbeitete Ausgangscharge",NA,NA,NA
"1141",1148,"F12/HOM92","MOCA_6_21_YY_HOM",138122,2019-04-24,NA,NA,"F1/SLY105","SICA_6_21_SLY",137942,2019-04-24,NA,NA,NA,NA
"1142",1149,"F12/HOM96","MOCA_6_21_YY_HOM",138122,2019-05-16,NA,NA,"F1/SLY107","SICA_6_21_SLY",137942,2019-05-16,NA,NA,NA,NA
"1143",1150,"F12/HOM99","MOCA_6_21_YY_HOM",138122,2019-06-06,NA,NA,"F1/SL101","SICA_6_21_SLY",137942,2021-05-05,NA,NA,NA,NA
"1144",1151,"1000053912","MOCA_3_21_OO_HOM",149149,2021-03-31,"Standard",NA,"F1/SL101","SICA_6_21_SLY",137942,2021-05-05,NA,NA,NA,NA
"1145",1152,"1000053912","MOCA_3_21_OO_HOM",149149,2021-03-31,"Standard",NA,"F1/SL101","SICA_6_21_SLY",137942,2021-05-05,NA,NA,NA,NA
"1146",1153,"1000055663","MOCA_3_21_OO_HOM",149149,2021-04-24,"Standard",NA,"F1/SL101","SICA_6_21_SLY",137942,2021-05-05,NA,NA,NA,NA
"1147",1154,"1000055663","MOCA_3_21_OO_HOM",149149,2021-04-24,"Standard",NA,"F1/SL101","SICA_6_21_SLY",137942,2021-05-05,NA,NA,NA,NA
"1148",1155,"1000057645","SICA_6_21_FKU",135230,2021-05-05,"Standard",NA,"F1/SL101","SICA_6_21_SLY",137942,2021-05-05,NA,NA,NA,NA
"1149",1156,"1000057645","SICA_6_21_FKU",135230,2021-05-05,"Standard",NA,"F1/SL101","SICA_6_21_SLY",137942,2021-05-05,NA,NA,NA,NA
"1150",1157,"1000062160","MOCA_6_21_YY_HOM",138122,2021-06-29,"Umgearbeitete Ausgangscharge",NA,"1000059712","SICA_6_21_FKU",135230,2021-07-08,"Standard",NA,NA,NA
"1151",1158,"1000062995","SICA_6_21_SLY",137942,2021-07-08,"Standard",NA,"1000059712","SICA_6_21_FKU",135230,2021-07-08,"Standard",NA,NA,NA
"1152",1159,"1000062995","SICA_6_21_SLY",137942,2021-07-08,"Standard",NA,"1000059712","SICA_6_21_FKU",135230,2021-07-08,"Standard",NA,NA,NA
"1153",1160,"1000063148","MOCA_6_21_YY_HOM",138122,2021-07-07,NA,NA,"1000061836","SICA_6_21_SLY_MIX",147493,2021-07-07,NA,NA,NA,NA
"1154",1161,"1000063444","SICA_6_21_SLY",137942,2021-07-20,NA,NA,"1000063443","SICA_6_21_FKU",135230,2021-07-16,"Standard",NA,NA,NA
"1155",1162,"1000064234","SICA_6_21_FKU",135230,2021-07-16,"Standard",NA,"1000063443","SICA_6_21_FKU",135230,2021-07-16,"Standard",NA,NA,NA
