"","motherroll","ID_1","layer_1","od_1","metdate_1","mettime_1","weblength_1","webspeed_1","wirefeedrate_1","windingpressure_1","evaporationpressure_1","wirefeed1_1","wirefeed2_1","wirefeed3_1","wirefeed4_1","wirefeed5_1","wirefeed6_1","wirefeed7_1","wirefeed8_1","wirefeed9_1","wirefeed10_1","wirefeed11_1","wirefeed12_1","wirefeed13_1","wirefeed14_1","wirefeed15_1","wirefeed16_1","wirefeed17_1","wirefeed18_1","wirefeed19_1","wirefeed20_1","wirefeed21_1","wirefeed22_1","boatpower1_1","boatpower2_1","boatpower3_1","boatpower4_1","boatpower5_1","boatpower6_1","boatpower7_1","boatpower8_1","boatpower9_1","boatpower10_1","boatpower11_1","boatpower12_1","boatpower13_1","boatpower14_1","boatpower15_1","boatpower16_1","boatpower17_1","boatpower18_1","boatpower19_1","boatpower20_1","boatpower21_1","boatpower22_1","probe1_1","probe2_1","probe3_1","probe4_1","probe5_1","probe6_1","probe7_1","probe8_1","probe9_1","probe10_1","probe11_1","probe12_1","probe13_1","probe14_1","probe15_1","probe16_1","probe17_1","probe18_1","probe19_1","probe20_1","created_1","batch","materialnumber","material","measurementdate","LaserNass_d10","LaserNass_d50","LaserNass_d90","LaserNass_span","Malvern_d10","Malvern_d50","Malvern_d90","Malvern_span","Rakelapplikationsw-KartonRotoS01500_a*45","Rakelapplikationsw-KartonRotoS01500_b*45","GC-MS_Isopropanol-Gehalt","GC-MS_Acetongehalt","KOH25%AQSB-012_AktiverMetallgehalt","Ofenmethode_Festkörpergehalt","GC-MS_Isopropylacetat-Gehalt","TGA-RD_Gehaltreleasecoat","TGA-RD_Al(0)alsAlN","RakelapplikationPapierSonderlacksystem_L*15","RakelapplikationPapierSonderlacksystem_L*45","RakelapplikationPapierSonderlacksystem_L*110","NA_Alman-Index","NA_dE*45","RakelapplikationPapierSonderlacksystem_Glanz20","REM-Messung_Verteilungsbreite","REM-Messung_t50%","REM-Messung_t-span","RakelapplikationPapierSonderlacksystem_L*-15","RakelapplikationPapierSonderlacksystem_a*-15","RakelapplikationPapierSonderlacksystem_a*15","RakelapplikationPapierSonderlacksystem_a*45","RakelapplikationPapierSonderlacksystem_b*-15","RakelapplikationPapierSonderlacksystem_b*15","RakelapplikationPapierSonderlacksystem_b*45","RakelapplikationPapierSonderlacksystem_dE*110","REM-Messung_Anteil%>35nm","RakelapplikationPapierSonderlacksystem_a*110","RakelapplikationPapierSonderlacksystem_b*110","NA_L*25","NA_L*75","RakelapplikationPapierSonderlacksystem_Glanz20.1","RakelapplikationPapierSonderlacksystem_Glanz60","RakelapplikationPapierSonderlacksystem_Glanz85","REM-Messung_t-Spangroß","Rakelapplikationsw-KartonRotoS01500_a*110","Rakelapplikationsw-KartonRotoS01500_a*15","Rakelapplikationsw-KartonRotoS01500_a*-15","Rakelapplikationsw-KartonRotoS01500_b*110","Rakelapplikationsw-KartonRotoS01500_b*15","Rakelapplikationsw-KartonRotoS01500_b*-15","TGA-RD_Al(0)alsAlN.1","Rakelapplikationsw-KartonRotoS01500_dE*110","GC-MS_Ethylacetat-Gehalt","TGA-RD_Gehaltreleasecoat.1","Rakelapplikationsw-KartonRotoS01500_Glanz20","Rakelapplikationsw-KartonRotoS01500_Glanz60","Rakelapplikationsw-KartonRotoS01500_Glanz85","Rakelapplikationsw-KartonRotoS01500_L*110","Rakelapplikationsw-KartonRotoS01500_L*15","Rakelapplikationsw-KartonRotoS01500_L*-15","Rakelapplikationsw-KartonRotoS01500_L*45","GC-MS_Toluolgehalt","Rheologie_SpeichermodulLVE","Rheologie_SpeichermodulFliessgrenze","NA_dE*45.1","RakelapplikationPapierSonderlacksystem_dE*110.1","Rakelapplikationsw-KartonCAB0065_dE*110","id","batch_material","batch_materialnumber","batch_manufacturingdate","batch_process","batch_type","predecessor_material","predecessor_materialnumber","predecessor_manufacturingdate","predecessor_process","predecessor_type"
"47","7000000650",1166818,NA,NA,2022-01-21,NA,19444.0047562426,742.591914387634,105.967895362663,0.172054696789536,0.0293238644470868,116.799762187872,111.935790725327,102.648989298454,101.594768133175,100.563733650416,99.9902497027348,100.188585017836,100.49631391201,100.409274673008,100.626753864447,101.120214030916,101.224732461356,100.616884661118,100.497146254459,100.269916765755,99.8892984542212,100.033293697979,100.594768133175,100.625089179548,100.498929845422,109.600713436385,115.051367419738,9.32722948870392,9.24173602853745,9.32068965517241,9.06623067776457,9.04268727705113,9.05862068965517,9.04684898929845,9.07764565992866,9.11640903686088,9.18216409036861,9.08644470868014,9.38668252080856,9.17086801426873,9.0140309155767,8.98561236623068,9.16730083234245,9.05434007134364,9.02473246135553,8.99560047562426,9.07324613555291,9.33008323424495,9.39548156956005,13.9696789536266,1.63222354340071,1.29988109393579,1.10154577883472,1.01866825208086,1.20047562425684,1.21676575505351,1.22223543400713,1.16183115338882,1.279548156956,1.22080856123662,1.210225921522,1.23959571938169,1.094887039239,1.1128418549346,1.21545778834721,1.12425683709869,1.194887039239,1.24625445897741,2.87859690844233,2022-02-03 15:24:35,"6000012862",135709,"VP13240",2022-06-23,10.05,21.89,38.85,1.32,10.6,22.1,39.3,1.29,0.4,1.7,94.4,5.4,73.88,10,0.2,NA,NA,108.31,23.13,9.94,29.42,NA,NA,2.42,22.56,NA,136.74,0.52,-0.11,0.42,1.63,1.62,1.72,NA,3.05,0.3,0.8,57.48,12.52,246.09,317.31,100.71,0.22,0.3,-0.1,0.5,0.8,1.6,1.6,69,9.01,NA,7.3,246.1,317.3,100.7,9.9,108.3,136.7,23.1,NA,NA,NA,NA,NA,NA,1209,"VP13240",135709,2022-06-22,"C1",NA,"MetPETFoil-Al-AC0, bds4f14",109797,2022-01-25,NA,"gamma"
"48","7000000654",1133233,NA,NA,2022-01-20,NA,19651.4429280397,773.884739454094,121.033250620347,0.170150744416873,0.00501765508684864,114.987965260546,110,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,114.422332506203,9.73114143920596,9.32977667493797,9.24652605459057,9.15024813895782,9.24727047146402,9.07171215880893,8.91898263027295,9.06464019851117,9.1575682382134,9.24764267990074,9.12791563275434,9.44665012406948,9.28585607940447,9.03598014888338,8.97506203473945,8.96687344913151,9.14317617866005,9.09292803970223,9.04416873449131,9.12828784119107,9.33052109181141,9.54615384615385,12.6807692307692,1.28883374689826,1.10285359801489,0.978411910669975,0.885111662531017,1.04888337468983,1.10694789081886,1.06042183622829,1.01637717121588,1.02183622828784,1.06451612903226,0.992555831265509,0.994913151364764,0.947642679900744,0.989578163771712,1.05583126550868,0.996898263027295,0.966253101736973,0.907692307692308,2.06575682382134,NA,"6000012192",135709,"VP13240",2022-04-03,10.495,22,37.115,1.21,10.6,21.5,38,1.27,0.5,2.2,97.72,2.2,77,10.5,0.07,NA,NA,112.34,26.23,12.69,26.78,NA,NA,1.97,24.93,NA,140.19,0.12,-0.25,0.51,1.51,1.45,2.16,NA,3.99,0.3,1.27,61.73,14.89,218.07,297.65,100.69,0.16,0.3,-0.2,0.1,1.3,1.4,1.5,75.6,0.65,0,3.9,218.1,297.6,100.7,12.7,112.3,140.2,26.2,0,NA,NA,NA,NA,NA,691,"VP13240",135709,2022-04-04,"C1",NA,"MetPETFoil-Al-AC0, bds4f14",109797,2022-01-21,"Metalizing/Coating","gamma"
"49","7000000654",1133233,NA,NA,2022-01-20,NA,19651.4429280397,773.884739454094,121.033250620347,0.170150744416873,0.00501765508684864,114.987965260546,110,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,114.422332506203,9.73114143920596,9.32977667493797,9.24652605459057,9.15024813895782,9.24727047146402,9.07171215880893,8.91898263027295,9.06464019851117,9.1575682382134,9.24764267990074,9.12791563275434,9.44665012406948,9.28585607940447,9.03598014888338,8.97506203473945,8.96687344913151,9.14317617866005,9.09292803970223,9.04416873449131,9.12828784119107,9.33052109181141,9.54615384615385,12.6807692307692,1.28883374689826,1.10285359801489,0.978411910669975,0.885111662531017,1.04888337468983,1.10694789081886,1.06042183622829,1.01637717121588,1.02183622828784,1.06451612903226,0.992555831265509,0.994913151364764,0.947642679900744,0.989578163771712,1.05583126550868,0.996898263027295,0.966253101736973,0.907692307692308,2.06575682382134,NA,"6000013184",135709,"VP13240",2022-08-07,10.2,22.8,40.4,1.32,10.5,22.4,40,1.36,0.5,2.1,93.9,5.7,73.9,10.3,0.3,NA,NA,113.54,26.46,12.7,26.94,NA,NA,1.68,24.83,NA,141.87,0.74,-0.22,0.49,0.21,0.12,2.06,NA,5.665,0.32,0.82,62.46,15.09,214.5,294.24,97.13,0.14,0.3,-0.2,0.7,0.8,0.1,0.2,70.5,14.54,NA,5.8,214.5,294.2,97.1,12.7,113.5,141.9,26.5,NA,NA,NA,NA,NA,NA,1211,"VP13240",135709,2022-08-02,"C1",NA,"MetPETFoil-Al-AC0, bds4f14",109797,2022-01-21,"Metalizing/Coating","gamma"
"50","7000000725",1174541,NA,NA,2022-03-17,NA,18632.5848623853,690.96995412844,98.0095183486239,0.0334524082568807,0.00201977064220183,114.61123853211,109.571330275229,100.543119266055,99.7081422018349,98.7341743119266,98.5849770642202,99.1033256880734,99.4764908256881,99.0719036697248,98.9439220183486,99.5033256880734,99.3748853211009,98.9830275229358,98.9053899082569,98.7807339449541,98.9372706422018,99.1747706422018,99.2915137614679,99.4423165137615,99.4780963302752,108.320642201835,113.324655963303,8.75309633027523,8.36834862385321,8.10653669724771,8.34025229357798,8.17672018348624,8.17672018348624,8.14059633027523,8.14461009174312,8.12522935779817,8.28681192660551,8.46559633027523,8.20091743119266,8.10355504587156,8.04323394495413,8.11272935779816,8.09094036697248,8.29495412844037,8.13922018348624,8.15619266055046,8.26995412844037,8.24415137614679,8.50126146788991,4.22385321100917,0.941743119266055,0.926834862385321,0.892316513761468,0.937270642201835,0.919495412844037,0.95848623853211,1.00848623853211,0.973623853211009,1.10493119266055,1.15401376146789,1.02729357798165,1.09564220183486,1.06204128440367,1.06811926605505,0.931192660550459,0.941169724770642,1.01261467889908,0.905619266055046,2.24690366972477,NA,"6000013228",135709,"VP13240",2022-08-07,10.69,22.57,38.39,1.23,10.9,22.1,38.7,1.26,0.6,2,96.1,3.8,72,10.3,0.1,NA,NA,108.19,24.05,10.91,28.11,NA,NA,1.24,22.38,NA,136.17,0.53,0.06,0.55,2.1,2.17,2.03,NA,1.97,0.41,1.01,58.12,13.36,250.35,320.16,99.83,0.14,0.4,0.1,0.5,1,2.2,2.1,70.29,6.26,NA,6.42,250.4,320.2,99.8,10.9,108.2,136.2,24,NA,NA,NA,NA,NA,NA,921,"VP13240",135709,2022-08-08,"C1",NA,"MetPETFoil-Al-AC0, bds4f14",109797,2022-03-18,NA,"gamma"
"51","7000000725",1174541,NA,NA,2022-03-17,NA,18632.5848623853,690.96995412844,98.0095183486239,0.0334524082568807,0.00201977064220183,114.61123853211,109.571330275229,100.543119266055,99.7081422018349,98.7341743119266,98.5849770642202,99.1033256880734,99.4764908256881,99.0719036697248,98.9439220183486,99.5033256880734,99.3748853211009,98.9830275229358,98.9053899082569,98.7807339449541,98.9372706422018,99.1747706422018,99.2915137614679,99.4423165137615,99.4780963302752,108.320642201835,113.324655963303,8.75309633027523,8.36834862385321,8.10653669724771,8.34025229357798,8.17672018348624,8.17672018348624,8.14059633027523,8.14461009174312,8.12522935779817,8.28681192660551,8.46559633027523,8.20091743119266,8.10355504587156,8.04323394495413,8.11272935779816,8.09094036697248,8.29495412844037,8.13922018348624,8.15619266055046,8.26995412844037,8.24415137614679,8.50126146788991,4.22385321100917,0.941743119266055,0.926834862385321,0.892316513761468,0.937270642201835,0.919495412844037,0.95848623853211,1.00848623853211,0.973623853211009,1.10493119266055,1.15401376146789,1.02729357798165,1.09564220183486,1.06204128440367,1.06811926605505,0.931192660550459,0.941169724770642,1.01261467889908,0.905619266055046,2.24690366972477,NA,"6000013260",135709,"VP13240",2022-08-11,10.35,22.17,37.78,1.24,10.7,21.8,38.2,1.26,0.5,2,96.53,3.33,77.37,10.3,0.11,NA,NA,107.89,24.26,10.9,27.8,NA,NA,1.96,21.39,NA,136.14,0.55,0.04,0.54,1.84,1.86,2,NA,0.64,0.43,1.03,58.28,13.4,263.02,324.95,100.6,0.21,0.4,NA,0.6,1,1.9,1.8,70.5,8.68,0.01,6.2,263,324.9,100.6,10.9,107.9,136.1,24.3,0.01,NA,NA,NA,NA,NA,1113,"VP13240",135709,2022-08-11,"C1",NA,"MetPETFoil-Al-AC0, bds4f14",109797,2022-03-18,NA,"gamma"
"52","7000000726",1175961,NA,NA,2022-03-17,NA,19378.1500615006,757.949446494465,110.8963099631,0.0353147601476015,0.00198448954489545,114.584255842558,109.506150061501,100.565682656827,99.640221402214,98.5273062730627,98.4013530135301,98.9575645756458,99.4154981549815,98.9131611316113,98.7182041820418,99.5078720787208,99.3554735547356,98.8878228782288,98.8232472324723,98.5420664206642,98.6831488314883,99.0815498154981,99.0386223862239,99.1214022140221,99.7142681426814,108.879335793358,113.920541205412,9.10615006150062,8.78364083640836,8.41291512915129,8.65805658056581,8.47515375153752,8.47515375153752,8.34157441574416,8.42435424354244,8.49249692496925,8.46949569495695,8.61168511685117,8.51476014760148,8.48019680196802,8.45067650676507,8.44649446494465,8.37281672816728,8.56912669126691,8.44083640836408,8.49274292742927,8.61734317343173,8.69520295202952,8.63788437884379,4.61635916359164,0.883271832718327,0.90590405904059,0.883886838868389,0.874046740467405,0.926691266912669,0.91389913899139,0.88339483394834,0.860885608856089,0.98290282902829,1.03271832718327,1.01463714637146,1.06088560885609,1.02988929889299,1.02373923739237,0.908364083640836,0.916974169741697,0.915867158671587,0.881057810578106,2.17638376383764,NA,"6000012388",135709,"VP13240",2022-04-23,10.39,21.895,37.59,1.24,10.4,21,37,1.26,0.6,2.2,95.44,3.86,73,10,0.69,5.52,72.37,106.125,24.425,11.52,26.86,NA,278.6,1.685,24.11,0.13,133.72,0.685,0.205,0.605,2.725,2.315,2.22,NA,1.81,0.47,1.46,57.61,13.78,278.64,329.69,101.84,0.13,0.5,0.2,0.7,1.5,2.3,2.7,NA,0.6,NA,NA,278.6,329.7,101.8,11.5,106.1,133.7,24.4,NA,2618.6,1120.6,NA,NA,NA,911,"VP13240",135709,2022-04-25,"C1",NA,"MetPETFoil-Al-AC0, bds4f14",109797,2022-03-19,NA,"gamma"
"53","7000000726",1175961,NA,NA,2022-03-17,NA,19378.1500615006,757.949446494465,110.8963099631,0.0353147601476015,0.00198448954489545,114.584255842558,109.506150061501,100.565682656827,99.640221402214,98.5273062730627,98.4013530135301,98.9575645756458,99.4154981549815,98.9131611316113,98.7182041820418,99.5078720787208,99.3554735547356,98.8878228782288,98.8232472324723,98.5420664206642,98.6831488314883,99.0815498154981,99.0386223862239,99.1214022140221,99.7142681426814,108.879335793358,113.920541205412,9.10615006150062,8.78364083640836,8.41291512915129,8.65805658056581,8.47515375153752,8.47515375153752,8.34157441574416,8.42435424354244,8.49249692496925,8.46949569495695,8.61168511685117,8.51476014760148,8.48019680196802,8.45067650676507,8.44649446494465,8.37281672816728,8.56912669126691,8.44083640836408,8.49274292742927,8.61734317343173,8.69520295202952,8.63788437884379,4.61635916359164,0.883271832718327,0.90590405904059,0.883886838868389,0.874046740467405,0.926691266912669,0.91389913899139,0.88339483394834,0.860885608856089,0.98290282902829,1.03271832718327,1.01463714637146,1.06088560885609,1.02988929889299,1.02373923739237,0.908364083640836,0.916974169741697,0.915867158671587,0.881057810578106,2.17638376383764,NA,"6000013291",135709,"VP13240",2022-08-13,10.4,22.1,37.7,1.24,10.6,21.6,38.1,1.27,0.6,2,97.48,2.44,73.34,10.1,0.06,NA,NA,107.23,23.95,10.77,27.93,NA,NA,1.71,23.15,NA,135.16,0.83,0.1,0.57,1.37,1.3,2,NA,2.32,0.46,0.91,57.76,13.25,287.85,341.5,100.51,0.15,0.5,0.1,0.8,0.9,1.3,1.4,71.7,9.32,0.01,5.57,287.8,341.5,100.5,10.8,107.2,135.2,24,0.01,NA,NA,NA,NA,NA,1114,"VP13240",135709,2022-08-14,"C1",NA,"MetPETFoil-Al-AC0, bds4f14",109797,2022-03-19,NA,"gamma"
"54","7000000727",1177354,NA,NA,2022-03-17,NA,19452.9761620977,732.667699642431,107.374970202622,0.0405318235995232,0.00206239570917759,114.490464839094,109.715375446961,100.942073897497,99.5222884386174,98.4924910607866,98.6271752085816,99.1905840286055,99.6487485101311,99.16126340882,98.7070321811681,99.3437425506555,99.7276519666269,99.5665077473182,99.026936829559,98.5607866507747,99.0219308700834,99.292610250298,98.9092967818832,99.0288438617402,99.6744934445769,108.459237187128,113.394994040524,9.1865315852205,8.66257449344458,8.38665077473182,8.56042908224076,8.47663885578069,8.47663885578069,8.46185935637664,8.48510131108462,8.47938021454112,8.54231227651967,8.63837902264601,8.52264600715137,8.4476758045292,8.43277711561383,8.4326579261025,8.44255065554231,8.66555423122765,8.4704410011919,8.52050059594756,8.62634088200238,8.58116805721096,8.92777115613826,6.45399284862932,1.16185935637664,1.06436233611442,0.945053635280095,0.927413587604291,0.936829558998808,0.919904648390942,0.902026221692491,0.885578069129917,1.04421930870083,1.05685339690107,1.16638855780691,1.17687723480334,1.0569725864124,1.01692491060787,0.903218116805721,0.912753277711561,0.959475566150179,0.958522050059595,4.02991656734207,NA,"6000013229",135709,"VP13240",2022-08-07,10.33,21.98,37.53,1.24,10.8,21.6,38.6,1.29,0.6,2.1,95.7,4.2,72.76,10.4,0.1,NA,NA,107.19,24.42,11.03,27.37,NA,NA,1.86,22.97,NA,134.62,0.66,0.14,0.6,1.81,1.4,2.08,NA,4.16,0.5,1.14,58.52,13.48,270.48,329.47,101.25,0.14,0.5,0.1,0.7,1.1,1.4,1.8,71.1,10.62,NA,5.6,270.5,329.5,101.3,11,107.2,134.6,24.4,NA,NA,NA,NA,NA,NA,1112,"VP13240",135709,2022-08-08,"C1",NA,"MetPETFoil-Al-AC0, bds4f14",109797,2022-03-19,NA,"gamma"
"55","7000000727",1177354,NA,NA,2022-03-17,NA,19452.9761620977,732.667699642431,107.374970202622,0.0405318235995232,0.00206239570917759,114.490464839094,109.715375446961,100.942073897497,99.5222884386174,98.4924910607866,98.6271752085816,99.1905840286055,99.6487485101311,99.16126340882,98.7070321811681,99.3437425506555,99.7276519666269,99.5665077473182,99.026936829559,98.5607866507747,99.0219308700834,99.292610250298,98.9092967818832,99.0288438617402,99.6744934445769,108.459237187128,113.394994040524,9.1865315852205,8.66257449344458,8.38665077473182,8.56042908224076,8.47663885578069,8.47663885578069,8.46185935637664,8.48510131108462,8.47938021454112,8.54231227651967,8.63837902264601,8.52264600715137,8.4476758045292,8.43277711561383,8.4326579261025,8.44255065554231,8.66555423122765,8.4704410011919,8.52050059594756,8.62634088200238,8.58116805721096,8.92777115613826,6.45399284862932,1.16185935637664,1.06436233611442,0.945053635280095,0.927413587604291,0.936829558998808,0.919904648390942,0.902026221692491,0.885578069129917,1.04421930870083,1.05685339690107,1.16638855780691,1.17687723480334,1.0569725864124,1.01692491060787,0.903218116805721,0.912753277711561,0.959475566150179,0.958522050059595,4.02991656734207,NA,"6000013309",135709,"VP13240",2022-08-16,9.85,23.79,40.39,1.24,10.1,20.2,35,1.23,0.6,2.1,95.86,4,77.34,10.1,0.1,NA,NA,107.52,24.47,11.11,27.41,NA,NA,1.43,23.74,NA,135.83,1.02,0.27,0.6,2.02,1.54,2.08,NA,3.86,0.53,1.03,58.31,13.58,271.85,328.73,100.7,0.13,0.5,0.3,1,1,1.5,2,71.1,10.2,0.02,5.6,271.8,328.7,100.7,11.1,107.5,135.8,24.5,0.01,NA,NA,NA,NA,NA,1021,"VP13240",135709,2022-08-16,"C1",NA,"MetPETFoil-Al-AC0, bds4f14",109797,2022-03-19,NA,"gamma"
"56","7000000728",1178836,NA,NA,2022-03-21,NA,19279.0602706027,764.789544895449,104.034686346863,0.0332747847478475,0.00223525215252153,114.967896678967,109.911931119311,100.882533825338,99.6927429274293,98.7733087330873,98.7820418204182,99.1987699876999,99.8761377613776,99.3922509225092,98.5782287822878,99.4630996309963,100.024600246002,99.4608856088561,98.9616236162362,98.7051660516605,99.1345633456335,99.4965559655597,99.2720787207872,99.2880688806888,99.7028290282903,108.722878228782,113.836039360394,9.09667896678967,8.78228782287823,8.73087330873309,8.55977859778598,8.55694956949569,8.55694956949569,8.62952029520295,8.57330873308733,8.50676506765068,8.58683886838868,9.00233702337023,8.70492004920049,8.43271832718327,8.5450184501845,8.4890528905289,8.52841328413284,8.64710947109471,8.38733087330873,8.47306273062731,8.59188191881919,8.50861008610086,8.59311193111931,9.91131611316113,1.01611316113161,1.00442804428044,0.992619926199262,1.00528905289053,1.03628536285363,0.977490774907749,0.980688806888069,0.979950799507995,1.03923739237392,1.10073800738007,1.09889298892989,1.05990159901599,1.10676506765068,1.17416974169742,1.02792127921279,1.0019680196802,1.0130381303813,1.0239852398524,3.6179581795818,NA,"6000013375",135709,"VP13240",2022-08-29,11,22.7,38.68,1.22,10.9,22.1,38.8,1.26,0.5,1.9,96.5,3.4,71.34,10.4,0.1,NA,NA,103.49,22.18,9.68,28.94,NA,NA,1.67,21.69,NA,131.45,0.47,0.06,0.53,2.51,2.4,1.95,NA,1.31,0.39,1.13,54.9,12.1,291,344.93,101.96,0.18,0.4,0.1,0.5,1.1,2.4,2.5,70.6,9.45,NA,6.3,291,344.9,102,9.7,103.5,131.4,22.2,NA,NA,NA,NA,NA,NA,1212,"VP13240",135709,2022-08-30,"C1",NA,"MetPETFoil-Al-AC0, bds4f14",109797,2022-03-23,NA,"gamma"
"57","7000000728",1178836,NA,NA,2022-03-21,NA,19279.0602706027,764.789544895449,104.034686346863,0.0332747847478475,0.00223525215252153,114.967896678967,109.911931119311,100.882533825338,99.6927429274293,98.7733087330873,98.7820418204182,99.1987699876999,99.8761377613776,99.3922509225092,98.5782287822878,99.4630996309963,100.024600246002,99.4608856088561,98.9616236162362,98.7051660516605,99.1345633456335,99.4965559655597,99.2720787207872,99.2880688806888,99.7028290282903,108.722878228782,113.836039360394,9.09667896678967,8.78228782287823,8.73087330873309,8.55977859778598,8.55694956949569,8.55694956949569,8.62952029520295,8.57330873308733,8.50676506765068,8.58683886838868,9.00233702337023,8.70492004920049,8.43271832718327,8.5450184501845,8.4890528905289,8.52841328413284,8.64710947109471,8.38733087330873,8.47306273062731,8.59188191881919,8.50861008610086,8.59311193111931,9.91131611316113,1.01611316113161,1.00442804428044,0.992619926199262,1.00528905289053,1.03628536285363,0.977490774907749,0.980688806888069,0.979950799507995,1.03923739237392,1.10073800738007,1.09889298892989,1.05990159901599,1.10676506765068,1.17416974169742,1.02792127921279,1.0019680196802,1.0130381303813,1.0239852398524,3.6179581795818,NA,"6000012419",135709,"VP13240",2022-04-28,10.405,21.575,36.41,1.21,10.6,21.9,37.3,1.24,0.5,2,92.7,4.35,71.57,11.6,0.32,6.06,70.6,104.08,22.09,9.7,29.24,NA,269.4,1.485,23.015,0.14,132.72,0.82,0.305,0.515,3.52,3.12,1.99,7.96,1.82,0.35,1.01,54.88,12.06,269.36,326.84,101.21,0.14,0.4,0.3,0.8,1,3.1,3.5,NA,7.96,2.63,NA,269.4,326.8,101.2,9.7,104.1,132.7,22.1,0,2559.5,891.61,NA,NA,NA,1018,"VP13240",135709,2022-04-29,"C1",NA,"MetPETFoil-Al-AC0, bds4f14",109797,2022-03-23,NA,"gamma"
"58","7000000729",1180329,NA,NA,2022-03-21,NA,18806.4882903981,730.797540983607,99.5270491803279,0.036190831381733,0.00218627634660422,113.786416861827,109.697775175644,100.374355971897,99.7174473067916,98.8817330210773,98.632318501171,99.2313817330211,100.164637002342,99.0346604215457,98.2348946135831,99.5713114754098,99.6007025761124,99.0072599531616,99.2505854800937,98.8850117096019,98.6502341920375,99.1307962529274,99.2066744730679,99.1540983606557,99.6382903981265,109.67224824356,113.388407494145,8.82564402810304,8.65456674473068,8.59332552693208,8.37915690866511,8.45035128805621,8.45035128805621,8.48524590163934,8.44449648711944,8.32599531615925,8.50035128805621,8.91112412177986,8.63571428571429,8.44859484777518,8.48946135831382,8.38688524590164,8.42751756440281,8.49871194379391,8.31334894613583,8.34379391100703,8.44777517564403,8.48782201405152,8.47353629976581,7.08313817330211,1.157962529274,1.03723653395785,0.994379391100703,1.00714285714286,1.00386416861827,0.991569086651054,0.964051522248244,0.951053864168618,1.01826697892272,1.03864168618267,1.01288056206089,1.04847775175644,0.994145199063232,1.00632318501171,0.952927400468384,0.988173302107728,0.998126463700234,0.990983606557377,3.2423887587822,NA,"6000013417",135709,"VP13240",2022-09-04,10.7,22.4,38.5,1.24,10.7,21.6,37.9,1.26,0.5,2,96.5,3.4,71.9,10.2,0.1,NA,NA,104.34,22.97,10.15,28.2,NA,NA,1.8,NA,0.16,131.76,0.57,0.1,0.54,2.11,2.03,1.98,NA,NA,0.42,1.13,55.8,12.61,289.11,344.06,101.56,NA,0.4,0.1,0.6,1.1,2,2.1,69.7,10.29,NA,5.9,289.1,344.1,101.6,10.2,104.3,131.8,23,NA,NA,NA,NA,NA,NA,922,"VP13240",135709,2022-09-06,"C1",NA,"MetPETFoil-Al-AC0, bds4f14",109797,2022-03-23,NA,"gamma"
"59","7000000729",1180329,NA,NA,2022-03-21,NA,18806.4882903981,730.797540983607,99.5270491803279,0.036190831381733,0.00218627634660422,113.786416861827,109.697775175644,100.374355971897,99.7174473067916,98.8817330210773,98.632318501171,99.2313817330211,100.164637002342,99.0346604215457,98.2348946135831,99.5713114754098,99.6007025761124,99.0072599531616,99.2505854800937,98.8850117096019,98.6502341920375,99.1307962529274,99.2066744730679,99.1540983606557,99.6382903981265,109.67224824356,113.388407494145,8.82564402810304,8.65456674473068,8.59332552693208,8.37915690866511,8.45035128805621,8.45035128805621,8.48524590163934,8.44449648711944,8.32599531615925,8.50035128805621,8.91112412177986,8.63571428571429,8.44859484777518,8.48946135831382,8.38688524590164,8.42751756440281,8.49871194379391,8.31334894613583,8.34379391100703,8.44777517564403,8.48782201405152,8.47353629976581,7.08313817330211,1.157962529274,1.03723653395785,0.994379391100703,1.00714285714286,1.00386416861827,0.991569086651054,0.964051522248244,0.951053864168618,1.01826697892272,1.03864168618267,1.01288056206089,1.04847775175644,0.994145199063232,1.00632318501171,0.952927400468384,0.988173302107728,0.998126463700234,0.990983606557377,3.2423887587822,NA,"6000013376",135709,"VP13240",2022-08-29,11.01,22.85,39.03,1.23,10.9,22.3,39.4,1.27,0.6,2,97.1,2.8,71.42,10.5,0.1,NA,NA,103.27,22.14,9.53,28.96,NA,NA,1.54,22.16,NA,131.08,0.5,0.17,0.55,3.18,2.73,2.04,NA,1.24,0.39,1.11,54.98,11.97,284.24,339.64,101.73,0.16,0.4,0.2,0.5,1.1,2.7,3.2,70.1,7.36,NA,6.4,284.2,339.6,101.7,9.5,103.3,131.1,22.1,NA,NA,NA,NA,NA,NA,1292,"VP13240",135709,2022-08-30,"C1",NA,"MetPETFoil-Al-AC0, bds4f14",109797,2022-03-23,NA,"gamma"
